blind_id,repository,issue_number,gold_primary_failure,github_state,has_fix_workaround_regression_text,has_pr_or_issue_reference,has_commit_hash_reference,linked_pull_urls,issue_or_pr_refs,commit_refs,fix_context_snippet
GNF-0108-049dae8c,rapidsai/cudf,21095,not_numerical_failure,open,false,true,true,,37,00000000|3966377|994fd12f8d3a5aa16f17d42c041e5809167e845a,
GNF-0109-5b3bb56e,triton-lang/triton,2688,overflow_underflow,open,true,true,true,https://github.com/openai/triton/pull/1569|https://github.com/openai/triton/pull/3544,1569|3544,1000000|20150623|20220804|250149167|28f74253f7e36b2609c998ebbf7ae70acf7ec313|64f6bcbcbab628e96f33a62c3e975f8535a7bde4|cff628804055ab05f902072733c9ab2d,"on: 0.16.0+cu121 OpenCV: 4.8.1 ``` +1 with this issue +1 @HIT-cwh @SolenoidWGT A fix would be making a customized `CacheManager` by setting `os.environ[""TRITON_CACHE_MANAGER""] = '...'`. Reference: https://github.com/openai/triton/blob/main/python/triton/runtime/ca"
GNF-0110-1c6064fd,jax-ml/jax,23833,dtype_casting,open,true,true,true,,1,00000000,ironment? Maybe using some specific commits from old JAX/XLA? It seems that this issue is caused by our outdated `CentOS` version and the absence of pre-compiled libraries. This error no longer happens when using the `ubuntu+cuda12.5` image.
GNF-0111-4b909a91,pytorch/pytorch,158212,nan_inf,open,true,true,true,https://github.com/triton-lang/triton/pull/9485,158212,3104498460|335144e|358714e|359834e|457781e|511582e|607386e,"11 - GPU: NVIDIA H100 (SM90, 132 SMs) - Conda env: dev - Triton: bundled with PyTorch ## Root Cause: Triton compiler bug in nested tl.where broadcast store The inductor's `floordiv` codegen emits: ```python tl.where((a < 0) != (b < 0), tl.where(a % b != 0, a // b - 1, a //"
GNF-0112-9ee80d72,cupy/cupy,9558,dtype_casting,open,false,true,false,,9496,,
GNF-0113-e024c338,cupy/cupy,9785,dtype_casting,open,false,false,false,,,,
GNF-0114-9723251e,rapidsai/cudf,3961,dtype_casting,open,true,true,true,,3960,28a794912e6e,"simple query on a categorical column, i get an error stating that `This error is usually caused by passing an argument of a type that is unsupported by the named function.` **Steps/Code to reproduce bug** ``` import cudf import pandas as pd fn = 'test.csv' lines = """""""
GNF-0115-bd414dfb,jax-ml/jax,26689,precision_tolerance,open,true,true,true,,1|27591,2677089400,"a chance to upload mwe yet, but it seems #27591 may be related. Once the linked issue is resolved, if the issue persists I will see if minimal reproducible example is possible to obtain."
GNF-0116-96b537db,numba/numba,4449,dtype_casting,open,false,false,true,,,20181209,
GNF-0117-5c96ad33,jax-ml/jax,20430,nan_inf,closed,false,false,true,,,00000000,
GNF-0118-6cddc10b,triton-lang/triton,506,nan_inf,closed,false,false,true,,,4912916c11f68037510fce44bdbdcf1292550cb8,
GNF-0119-84e3156c,triton-lang/triton,2356,dtype_casting,open,false,false,false,,,,
GNF-0120-3d8af802,rapidsai/cudf,9975,dtype_casting,open,false,false,false,,,,
GNF-0121-d1cf86e9,numba/numba,5998,precision_tolerance,closed,false,true,true,https://github.com/numba/numba/pull/5821,,166104360|46098686|83b65c21a10b|a61b7e26|bfd9be18f19eb2a28ad25fb77a84b0dd92748ddf,
GNF-0122-2172f7de,rapidsai/cudf,17448,dtype_casting,open,false,true,true,,19861,01000000|01000000000000000000|2486967918|79a986067688c18b3d431c7a3acc23e2307fb668|fced16015dcf5c7f1c56ad42dec67668,
GNF-0123-b044c5aa,jax-ml/jax,24680,dtype_casting,closed,false,true,true,https://github.com/openxla/xla/pull/22048,47,00000000|2020781,
GNF-0124-5e35db0b,pytorch/pytorch,117844,overflow_underflow,open,false,true,true,,171022,333c21e94f1|44b15e5b9d5|91a0c3ff8cf|defcfda1e13,
GNF-0125-29346792,numba/numba,8464,dtype_casting,closed,true,true,false,https://github.com/numba/numba/pull/8691|https://github.com/numpy/numpy/pull/22422|https://github.com/numpy/numpy/pull/22540|https://github.com/numpy/numpy/pull/22638,3497|8304|8538|8620|8691,,"marathon yet. The refcounting error pops up when a test fails, once the actual issues are resolved these generally disappear. (In fact they're already gone in my local branch) Note: I edited the description to make a checklist of items to address. See also #8620. numpy 1.24.1 i"
GNF-0126-2958d273,rapidsai/cudf,22435,nan_inf,open,false,true,true,,1,00000000|20251108|20260124|612ac56a4109,
GNF-0127-32017a62,cupy/cupy,5424,overflow_underflow,closed,false,false,true,,,00000000|20210324|AAAAAAAAA,
GNF-0128-c6e2544c,cupy/cupy,7118,nan_inf,closed,true,true,true,,7122,3ac3f9d6bffac33bccd236fc4306a2f83b90c4f5,"aybe @asi1024 can better follow up on this :) @berryboy2012 Thank you for your reporting. Fixed in #7122! Thanks for the help! Another question though, if for some reason I want to write `inf` or `nan` inside a kernel such as `cupy.RawKernel`, do I just use things like `CUDA"
GNF-0129-c9f64c60,rapidsai/cudf,10591,nan_inf,closed,false,true,true,,91,00000000|00a220405|20191231|20210324|347004186|ee09ebc,
GNF-0130-957b5693,jax-ml/jax,30188,dtype_casting,open,true,true,false,,1,,"//github.com/jax-ml/jax/issues/29042](https://github.com/jax-ml/jax/issues/29042) did not fix the problem ### System info (python version, jaxlib version, accelerator, etc.) ``` + jax==0.6.2 + jax-cuda12-pjrt==0.6.2 + jax-cuda12-plugin==0.6.2 + jaxlib==0.6.2 + ml-"
GNF-0131-4b657811,triton-lang/triton,9375,dtype_casting,open,true,false,true,,,13a658b47|5bf225efb9dd063e18bec1cccb732dfaa4e072aa|66b890f24|87acca295|af8193c93|bea17da5e|e3d6917cf,"riptors - Not truly dynamic (must know max count at compile time) ### 3. **Pointer-Based Workaround (Without TensorDescriptor)** If you don't strictly need TMA features, fall back to raw pointer arithmetic which supports dynamic indexing: ```python @triton.jit def kernel_with_"
GNF-0132-01bc7af7,triton-lang/triton,781,dtype_casting,open,true,false,true,,,6380959be21851bfda99424392cc08fda29d073d|af76c989eb4799b015f8b288ccd8421558772e56,"call. The same issue arised when doing `atomic_add` in a matmul with SPLIT_K>1, and we fixed the issue by adding a hook in the auto-tuner that resets the desired arguments to zeros between runs: https://github.com/openai/triton-mlir/blob/main/python/triton/runtime/autotu"
GNF-0133-3e76eecf,cupy/cupy,6535,overflow_underflow,open,false,false,true,,,030957640523563e|070772332bb4|12155420|13229d2d2741|14831388|14905176|15326139|157258481|157258493|2252419405031105e,
GNF-0134-2006d4e1,pytorch/pytorch,180807,dtype_casting,open,true,false,true,,,0000004768371582|1048576|5015609264373779,"the runtime tensor dtype, the launcher should fail fast with a clear error. Even if the root cause is ultimately a bad fake/meta implementation, the current behavior seems unsafe because it can silently produce wrong results instead of failing fast. ## Possible fix direction O"
GNF-0135-51861a93,pytorch/pytorch,143288,overflow_underflow,open,false,false,true,,,20241126,
GNF-0136-a301f54e,cupy/cupy,7978,overflow_underflow,closed,true,true,true,,12488|26,8589934592,"work and manage the per-GPU data chunks manually. Closing, since the original issue is resolved."
GNF-0137-1f5e2c55,cupy/cupy,7058,performance_only,open,false,false,false,,,,
GNF-0138-73610007,pytorch/pytorch,168397,dtype_casting,open,true,true,true,,0|157767,b36a20d368|b36a20d368733740a8507b3109d193c88930323a,[CI][CUDA][Flex Attention] Regression (Illegal Memory Access) with Flex Attention ### 🐛 Describe the bug Reproducer: python test/inductor/test_flex_attention.py TestFlexAttentionCUDA.test_flex_attention_stride_order
GNF-0139-08c1b395,pytorch/pytorch,104322,overflow_underflow,open,false,true,true,https://github.com/pytorch/pytorch/pull/101163,,52eb503,
GNF-0140-0369d89c,triton-lang/triton,187,overflow_underflow,closed,true,false,true,,,c179406deb17|f7a6e3ad6d5f,"triton.testing.allclose` returns False and the result of the matmul changes even with the fixed seed... Hmm this is very odd, given that the CI happens on a V100 and reliably passes. Is it with a fresh clone of the repo? No, it is a pip install. For some reason, I actua"
GNF-0141-cd3b65ac,numba/numba,4333,nan_inf,open,false,false,true,,,9223372036854775808,
GNF-0142-fd6a822f,jax-ml/jax,32136,overflow_underflow,open,false,true,true,,29,00000000|2041816,
GNF-0143-8c373d44,triton-lang/triton,475,overflow_underflow,closed,true,false,false,,,,"64-mod.py You are right. I am aware of this problem -- just need to come up with a proper fix that doesn't affect performance (int64 are expensive on GPUs). Right now Triton directly translate to `llvm.mul`, which uses the 2-complements and overflows. Casting inputs to a b"
GNF-0144-bd760235,rapidsai/cudf,22157,overflow_underflow,open,true,true,false,https://github.com/rapidsai/cudf/pull/19861,17448,,"f ""intuitive"" decimal division The `libcudf` implementation of decimal division is really fixed-point division, and does not behave intuitively compared with the accepted conventions in (say) the SQL world. For example, dividing `DECIMAL64(200,-2)` by `DECIMAL64(300,-2)` (w"
GNF-0145-13ae4b2a,rapidsai/cudf,18356,dtype_casting,closed,true,true,true,https://github.com/rapidsai/cudf/pull/18367,18278|18367,37583ef249e9|4206c914b7b2|483a83ca|76c54d07|76eeafa044b0|848df7de|8668177c|8ad714936186|e98c0bd2ed46|ec6ddd77f498,"attachments/assets/8668177c-97e8-4487-949b-ec6ddd77f498) However, I am still not able to workaround this issue and I think I will now check with the device buffer cpython code :( > Enabling PTDS: I attempted to enable the ptds using the ./build.sh --ptds libcudf pylibcudf. Unfor"
GNF-0146-2fe36ae1,rapidsai/cudf,19710,precision_tolerance,closed,true,true,true,https://github.com/NVIDIA/jitify/pull/147|https://github.com/rapidsai/cudf/pull/19561|https://github.com/rapidsai/cudf/pull/19768|https://github.com/rapidsai/cudf/pull/19783,,3212084205,ps://github.com/rapidsai/cudf/pull/19768#issuecomment-3212084205 @pxLi ready to be merged Fix is up here: https://github.com/rapidsai/cudf/pull/19783
GNF-0147-77cef7ab,rapidsai/cudf,6587,nan_inf,open,true,true,true,,6001|6384|86,00000000|03576588e|035766e|067251544e|067252e|0a201011|0d87f1030d610772477ec7132dc3feb19e89da24|145175127e|145175e|164551369e,n parameters (#6384) * add inital set of params in csv writer * Fix row_group_size to not select 0. * Fix imports * Add utility to convert cudf DataFrame to Pandas Nullable DataFrame * Fix filename typo in Pa
GNF-0148-5dbeb416,triton-lang/triton,2513,dtype_casting,open,true,true,true,https://github.com/triton-lang/triton/pull/3973,,13034506|17482891|2c7e8f9bc801|3a1094264b68|466418f0|4f9a2b53|695070f3801d|768fc1fcd98e|99982c30|ac31ed541306,hat I had measured on my H100 as I was able to get over 1.3PF but we haven't enabled perf regression testing on H100 so maybe we did regress. What commit did you use? I realize now that `fp8_fast_accum=False` is not implemented efficiently. It is meant to be equivalent to `CUBLA
GNF-0149-305f23bb,jax-ml/jax,32430,dtype_casting,open,false,true,true,,85,00000000|22891593|22891594,
GNF-0150-3c830fbd,triton-lang/triton,2301,dtype_casting,closed,true,false,true,,,000000e|0a433f22|117069362|1703832364|17fc4378|2ac887fbe3e9|35e55362|3d4d7fa5|4611686018427387904|465bd562afdc,".com/openai/triton/assets/9093549/90ebcc7f-4fdd-4693-962b-c074a9b2cbcb) With x_size=64 fixed ![image](https://github.com/openai/triton/assets/9093549/5a15d8ca-9201-445d-be7d-f018d791c8f7) This confirms my suspicion. However, the extra read/write is still very concer"
GNF-0151-5ccf24b2,numba/numba,8700,nan_inf,open,true,true,true,,8294,9321098411884629,"e implementations across hardware targets involves a lot of boilerplate and copy-paste to fix things e.g. on CUDA swapping libm/intrinsic `cos` calls for CUDA libdevice `cos` calls. 4. Numba's type system aliases Python `int` with NumPy `intp`, `float` with NumPy `float64"
GNF-0152-d8097288,jax-ml/jax,28547,not_numerical_failure,open,false,true,true,,61,00000000|2079be9416b0|3bac3201|48d9c6f8d5a3|579a1573cc82265c2b3245f2ee9ffd33f55fcd63|5dca3c88|ad9ffdc83ed819ca0adbfceef5a435338f856c03|e5f6352d94ab008661c97049791a7b04f09,
GNF-0153-0a1f22c0,triton-lang/triton,4172,overflow_underflow,closed,false,true,true,https://github.com/InternLM/lmdeploy/pull/1621,,20190311|20210130|20220804|2179818835|2dc95a2ad0841e29db8b22fbccaf3e5da7992b01,
GNF-0154-a389b1a4,rapidsai/cudf,15750,nan_inf,closed,true,true,true,,15798|16,15313863|5819de376d091c619807070a43994bbecfb2cd6c,ce. This algorithm could be rewritten as graphs algorithm to avoid this issue. Created a fix for memory errors #15798. Long term fix should be rewriting the device tree creation algorithm Discussed with @shrshi offline about the bug and need for refactor of `make_devic
GNF-0155-6ad1750a,rapidsai/cudf,20484,not_numerical_failure,closed,false,true,false,https://github.com/rapidsai/cudf/pull/20161,,,
GNF-0156-b72349bc,jax-ml/jax,17912,not_numerical_failure,open,false,false,true,,,00000000|1747553622|202218145,
GNF-0157-7be66b56,cupy/cupy,9272,dtype_casting,open,true,true,false,https://github.com/cupy/cupy/pull/9273,,,"al Information _No response_ @rachelglenn Thank you for reporting this issue! It will be fixed in https://github.com/cupy/cupy/pull/9273. Thank you for doing that. It runs now, the only concern is that it is casting it as a real number and dropping the complex part: /usr/lo"
GNF-0158-41ca2b85,cupy/cupy,8193,dtype_casting,open,false,false,true,,,64387fa95d339127b76b81d8459ffca5d2e28bc1|c08b8c6,
GNF-0159-f17202a4,pytorch/pytorch,182554,precision_tolerance,open,true,true,true,https://github.com/pytorch/pytorch/pull/172340|https://github.com/pytorch/pytorch/pull/172354|https://github.com/pytorch/pytorch/pull/174856|https://github.com/pytorch/pytorch/pull/175449|https://github.com/pytorch/pytorch/pull/176994,176994|179229|180|180506|181161|181434|181463|181793|182250|182285,25443082712|74676558285,`AcceleratorError` https://github.com/pytorch/pytorch/issues/178079 - @hvaara - [ ] [MPS] Fix bool mask handling in 1-pass SDPA decode kernel https://github.com/pytorch/pytorch/pull/182285 - @Isalia20 - [ ] [MPS] Fix nested ops.masked variable name collisions in Metal code
GNF-0160-b61a834c,pytorch/pytorch,123983,dtype_casting,open,true,true,true,,0|1|2|3|4|5|6|7,20210514|20231218|3657275|6e4932cda8|989adb9a29,lures: <NO_OTHER_FAILURES> --------------------------------------------------------- Root Cause (first observed failure): [0]: time : 2024-04-12_18:31:09 host : cccxc561.pok.ibm.com rank : 0 (local_rank: 0) exitcode : -11 (pid: 3657275) error_
GNF-0161-43f5b312,rapidsai/cudf,13409,dtype_casting,closed,true,true,true,https://github.com/apache/arrow/pull/12449|https://github.com/rapidsai/cudf/pull/11854|https://github.com/rapidsai/cudf/pull/13398,13397|13398|86,00000000|11537765|11537766|20191231|20230125|3190405|9b1496df64b9ae9bd7b44a30cfaa42a2f7e2db3f|b3e4e68a0bc097f0ae7907b217c1119af9e03435,"eports to craft a minimal bug report. This helps us reproduce the issue you're having and resolve the issue more quickly. ```python In [1]: import cudf In [3]: df = cudf.DataFrame({""seconds"": cudf.Series([1234, 3456, 32442], dtype='timedelta64[s]')}) In [4]: df Out[4]"
GNF-0162-297471a6,jax-ml/jax,32411,not_numerical_failure,closed,true,true,true,,162|32438,00000000|006577878259122372|006633440963923931|006668666377663612|006704122293740511|006708030588924885|006740346550941467|006776727735996246|006830280181020498|006919586565345526,"ncy vjp rule for the backward layer scan not accounting for `reverse=True`. #32438 should fix. The main take-away is that our test coverage for this is not great yet... I'll merge #32438, but of course before we advertise this feature we should set up systematic tests."
GNF-0163-93b2beac,pytorch/pytorch,174371,precision_tolerance,open,false,false,true,,,563393592834473|a3bda49,
GNF-0164-cdeaf26a,triton-lang/triton,4310,nan_inf,open,false,false,true,,,18033688|2621440|a9bc1a3647|dedb7bdf33,
GNF-0165-0b146b77,cupy/cupy,3696,overflow_underflow,closed,false,true,false,,3529,,
GNF-0166-2dbedde8,rapidsai/cudf,8230,not_numerical_failure,closed,true,true,false,,12088|8158,,"me compiler optimizations that lead to incorrect results // for CUDA 10.0 and below (fixed in CUDA 10.1) volatile cudf::size_type count = 0; ``` Given that CUDF 0.20 supports CUDA 11.0+, it should now be safe to remove this comment, and the `volatile` attributes."
GNF-0167-13076e98,triton-lang/triton,8890,nan_inf,closed,false,false,false,,,,
GNF-0168-49dcb998,cupy/cupy,4093,overflow_underflow,closed,false,false,false,,,,
GNF-0169-cf25d953,jax-ml/jax,18672,dtype_casting,open,false,false,true,,,1070881|1091282|202218145|4452404672|4791418304|8ecb3ee2d27f341758b221d16be8fcb4,
GNF-0170-78e2d436,cupy/cupy,8807,nan_inf,open,false,false,false,,,,
GNF-0171-20358422,jax-ml/jax,9591,dtype_casting,open,true,false,true,,,2147483648|2147483656|219941181|268435456|268435457|4294967296|5945425920,": Failed to make cuFFT batched plan. Aborted (core dumped) ``` Also: even if this is fixed to result in a RuntimeError rather than a coredump, is there some way around this relatively small size limitation? I am using `jnp.fft.rfft2` to perform large image convolutions"
GNF-0172-1596bb30,pytorch/pytorch,167050,dtype_casting,open,false,false,true,,,1048576|2097152|3864099,
GNF-0173-29d14bbd,cupy/cupy,821,dtype_casting,open,false,false,false,,,,
GNF-0174-e7b5adf3,numba/numba,9109,overflow_underflow,open,true,true,true,,0|1|10|11|12|13|14|15|16|2,1070102|10942576|1460047157|2622410|2622411|2622412|2622424|2622425|2622426|2e1b838a889f9793d4bcd5dbfe10db9796b77143,"1 compatibility patches and then upgraded to 0.57.1. I had been hoping that 0.57.1 would fix the arm64 crashes we were having with our hacked 0.56.4, but the crashes seem similar. Is there an environment variable one can set to get debug symbols for the compiled code?"
GNF-0175-551fdc3c,jax-ml/jax,37389,not_numerical_failure,open,false,true,true,,15,00000000|1821969|3190708988185955192|cd1781359a32e2c165631338abf77cce6d263d74,
GNF-0176-0884dd43,rapidsai/cudf,28,precision_tolerance,closed,true,true,true,,5,1590693|31e0c4338384|5e2aaf9d25c|c5cbb2c56e04,"is currently no plans for Windows support, if someone would like to try it and contribute fixes to enable Windows support we would be happy to support. Hi, speaking of the devil, I am trying to compile Rapids CuDF in Windows 10 and I ran into some troubles. First of all my c"
GNF-0177-39a0d983,pytorch/pytorch,148345,overflow_underflow,open,true,false,true,,,2788233189,ame with `torch==2.5.1+cu124` does install the correct dependencies so this seems to be a regression. ### Versions ``` PyTorch version: 2.6.0+cu124 Is debug build: False CUDA used to build PyTorch: 12.4 ROCM used to build PyTorch: N/A OS: Ubuntu 22.04.4 LTS (x86_64) GCC versi
GNF-0178-7e3074ef,numba/numba,10116,not_numerical_failure,closed,false,false,true,,,985233765,
GNF-0179-0d2d153d,triton-lang/triton,8591,performance_only,closed,true,true,true,https://github.com/triton-lang/triton/pull/8603,8598,23243506|c186592a17299439900d712e85556e8578345821,"reduce the buffer size to 128 and I think you will get even lower than 3% overhead. The root cause is in your code is really not that we didn't use multiple threads to write back the profiling. Instead, since we over-allocated the shared memory needed and rely on the user to c"
GNF-0180-3e16cf7e,jax-ml/jax,23179,dtype_casting,open,false,true,true,,123,00000000,
GNF-0181-f206820c,triton-lang/triton,4664,dtype_casting,open,false,true,true,,0|1|10|11|12|13|14|15|16|17,000000e|10dc3a8e916d73291269e5e2b82dd22681489aa1|657ec732|757b6a61e7df814ba806f498f8bb3160f84b120c|b933f0fafe735ac21b1aa6f507336b0cafcc1bbb,
GNF-0182-0943f7d0,rapidsai/cudf,12716,dtype_casting,closed,true,false,false,,,,"groupby and aggregation on uint128 types? cuDF only supports 128 bit types for decimal (fixed point) data. Generic 128 bit signed/unsigned integer data types are not supported. See this blog post for information about 128 bit decimals, which are internally represented by t"
GNF-0183-0f27bf2e,triton-lang/triton,1535,not_numerical_failure,open,false,true,true,https://github.com/JuliaLang/julia/pull/41607,,7d1a95b04654ff9c216afe08a454ad0822f05370|897887059,
GNF-0184-5cb52bd8,rapidsai/cudf,16004,performance_only,closed,false,false,true,,,1068089|3a90f721|c0c2ad355c720d4d168b48aea3d5564efcd890a7|c5bea563207b,
GNF-0185-120804a6,rapidsai/cudf,20265,overflow_underflow,closed,true,false,true,,,1095492|18446744073692371776|342f7aeefb|621eadb0e5,rt == -429497` and then when allocate the row_group_fragments we get nonsense. A minimal fix appears to be: ```diff diff --git a/cpp/src/io/parquet/writer_impl.cu b/cpp/src/io/parquet/writer_impl.cu index 621eadb0e5..342f7aeefb 100644 --- a/cpp/src/io/parquet/writer_impl
GNF-0186-6c92b3b9,cupy/cupy,5328,overflow_underflow,closed,false,false,true,,,2147483647|536870913,
GNF-0187-2664d182,cupy/cupy,2742,overflow_underflow,closed,false,true,true,https://github.com/cupy/cupy/pull/2644,1429|2644,2344149|3e2b7d0|558835428|57752516|66676885|705fe1a,
GNF-0188-931dcb6c,pytorch/pytorch,176784,overflow_underflow,open,true,false,true,,,67108864,"/lib/x86_64-linux-gnu/libcuda.so.1 ========= Host Frame: [0x15aa8] ``` ## Suggested fix ```c // AdaptiveAveragePooling.cu line 29 #define START_IND(a,b,c) ((int64_t)(a) / (b) * (c) + ((int64_t)(a) % (b)) * (c) / (b)) ``` ### Versions Collecting environment inform"
GNF-0189-2fcb9ca4,cupy/cupy,6229,nan_inf,open,false,false,false,,,,
GNF-0190-3f4e1893,triton-lang/triton,9809,overflow_underflow,closed,true,true,true,,0|9020|9928,000000e|5f66c1327f7a25a3b8fd359101000000,"Triton: 3.6.0 GPU: NVIDIA GH200 Looks very similar to #9928 Looks like the same issue, fixed #9020."
GNF-0191-cd071cce,numba/numba,9229,overflow_underflow,closed,true,true,true,,9235,214741596|2147551327|22121216|566281830|c40f740c2f9c0831ac1a7d6fada919ce60605bc7|e0d06651612f,"'t happen print(i, i2) bug[22121216, 256]() cuda.synchronize() ``` I have a fix in https://github.com/gmarkall/numba/commit/c40f740c2f9c0831ac1a7d6fada919ce60605bc7 - I will need to add tests to this for a PR, but intend to do this soon. @nathanfarlow There i"
