blind_id,repository,issue_number,title,previous_gold_primary_failure,v2_gold_primary_failure,source,changed
EGNF1000-0268-b9408abe,cupy/cupy,9402,CuPy cannot find `nvcc` despite it being in `/usr/local/cuda/bin` which is the Cuda root,crash_compile,crash_compile,audit_119,false
EGNF1000-0269-690306f7,jax-ml/jax,32873,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh",performance_only,performance_only,audit_119,false
EGNF1000-0270-db8a3ff2,jax-ml/jax,3993,any suggestions on how to improve performance for gradient step with odeint?,performance_only,performance_only,audit_119,false
EGNF1000-0271-e4672126,rapidsai/cuml,2358,[BUG] T-SNE freezing in benchmarks,performance_only,performance_only,adjudication_300,false
EGNF1000-0277-ccbd58b0,triton-lang/triton,4729,/usr/bin/ld: cannot find -lNVGPUIR: No such file or directory,dtype_casting,crash_compile,adjudication_300,true
EGNF1000-0278-8bd5026b,apache/tvm,12327,"[Bug] Can not build the apk of ""android_camera"" in apps",precision_tolerance,crash_compile,audit_119,true
EGNF1000-0279-755ecca5,apache/tvm,14791,[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop,precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0280-840fefa8,apache/tvm,4072,[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard,precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0281-b85943ee,cupy/cupy,2157,ImportError: cannot import name 'core' from 'cupy.core',crash_compile,crash_compile,audit_119,false
EGNF1000-0282-ec5cb10f,jax-ml/jax,22682,jax.random.choice can return entries with zero probability,nan_inf,precision_tolerance,audit_119,true
EGNF1000-0283-5557fff7,jax-ml/jax,24909,Results do not match the reference. This is likely a bug/unexpected loss of precision,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0284-edad17f7,numba/numba,5139,Numba can't vectorize simple loop,performance_only,performance_only,adjudication_300,false
EGNF1000-0285-86844761,numba/numba,9484,math.log2 should raise exception with invalid inputs,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0287-bbc32ca7,apache/tvm,13364,"[Bug] Padded, quantized convolution operators give incorrect results on edges",precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0288-169e6f14,cupy/cupy,7565,Failed to import CuPy,crash_compile,crash_compile,audit_119,false
EGNF1000-0289-99eab5d4,cupy/cupy,8146,"Error when including `mma.h`: instance of overloaded function ""__half::__half"" matches the specified type",performance_only,crash_compile,audit_119,true
EGNF1000-0290-12f94739,cupy/cupy,8226,Failed to import CuPy,crash_compile,crash_compile,audit_119,false
EGNF1000-0291-7d9edfa8,cupy/cupy,9163,Failed to install with `poetry add cupy`,crash_compile,crash_compile,audit_119,false
EGNF1000-0293-de461d22,triton-lang/triton,2352,Inconsistent results between torch and triton for fp16 dtype,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0296-0d03f27d,triton-lang/triton,8775,[RFC] Exposing Scratch Buffer in ReduceOp to Eliminate Redundant Layout Conversion,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0299-027dd47a,apache/tvm,16265,[Bug] build arm on windows broken,not_numerical_failure,crash_compile,audit_119,true
EGNF1000-0300-ae0dbb2d,apache/tvm,18708,[Bug] compile error,crash_compile,crash_compile,audit_119,false
EGNF1000-0301-85c7ebc9,apache/tvm,2692,[RFC] Winograd NNPACK for the ARM_CPU backend,crash_compile,not_numerical_failure,audit_119,true
EGNF1000-0302-95537cbd,cupy/cupy,6277,CURAND_STATUS_INITIALIZATION_FAILED,crash_compile,crash_compile,audit_119,false
EGNF1000-0304-34da1fd3,jax-ml/jax,19490,`log_softmax` and `softmax` are not numerically stable with `where` argument inside `vmap`,dtype_casting,nan_inf,audit_119,true
EGNF1000-0305-b855b138,jax-ml/jax,19573,log1p results are incorrect on complex inputs with large absolute value,nan_inf,precision_tolerance,audit_119,true
EGNF1000-0306-88f8d112,jax-ml/jax,22249,Incorrect cost_analysis() Flop Count on GPU for Dense layer/Dot product,crash_compile,precision_tolerance,adjudication_300,true
EGNF1000-0307-a1cc4981,jax-ml/jax,22413,all inputs are nans in a next step iterationwhile using `jax.scipy.optimize.minimize`,nan_inf,nan_inf,audit_119,false
EGNF1000-0309-79fefbe8,jax-ml/jax,23504,[Pallas GPU] The behavior of `jnp.sign(jnp.nan)` in Pallas GPU does not match that of JAX,nan_inf,nan_inf,audit_119,false
EGNF1000-0310-c4988591,jax-ml/jax,23717,"When calculating the loss, the input data does not contain NaN, but the output contains NaN",nan_inf,nan_inf,audit_119,false
EGNF1000-0311-b121247c,jax-ml/jax,24114,[Regression] Gradient explodes after upgrading to JAX 0.4.33 from 0.4.30,nan_inf,precision_tolerance,audit_119,true
EGNF1000-0314-db86d5ee,jax-ml/jax,24955,`debug_nans` error always says the de-optimized function did not produce NaNs,nan_inf,not_numerical_failure,audit_119,true
EGNF1000-0315-0fb0588d,jax-ml/jax,27265,Feature request: linalg.eig using nvidia cusolver,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0316-15c4965d,jax-ml/jax,27606,Array API `default_device()` and `devices()` are incorrect,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0317-3506c4b1,jax-ml/jax,33224,conv_general_dilated fails on older GPUs (compute cap < 7.5),crash_compile,crash_compile,adjudication_300,false
EGNF1000-0320-05b7809e,jax-ml/jax,36958,Unexpected result involving `scan` and `vmap`,not_numerical_failure,precision_tolerance,audit_119,true
EGNF1000-0322-68f1c2f4,numba/numba,5696,Too slow jit compilation of a function,performance_only,performance_only,adjudication_300,false
EGNF1000-0323-bfdd4c1e,pytorch/pytorch,108378,NCCL ISend is not asynchronous,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0324-3cf41050,pytorch/pytorch,115416,torch.nn.functional.embedding segmentation fault on large negative ids,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0325-a7b40dc1,pytorch/pytorch,135150,Undocumented fast pass behavior in nn.TransformerEncoderLayer causes failures in test_transformerencoderlayer_cuda_float32 (__main__.TestNNDeviceTypeCUDA),nan_inf,dtype_casting,adjudication_300,true
EGNF1000-0328-c086b924,pytorch/pytorch,141259,Consider relaxing torch.cond's requirement that the outputs of each branch have matching requires_grad metadata,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0329-a819a3c4,pytorch/pytorch,141265,rope perf improvement,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0330-b37b173e,pytorch/pytorch,141749,Incorrect error message on incorrect byte boundries on _scaled_mm on fp8,dtype_casting,precision_tolerance,adjudication_300,true
EGNF1000-0332-2fb17776,pytorch/pytorch,153071,Link check fails on link from comment in torch/_inductor/codegen/cpp.py to Stack Overflow,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0336-b7b5db56,pytorch/pytorch,169857,"[ROCm] MIOpen 3D convolution kernel fails with ""invalid configuration argument"" for Qwen2.5-VL vision encoder - silent fallback causes severe performance regression",performance_only,performance_only,adjudication_300,false
EGNF1000-0340-171b578f,pytorch/pytorch,178447,Dynamo `TritonHOPifier.call_run` doesn't propagate kernel_source -> `AssertionError`: Can't construct an AttrSource without a valid base source,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0342-9bffee42,pytorch/pytorch,180957,Missing CSE in TorchInductor,performance_only,performance_only,adjudication_300,false
EGNF1000-0344-80405f35,rapidsai/cudf,11247,[BUG] AllocateLikeTest fails when run with CUDA memory resource,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0346-65022442,rapidsai/cudf,14676,[DOC] `10 Minutes to cuDF And Dask-cuDF` notebook shows jitify warning,precision_tolerance,not_numerical_failure,adjudication_300,true
EGNF1000-0352-cd2c8be1,apache/tvm,19534,[Tracking Issue][TFLite] Support quantized operator import in Relax frontend,dtype_casting,dtype_casting,audit_119,false
EGNF1000-0355-836d146e,triton-lang/triton,6293,[AMD] Enable BufferOps Support with tl.make_block_ptr,dtype_casting,performance_only,adjudication_300,true
EGNF1000-0358-53d33643,cupy/cupy,3127,About unified memory in Cupy,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0359-612f303f,cupy/cupy,3892,ROCm: Support rocFFT,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0360-ddebb31a,cupy/cupy,3941,matmul fails to handle overflows for uint64 properly,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0361-3b70906b,cupy/cupy,4660,Catch incompatible CUDA version,crash_compile,not_numerical_failure,audit_119,true
EGNF1000-0362-417b0db2,cupy/cupy,5737,Overflow on computing pointers,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0363-a7096ac2,cupy/cupy,6566,Matmul result overflowing despite casting to higher precision data type,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0364-9630fdfe,cupy/cupy,6864,c_nnz overflowing,overflow_underflow,overflow_underflow,audit_119,false
EGNF1000-0366-b083cdc9,cupy/cupy,7872,Issue with piecewise log functions in Sympy->Cupy lambdify chain,not_numerical_failure,crash_compile,audit_119,true
EGNF1000-0368-154dcf61,cupy/cupy,8560,Implement cupy.ndarray == None and cupy.ndarray != None,nan_inf,not_numerical_failure,audit_119,true
EGNF1000-0372-14a7ddc5,numba/numba,4438,paralled numpy array error:,not_numerical_failure,crash_compile,adjudication_300,true
EGNF1000-0377-e9c1c448,numba/numba,9381,"Unexpected ""CUDA error: the launch timed out and was terminated"" or `CUDA_ERROR_LAUNCH_TIMEOUT`",not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0379-29f5d7c5,rapidsai/cuml,7236,[CI] test_kernel_density fails with numerical overflow due to mismatch in `score_samples` dtype,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0380-4be61aa7,triton-lang/triton,1129,"Do tensors and corresponding operators such as reshape, ravel, dot in triton support >=3 dimensions?",not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0381-a2f7c534,jax-ml/jax,19751,Square on large complex(64) inputs return incorrect results,nan_inf,precision_tolerance,audit_119,true
EGNF1000-0382-b3d0d435,jax-ml/jax,26468,`linalg.lstsq` incorrectly returns nans,nan_inf,nan_inf,audit_119,false
EGNF1000-0383-102e94c7,jax-ml/jax,27088,"State of jax.scipy.special functions: tested by evaluation or autograd, incorrectness and missing functionality",nan_inf,precision_tolerance,audit_119,true
EGNF1000-0385-49bb4798,jax-ml/jax,35896,sharded x64 arange gives wrong results,overflow_underflow,precision_tolerance,adjudication_300,true
EGNF1000-0388-44da768e,jax-ml/jax,21282,simple pallas kernel hangs when input size exceeds some threshold,performance_only,crash_compile,audit_119,true
EGNF1000-0394-0478f57e,pytorch/pytorch,180156,GPU two-pass variance: intermediate squared values overflow float32. CPU Welford online algorithm avoids overflow.,nan_inf,overflow_underflow,adjudication_300,true
EGNF1000-0397-cd5e50b1,pytorch/pytorch,183901,torch.compile produces int32-overflowed results for int64 arange multiplication on CUDA,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0400-e2904819,jax-ml/jax,24059,Edge case: Normal CDF incorrect when called with extremely small integer value if location is specified as integer array,nan_inf,precision_tolerance,adjudication_300,true
EGNF1000-0405-3afe4db3,jax-ml/jax,17198,JAX dtype conversion seems incorrect,dtype_casting,dtype_casting,audit_119,false
EGNF1000-0414-d40a4b00,pytorch/pytorch,115785,arctan2 fp16 error when optimising,nan_inf,dtype_casting,adjudication_300,true
EGNF1000-0417-da0aa931,pytorch/pytorch,153044,Unexpected float32 overflow for amp training with torch.compile,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0418-9d93ce90,pytorch/pytorch,165892,"`torch.bmm`+`torch.compile` no longer works in 2.9, but worked in 2.8",performance_only,crash_compile,adjudication_300,true
EGNF1000-0424-35b87e7e,pytorch/pytorch,94333,cpu log1p for bfloat16 gives wrong result.,nan_inf,dtype_casting,adjudication_300,true
EGNF1000-0425-901b0426,rapidsai/cuml,5338,Got issue with OneHotEncoder output's datatype,nan_inf,nan_inf,adjudication_300,false
EGNF1000-0426-11b9f22d,triton-lang/triton,3491,triton generates unnecessary shared memory stores/loads,nan_inf,performance_only,adjudication_300,true
EGNF1000-0429-420d139f,jax-ml/jax,18573,"On GPU, jnp.min incorrectly returns 0 when reducing multiple axes over FP16 array",dtype_casting,precision_tolerance,audit_119,true
EGNF1000-0430-15ee5c57,jax-ml/jax,18595,Pallas FlashAttention fails with bfloat16 activations on TPU v3,dtype_casting,dtype_casting,audit_119,false
EGNF1000-0431-6a7ff4c4,jax-ml/jax,24491,Pallas Attention Kernel Wrong results when length of query != length of KV,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0444-321a4026,rapidsai/cudf,10426,[BUG] .to_parquet() and .to_csv() fails and get OOM with large DataFrames.,dtype_casting,performance_only,adjudication_300,true
EGNF1000-0445-d9c1b5a4,rapidsai/cuml,3906,[BUG] Sporadic RFBatchedRegTests fail in CI,nan_inf,crash_compile,adjudication_300,true
EGNF1000-0446-fc8df679,rapidsai/cuml,4962,[BUG] Linear Regression: Hangs on non-finite inputs,nan_inf,nan_inf,adjudication_300,false
EGNF1000-0453-3486c79c,jax-ml/jax,32242,cuDNN dot_product_attention NaNs with FP32 bias,nan_inf,nan_inf,adjudication_300,false
EGNF1000-0454-2f6109c1,jax-ml/jax,35493,`jax.random.weibull_min` uses shape and dtype information incorrectly,dtype_casting,dtype_casting,audit_119,false
EGNF1000-0455-a55146cf,jax-ml/jax,35702,Add an `unroll` parameter to `while_loop`,performance_only,not_numerical_failure,audit_119,true
EGNF1000-0463-19ac1dbc,pytorch/pytorch,152279,Make scaler.step() return if step was skipped or not,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0470-1c19119f,pytorch/pytorch,99640,Ban GradScaler scale from being less than 1,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0475-84c6adf9,triton-lang/triton,9310,[Bug] Numerical Overflow in nvfp4 Block-Scaled MMA: Accumulator Saturation at High Scale Factors,nan_inf,overflow_underflow,adjudication_300,true
EGNF1000-0476-7634b988,jax-ml/jax,10420,[CPU] `np.linalg.eigh` outputs NaNs for matrix side size >=32767,not_numerical_failure,nan_inf,audit_119,true
EGNF1000-0479-4e142639,jax-ml/jax,26227,"jax.ops.segment_sum is 100x slower when segment_ids are sorted, but only for float16",dtype_casting,performance_only,audit_119,true
EGNF1000-0481-4549be35,jax-ml/jax,30176,"bfloat16, float16 not supported by lax.linalg.qr, scipy.linalg.expm",dtype_casting,dtype_casting,audit_119,false
EGNF1000-0485-15133c86,jax-ml/jax,36691,jax.export.deserialize().call() fails with internal XLA error for shard_map across 2x2 mesh,dtype_casting,crash_compile,audit_119,true
EGNF1000-0486-f74e7ee7,jax-ml/jax,37029,TPU `IsFusibleUnalignedDUS` crash on LLaMA rotate-half RoPE at head_dim=128,dtype_casting,crash_compile,audit_119,true
EGNF1000-0493-80459b2f,pytorch/pytorch,176091,Windows CPU: SDPA FlashAttention gives wrong results with multiple intra-op threads (mixed OpenMP runtimes),nan_inf,precision_tolerance,adjudication_300,true
EGNF1000-0497-7dbd0a61,pytorch/pytorch,179352,MPS: scaled_dot_product_attention produces incorrect results for large batch × sequence length combinations,overflow_underflow,precision_tolerance,adjudication_300,true
EGNF1000-0502-2da11a06,pytorch/pytorch,85791,nn.CrossEntropyLoss overflow with FP16 and minibatch,nan_inf,overflow_underflow,adjudication_300,true
EGNF1000-0503-7bb264d7,rapidsai/cudf,9065,[BUG] `cudaErrorInvalidValue` when creating cudf.Series from float16 CuPy Series,nan_inf,dtype_casting,adjudication_300,true
EGNF1000-0505-f9822e00,triton-lang/triton,5446,Triton generates incorrect MLIR code when assigning values to elements of a `tuple` in the body of an `if` statement,dtype_casting,precision_tolerance,adjudication_300,true
EGNF1000-0508-87d6352f,jax-ml/jax,17176,Support FP8 GEMM kernels which are already support in OpenXLA.,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0509-75a70a17,jax-ml/jax,17402,"jax.debug.breakpoint() give numpy array and with bfloat16, it comptue",dtype_casting,dtype_casting,audit_119,false
EGNF1000-0510-1dbde10d,jax-ml/jax,17954,FFT implementation in float16,performance_only,dtype_casting,audit_119,true
EGNF1000-0511-c0160bf1,jax-ml/jax,23136,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs,performance_only,performance_only,audit_119,false
EGNF1000-0515-471e3424,jax-ml/jax,30548,FP16 is considerably slower than FP32 on ROCm,performance_only,performance_only,audit_119,false
EGNF1000-0517-9e20e692,jax-ml/jax,34748,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration",performance_only,performance_only,audit_119,false
EGNF1000-0522-71a2c17a,pytorch/pytorch,175833,Duplicate SDPA Input Constraints,performance_only,performance_only,adjudication_300,false
EGNF1000-0527-629ee76a,rapidsai/cuml,5552,[BUG] Dask Multi-GPU logistic regression should convert dtypes if needed rather than fail,performance_only,dtype_casting,adjudication_300,true
EGNF1000-0529-e4e463bb,triton-lang/triton,10141,"[jit] missing fallback mechanism for `tl.dot`, resulting in different semantics from the INTERPERTER",precision_tolerance,not_numerical_failure,adjudication_300,true
EGNF1000-0530-610f50bc,triton-lang/triton,1942,"fp16 tl.sigmoid: ""Failed to translate TritonGPU to LLVM IR""",dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0531-fe93686b,triton-lang/triton,2028,Boardcast after elementwise mul,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0533-4deeb5cb,triton-lang/triton,3787,IndexError: map::at when doing torch.ops.matmul on fp32 matrices,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0534-08710a68,triton-lang/triton,5632,BarrierOp in AssertOp lowering can cause deadlock,overflow_underflow,performance_only,adjudication_300,true
EGNF1000-0536-6775b044,jax-ml/jax,14679,np.linalg.norm should use numerically stable p-norms.,nan_inf,precision_tolerance,adjudication_300,true
EGNF1000-0537-e2722855,jax-ml/jax,18874,Segfault when using debug callback,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0540-9923a347,jax-ml/jax,22313,FP8 XLA matmul fusion into `__cublas$lt$matmul$f8` not fully working,performance_only,performance_only,audit_119,false
EGNF1000-0542-3e5a507f,jax-ml/jax,23919,Add a fused multiply-add function,nan_inf,not_numerical_failure,adjudication_300,true
EGNF1000-0548-67af3390,jax-ml/jax,31426,Edit lax.convert_element_type to emit deprecation warning on overflow,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0561-1ca3704a,pytorch/pytorch,120905,F.conv2d double precision error,nan_inf,crash_compile,adjudication_300,true
EGNF1000-0563-837b6a88,pytorch/pytorch,122021,Wishart: problems with singular samples.,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0572-ceefe3be,pytorch/pytorch,35666,[discussion] Generic solutions for too-small-epsilon in FP16 training,nan_inf,not_numerical_failure,adjudication_300,true
EGNF1000-0575-08702b00,pytorch/pytorch,65815,Overflow error in torch.linalg uncaught,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0578-f29ba210,rapidsai/cudf,12497,[FEA] category dtype support in parquet reader,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0581-48acd71e,rapidsai/cudf,14618,[BUG] DIV on decimal types appears to lose fractional part,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0585-e83587d7,rapidsai/cudf,20720,[BUG] Series setitem raises for safe cases in pandas compatibility mode,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0593-d7e7f5f7,rapidsai/cuml,4036,[BUG] Calling `fit_transform` method renames columns and resets indices for multi-column input,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0599-9371918f,triton-lang/triton,2296,INT8 overflow on matmul,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0605-75581e29,cupy/cupy,9005,`cp.inf` still cannot be fused with cp.where and cp.newaxis,nan_inf,crash_compile,audit_119,true
EGNF1000-0606-2506ee32,jax-ml/jax,11705,Bfloat16 matrix multiply is slower than FP16 on A100,performance_only,performance_only,audit_119,false
EGNF1000-0607-ba90f2c9,jax-ml/jax,16673,Wider support for FP8 datatypes,performance_only,dtype_casting,audit_119,true
EGNF1000-0609-e556bed8,jax-ml/jax,21352,`jax.lax.random_gamma_grad` has very slow convergence for large inputs,performance_only,precision_tolerance,audit_119,true
EGNF1000-0611-69dad14f,jax-ml/jax,23337,`jnp.pow()` triggers dtype promotion when it should not,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0614-7bf48825,jax-ml/jax,32941,Implicit dtype promotion for float8 and int4,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0617-9615e701,jax-ml/jax,36799,lax.scan with float64 3×3 matrix carry is ~10× slower on CPU in JAX 0.4.33 vs 0.4.31 (float32 unaffected),dtype_casting,performance_only,adjudication_300,true
EGNF1000-0626-c9ee41e8,pytorch/pytorch,146129,torch.compile on Mamba2 model produces NaNs,dtype_casting,crash_compile,adjudication_300,true
EGNF1000-0627-71bd8bb3,pytorch/pytorch,149187,Issue with Shared CUDA Tensor Reference Counting in Multi-Processing,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0632-334f4700,pytorch/pytorch,180681,DISABLED test_run2run_determinism_model_name_GoogleFnet_training_or_inference_inference_precision_float32 (__main__.DeterministicTest),precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0635-1784c420,pytorch/pytorch,183812,`torch.scatter_reduce` CPU performance regression (~15–58×) introduced in 2.13.0.,performance_only,performance_only,adjudication_300,false
EGNF1000-0646-9d6d3d7b,rapidsai/cuml,3816,[BUG] TSNE computation stuck at gradient updates,nan_inf,precision_tolerance,adjudication_300,true
EGNF1000-0651-2c5e1d93,rapidsai/cuml,5749,"[DOC] On the first execution of certain cuml features, a [jitify] File Not Found error is returned",overflow_underflow,not_numerical_failure,adjudication_300,true
EGNF1000-0652-8b3596cf,rapidsai/cuml,6694,[dask-cuda] Memory corruption and worker crashes in cuML KMeans with large datasets,dtype_casting,crash_compile,adjudication_300,true
EGNF1000-0653-1a746736,rapidsai/cuml,6736,`ElasticNet.fit` causes cublas error on large enough data,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0662-1807e81a,triton-lang/triton,5522,"max(tensor, axis = 1) doesn't work without TRITON_INTERPRET=1",nan_inf,nan_inf,adjudication_300,false
EGNF1000-0664-a1d2fd78,triton-lang/triton,8518,"For split_k > 1, microscaling works incorrectly.",not_numerical_failure,precision_tolerance,adjudication_300,true
EGNF1000-0665-b82baf61,apache/tvm,19435,"[Bug] [Relax][ONNX] ScatterElements ignores `reduction` attribute, silently produces wrong results",precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0666-8c31e9dd,cupy/cupy,9106,CUDA_ERROR_NO_BINARY_FOR_GPU ( on 5080 / sm_120),dtype_casting,crash_compile,audit_119,true
EGNF1000-0668-a12f97c0,jax-ml/jax,23689,Build issues with local CUDA installation,precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0673-b0581928,numba/numba,9592,cumprod method doesn't upcast unsigned integer array,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0674-22eb7bb2,numba/numba,9628,lack of overflow check and incorrect type init when using jitclass,overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0678-588c853d,pytorch/pytorch,180019,DISABLED test_combo_kernel_yz_overflow (__main__.ComboKernelTests),overflow_underflow,overflow_underflow,adjudication_300,false
EGNF1000-0683-58ed32db,pytorch/pytorch,180948,DISABLED test_emulate_precision_casts_preserves_explicit_precision_cast_float16 (__main__.CudaReproTests),precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0684-0fa9d591,pytorch/pytorch,182766,`torch.compile` crashes on SDPA backward when head_dim is not a multiple of 16,overflow_underflow,crash_compile,adjudication_300,true
EGNF1000-0695-cdf254ae,rapidsai/cuml,6046,Serialization problem with GridSearchCV,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0705-b16bcbd0,triton-lang/triton,6224,triton.autotune failed when the matrix's shape changed: [CUDA error] an illegal memory access was encountered,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0707-000d7be3,triton-lang/triton,9703,[Perf] TMA descriptor load followed by reduce regresses in 3.6.0 compared to 3.5.1,performance_only,performance_only,adjudication_300,false
EGNF1000-0708-89e6d122,apache/tvm,18698,[Bug] The Onnx Frontend incorrectly mapping the Operator implementation version,precision_tolerance,precision_tolerance,audit_119,false
EGNF1000-0709-e6bd073f,cupy/cupy,1198,"`cupy.cuda.function.Function` expects `grid` & `block` as (w, h) but convention is (h, w)",dtype_casting,not_numerical_failure,audit_119,true
EGNF1000-0710-c692fe66,jax-ml/jax,10374,"numerical instability under different shapes in `jnp.linalg.norm` when `ord=""fro""`",precision_tolerance,precision_tolerance,adjudication_300,false
EGNF1000-0711-53cec17c,jax-ml/jax,12145,Float16 behavior affect by jax_enable_x64,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0713-ec12f682,jax-ml/jax,12774,Faster histogram implementation and slow existing JAX implementation,overflow_underflow,performance_only,adjudication_300,true
EGNF1000-0716-bd77ee48,jax-ml/jax,17722,add jax_debug_infs to docs,not_numerical_failure,not_numerical_failure,audit_119,false
EGNF1000-0720-f1d1cab6,jax-ml/jax,26566,Saturating arithmetic,overflow_underflow,not_numerical_failure,adjudication_300,true
EGNF1000-0723-208b9941,jax-ml/jax,3302,bfloat16/float32 memory requirements seem off,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0727-be426ba1,jax-ml/jax,36927,Performance regression in batched jnp.linalg.solve on CPU from jax/jaxlib 0.9.2 to 0.10.0,performance_only,performance_only,audit_119,false
EGNF1000-0732-9a4c7802,pytorch/pytorch,129122,Questions about CVE-2024-31583 and CVE-2024-31580,overflow_underflow,not_numerical_failure,adjudication_300,true
EGNF1000-0734-bed1028a,pytorch/pytorch,146508,Something very wrong with float16 CPU implementation,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0737-21e044b8,pytorch/pytorch,181663,torch.softmax is not a true alias for torch.nn.functional.softmax,dtype_casting,not_numerical_failure,adjudication_300,true
EGNF1000-0738-c6dd8661,pytorch/pytorch,65607,torch.dtype is int in JIT instead of torch.dtype,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0740-6d63996e,rapidsai/cudf,12274,[BUG] fillna with dataframe containing list dtypes fails,crash_compile,dtype_casting,adjudication_300,true
EGNF1000-0748-0d96a78a,rapidsai/cudf,20303,[BUG] `cudf.read_parquet` can fail when reading files with empty DataFrame,precision_tolerance,crash_compile,adjudication_300,true
EGNF1000-0750-1cae8718,rapidsai/cudf,20728,[BUG] `cudf.pandas` can not cast `timestamp` value into `datetime`,dtype_casting,dtype_casting,adjudication_300,false
EGNF1000-0751-57f3c6c2,rapidsai/cudf,20752,[BUG] `cudf` and `cudf.pandas` error read mixed numeric and boolean data from csv,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0753-dcaa3685,rapidsai/cudf,21093,[BUG] `inplace=True` setting in `.rename()` is invalid,crash_compile,crash_compile,adjudication_300,false
EGNF1000-0764-6ee6b355,rapidsai/cudf,8915,[FEA] A `cudf.dtype` function similar to `np.dtype(...)`,not_numerical_failure,not_numerical_failure,adjudication_300,false
EGNF1000-0766-412d6486,rapidsai/cudf,9981,[BUG] `DataFrame.merge` does not assign `dtype` as expected in result as pandas does,precision_tolerance,dtype_casting,adjudication_300,true
EGNF1000-0767-eaded92c,rapidsai/cuml,1184,[FEA] IntType template parameter for SVM,overflow_underflow,not_numerical_failure,adjudication_300,true
EGNF1000-0777-bbe6c72c,jax-ml/jax,34269,RNN tests failing on ROCm,overflow_underflow,overflow_underflow,adjudication_300,false
