blind_id,repository,issue_number,title,weak_label,annotator_a,annotator_b,gold_label,gold_evidence_quote,why_difficult
GNF-0101-ca19a99c,numba/numba,10353,"wsl Linker error log: ERROR 4 in nvvmAddNVVMContainerToProgram, may need newer version of nvJitLink library",needs_review,crash_compile,not_numerical_failure,not_numerical_failure,"wsl Linker error log: ERROR 4 in nvvmAddNVVMContainerToProgram, may need newer version of nvJitLink library",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0103-f835a9bf,jax-ml/jax,4493,Building on linux with ppc64le CPU,needs_review,crash_compile,not_numerical_failure,precision_tolerance,Building on linux with ppc64le CPU contributions welcome I'm trying to build jax on a cluster that uses IBM power9 processors (it's a sister cluster to Summit at ORNL). It seems...,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0104-5a61566a,triton-lang/triton,7786,triton 3.4.0 tma load error in the loop make_tensor_descriptor,nan_inf,nan_inf,crash_compile,nan_inf,"where(offset_m[:, None] >= offset_n[None, :], s, float('-inf')) L_ptr = L + offset_m * stride_ls D_ptr = D + offset_m * stride_ds l = tl",Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0105-bbfb9d59,rapidsai/cudf,11189,[BUG] Dask_cudf merge function returns too few rows,dtype_casting,dtype_casting,precision_tolerance,dtype_casting,ug** The dask_cudf merge functions returns too few rows when both the dtype of the column being merged on is mismatched (eg: `int64` on the left and `int32,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0107-36abe955,numba/numba,4247,Dead Kernel WSL Debian on np.arctan(),needs_review,not_numerical_failure,crash_compile,not_numerical_failure,Dead Kernel WSL Debian on np.arctan(),Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0108-049dae8c,rapidsai/cudf,21095,[BUG] Transpose result of the DataFrame is incorrect,overflow_underflow,precision_tolerance,precision_tolerance,not_numerical_failure,[BUG] Transpose result of the DataFrame is incorrect **Describe the bug** The transpose result of the DataFrame is incorrect,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0109-5b3bb56e,triton-lang/triton,2688,Encountering FileNotFoundError while Compiling Triton Kernel in Distributed Training,overflow_underflow,overflow_underflow,not_numerical_failure,overflow_underflow,-unused-parameter -Wno-unused-function -Wno-unused-result -Wno-strict-overflow -Wno-strict-aliasing -Wno-stringop-overflow -Wno-psabi -Wno-error=pedantic -Wno,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0110-1c6064fd,jax-ml/jax,23833,Unable to load any libcudnn_engines_precompiled.so using jax.nn.dot_product_attention,crash_compile,dtype_casting,crash_compile,dtype_casting,"Unable to load any of {libcudnn_engines_precompiled.so.9.4.0, libcudnn_engines_precompiled.so.9.4, libcudnn_engines_precompiled.so.9, libcudnn_engines_precompiled.so} Traceback ...",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0111-4b909a91,pytorch/pytorch,158212,wrong gradients with compiled flex attention,nan_inf,precision_tolerance,nan_inf,nan_inf,the bug I have a custom attention mask that gives incorrect/nan gradients for k_proj and v_proj when flex attention is compiled,"Prefer nan_inf when non-finite values are the observed symptom; prefer precision_tolerance when NaN/Inf appears only in tests, masks, or tolerance text."
GNF-0112-9ee80d72,cupy/cupy,9558,Make CCCL compilation warning-free,crash_compile,not_numerical_failure,crash_compile,dtype_casting,"cupy/cuda/cupy_cub.cu: In instantiation of 'void _cub_reduce_argmin::operator()(void*, size_t&, void*, void*, int, cudaStream_t) [with T = signed char; size_t = long unsigned in...",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0113-e024c338,cupy/cupy,9785,Create a numpy_cupy_allclose with `NULP` (or similar) mechanism,precision_tolerance,not_numerical_failure,precision_tolerance,dtype_casting,"prio:medium While the current ability to pass a dict of dtypes to `rtol=` and `atol=` is nice, in practice it is used pretty rarely meaning that double precision routines are of...","Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0114-9723251e,rapidsai/cudf,3961,[BUG]Cannot query dataframes with categorical columns,dtype_casting,dtype_casting,crash_compile,dtype_casting,"import cudf import pandas as pd fn = 'test.csv' lines = """"""id1,id2 1,45 2,3 3, 7 1, 25 """""" with open(fn, 'w') as fp: fp.write(lines) pdf = pd.read_csv(fn, header=0, dtype={""id1""...",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0115-bd414dfb,jax-ml/jax,26689,Matrix multiply incorrect for large tensors,needs_review,precision_tolerance,precision_tolerance,precision_tolerance,Matrix multiply incorrect for large tensors ### Description I am pushing this [issue](https://github,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0116-96b537db,numba/numba,4449,Incorrect output dtype for operations on arrays and scalars,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,Incorrect output dtype for operations on arrays and scalars <!-- Thanks for opening an issue! To help,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0117-5c96ad33,jax-ml/jax,20430,`jax.scipy.special.ndtri` edge case behavior,nan_inf,precision_tolerance,nan_inf,nan_inf,")) # Array(-inf, dtype=float32) ndtri(jnp","Prefer nan_inf when non-finite values are the observed symptom; prefer precision_tolerance when NaN/Inf appears only in tests, masks, or tolerance text."
GNF-0118-6cddc10b,triton-lang/triton,506,[Feature Request] Support `__pow__` builtin,crash_compile,not_numerical_failure,not_numerical_failure,nan_inf,">>> x tensor([ 0.9814, 0.1270, -1.6873, 2.1067, 1.5667, -1.1224, 1.8748, 1.8345]) >>> y tensor([2, 2, 2, 2, 2, 2, 2, 2]) >>> torch.pow(x,y) tensor([0.9631, 0.0161, 2.8471, 4.438...",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0119-84e3156c,triton-lang/triton,2356,how to use numeric literal in fp16,dtype_casting,not_numerical_failure,needs_review,dtype_casting,how to use numeric literal in fp16,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0120-3d8af802,rapidsai/cudf,9975,[BUG] dask_cudf from_delayed throws exception when meta is included in the from_delayed,precision_tolerance,precision_tolerance,crash_compile,dtype_casting,import cudf import numpy as np from dask.dataframe import from_delayed from dask.delayed import delayed import numpy as np import cudf from dask.distributed import Client from d...,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0121-d1cf86e9,numba/numba,5998,numba installation on nvidia Jetson,needs_review,not_numerical_failure,not_numerical_failure,precision_tolerance,numba installation on nvidia Jetson question|wheels|ISA: ARM|stale reference (https://forums.developer.nvidia.com/t/are-there-steps-to-install-missed-numba/142323) ``` Collectin...,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0122-2172f7de,rapidsai/cudf,17448,[BUG] Decimal division loses precision when dividing by decimals with fractional parts,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,"Python **Describe the bug** When performing division on Decimal64Dtype columns in cuDF, the result consistently loses the decimal fraction and becomes zero, depending on the pre...","Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0123-b044c5aa,jax-ml/jax,24680,DLPack Support for np.uint16 seems broken,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,"uint16 seems broken ### Description ``` JAX_PLATFORMS=cpu CUDA_VISIBLE_DEVICES="""" pyth","Prefer overflow_underflow when the observed failure is range blow-up, saturation, integer wraparound, or underflow; retain dtype_casting as a cause when narrowing/promotion explains it."
GNF-0124-5e35db0b,pytorch/pytorch,117844,torch.fft.rfft: Unsupported dtype BFloat16,overflow_underflow,overflow_underflow,dtype_casting,overflow_underflow,affected Vulnerability Retbleed: Vulnerable Vulnerability Spec rstack overflow: Vulnerable Vulnerability Spec store bypass: Vulnerable Vulnerability Spectre v,"Prefer overflow_underflow when the observed failure is range blow-up, saturation, integer wraparound, or underflow; retain dtype_casting as a cause when narrowing/promotion explains it."
GNF-0125-29346792,numba/numba,8464,NumPy 1.24 support,dtype_casting,not_numerical_failure,dtype_casting,dtype_casting,com/numpy/numpy/pull/22422 - [ ] Specifying a timedelta dtype for the `sum()` method of arrays is no longer allowed: https://github,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0127-32017a62,cupy/cupy,5424,cupy gives Unknown error,overflow_underflow,overflow_underflow,crash_compile,overflow_underflow,"is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow",Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0128-c6e2544c,cupy/cupy,7118,[Discussion needed] Add ways to write `inf` and `nan` as literals in fused and user-defined kernels.,nan_inf,not_numerical_failure,dtype_casting,nan_inf,[Discussion needed] Add ways to write `inf` and `nan` as literals in fused and user-defined kernels.,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0129-c9f64c60,rapidsai/cudf,10591,[BUG] Passing a list to `StringMethods.strip` puts cuDF into a broken state,nan_inf,nan_inf,crash_compile,nan_inf,"""]) s ``` ``` 0 NaN dtype: float64 ``` **Environment overview (please complete the following inform",Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0130-957b5693,jax-ml/jax,30188,jetson orin nx jetpack 6.2.1 cuSolver internal error,needs_review,crash_compile,crash_compile,dtype_casting,1 cuSolver internal error ### Description Currently i'm facing an issue with cuSolver: ```bash uv venv uv,Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0131-4b657811,triton-lang/triton,9375,Can I dynamically index into an array of TensorDescriptors at runtime?,needs_review,not_numerical_failure,dtype_casting,dtype_casting,Can I dynamically index into an array of TensorDescriptors at runtime?,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0132-01bc7af7,triton-lang/triton,781,Incorrect result from first-run autotune function,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,"sk & rmask) if __name__ == ""__main__"": def rand_strided(size, stride, dtype=torch","Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0133-3e76eecf,cupy/cupy,6535,```cupyx.scipy.ndimage.zoom``` returns incorrect values,dtype_casting,precision_tolerance,overflow_underflow,overflow_underflow,I suspect this is related to integer overflow,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0134-2006d4e1,pytorch/pytorch,180807,[inductor][static launcher] Missing runtime dtype validation for pointer-typed Triton args can silently produce incorrect results,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,[inductor][static launcher] Missing runtime dtype validation for pointer-typed Triton args can silently produce incorrect results,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0135-51861a93,pytorch/pytorch,143288,EXCEPTION : /python3.11/distutils/core.py,crash_compile,overflow_underflow,not_numerical_failure,overflow_underflow,unknown Vulnerability Retbleed: Vulnerable Vulnerability Spec rstack overflow: Not affected Vulnerability Spec store bypass: Vulnerable Vulnerability Spectre,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0136-a301f54e,cupy/cupy,7978,Performance Degradation in CuPy cuFFT: Runtime Increases from 6 Minutes to 10 Hours After Doubling Input Array Size,performance_only,overflow_underflow,performance_only,overflow_underflow,This sounds like an integer overflow in the launching configuration internally,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0138-73610007,pytorch/pytorch,168397,[CI][CUDA][Flex Attention] Regression (Illegal Memory Access) with Flex Attention,performance_only,dtype_casting,crash_compile,dtype_casting,"arange(0, BLOCK_M_PER_HQ) # [BLOCK_M_PER_HQ] (cuda-gdb) ptype off_t type = long All of the occurrences seems to be: INDEX_DTYPE : tl",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0139-08c1b395,pytorch/pytorch,104322,Illegal Memory Access on H100 `TestSparseCompressedTritonKernelsCUDA.test_triton_sampled_addmm_block_size_16_cuda_bfloat16`,needs_review,precision_tolerance,crash_compile,overflow_underflow,PyTorch version: 2.1.0a0+git803c144 Is debug build: False CUDA used to build PyTorch: 12.1 ROCM used to build PyTorch: N/A OS: Ubuntu 22.04.2 LTS (x86_64) GCC version: (Ubuntu 1...,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0140-0369d89c,triton-lang/triton,187,RuntimeError when running matrix mutliplication example : CUDA: Error- invalid ptx,dtype_casting,overflow_underflow,crash_compile,overflow_underflow,ork by changing the datatype to fp16 and using block sizes that don't overflow shared memory Thank you for your quick answer! I did not realize this GPU was h,"Prefer overflow_underflow when the observed failure is range blow-up, saturation, integer wraparound, or underflow; retain dtype_casting as a cause when narrowing/promotion explains it."
GNF-0141-cd3b65ac,numba/numba,4333,Support numpy.isnan and numpy.isnat in cuda.jit kernels,nan_inf,needs_review,not_numerical_failure,nan_inf,"good first issue Currently math.isnan is supported for checking for `NaN`s, but there's no way to check for `NaT`s easily short of viewing as an int64 and comparing to the minim...",Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0142-fd6a822f,jax-ml/jax,32136,`jaxlib.xla_extension.XlaRuntimeError: INTERNAL: unsupported operands type` on f64 but not on f32,precision_tolerance,dtype_casting,dtype_casting,overflow_underflow,`jaxlib.xla_extension.XlaRuntimeError: INTERNAL: unsupported operands type` on f64 but not on f32 bug ### Description I am trying to run a code (proprietary) with higher precisi...,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0145-13ae4b2a,rapidsai/cudf,18356,[QST] [Performance in pylibcudf with stream] Unexpected GIL ThreadSync and CUDASync in pylibcudf Parquet Reading,performance_only,performance_only,performance_only,dtype_casting,"However, when I perform small-granularity and short-running reads where each `read_parquet` operation has a runtime of less than 10 ms, I've noticed that the pipeline is gone, `...",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0146-2fe36ae1,rapidsai/cudf,19710,[BUG] src/binaryop/binaryop.cpp.o compile failed jitify2 in cuda13,crash_compile,crash_compile,crash_compile,precision_tolerance,[BUG] src/binaryop/binaryop.cpp.o compile failed jitify2 in cuda13 bug|libcudf **Describe the bug** It appears to be related to recent change https://github.com/rapidsai/cudf/pu...,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0147-77cef7ab,rapidsai/cudf,6587,[BUG] Json reader is not correctly inferring a float column with a specific type of scientific notation,nan_inf,dtype_casting,nan_inf,nan_inf,035766e+09 NaN -2,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0148-5dbeb416,triton-lang/triton,2513,Understanding Triton GEMM FP8 performance,performance_only,performance_only,performance_only,dtype_casting,"Understanding Triton GEMM FP8 performance Hello, we have measured the FP8 GEMM performance using Triton on NVIDIA H100 (5",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0149-305f23bb,jax-ml/jax,32430,CUDNN dot_product_attention fails in JAX CUDA13,dtype_casting,dtype_casting,crash_compile,dtype_casting,"PRNGKey(42), (2, 8192, 4, 128), dtype=jnp",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0150-3c830fbd,triton-lang/triton,2301,'block_pointer' is slower than 'pointer block',performance_only,performance_only,dtype_casting,dtype_casting,"'block_pointer' is slower than 'pointer block' In specific case, creating block pointer is very slow",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0151-5ccf24b2,numba/numba,8700,RFC: Separate NumPy and CPython implementions/functionality.,nan_inf,not_numerical_failure,performance_only,nan_inf,"x=2.1 , y=-1.2: o: <class 'float'> 0.4105 m: <class 'float'> 0.4105 n: <class 'numpy.float64'>0.4105 x=-2.0, y=-1 : o: <class 'float'> -0.5 m: <class 'float'> -0.5 n: <class 'nu...",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0152-d8097288,jax-ml/jax,28547,"`special.betainc`, `stdtr`, and `stdtrit` are very slow",performance_only,performance_only,precision_tolerance,not_numerical_failure,"betainc`, `stdtr`, and `stdtrit` are very slow ### Description # Executive summary - `jax",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0153-0a1f22c0,triton-lang/triton,4172,Triton Error [CUDA]: device kernel image is invalid,overflow_underflow,overflow_underflow,crash_compile,overflow_underflow,-unused-parameter -Wno-unused-function -Wno-unused-result -Wno-strict-overflow -Wno-strict-aliasing -Wno-stringop-overflow -Wsuggest-override -Wno-psabi -Wno-,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0154-a389b1a4,rapidsai/cudf,15750,[BUG] double free or memory corruption when parsing some JSON,needs_review,crash_compile,crash_compile,nan_inf,"IllegalMemoryAccess errors, a hang where it looks like we are in an infinite loop, and exceptions saying that the data looks to be incorrectly formatted (top level arrays mixed ...",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0155-6ad1750a,rapidsai/cudf,20484,[FEA]: Change default cudf-polars stream pool policy to `pool`,performance_only,not_numerical_failure,performance_only,not_numerical_failure,"Potential segfaults from incorrect CUDA stream usage (failing to synchronize / join streams correctly, just plain",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0156-b72349bc,jax-ml/jax,17912,"AOT FLOPS Calculation Doesn't Work, HLO FLOPS Calculation Possibly Wrong",crash_compile,not_numerical_failure,precision_tolerance,not_numerical_failure,"AOT FLOPS Calculation Doesn't Work, HLO FLOPS Calculation Possibly Wrong ### Description The ahead of time lowering and compilation method for calculati",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0157-7be66b56,cupy/cupy,9272,lsmr with complex linear operator,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,eps : float Relative precision requested for the NUFFT calculation,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0158-41ca2b85,cupy/cupy,8193,"`matmul` VRAM outage that affects ubuntu, but runs okay on ubuntu inside WSL2",dtype_casting,dtype_casting,performance_only,dtype_casting,"GB of VRAM) ```py import cupy as cp s0, s1, s2, s3 = 500, 80, 3400, 5 dtype = cp",Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0159-f17202a4,pytorch/pytorch,182554,Release 2.12 validations checklist and cherry-picks,crash_compile,not_numerical_failure,precision_tolerance,precision_tolerance,Function with completely incorrect outputs most of the times in PyTorch 2,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0160-b61a834c,pytorch/pytorch,123983,Segfault in TCPStore and FileStore compare_set(),crash_compile,crash_compile,crash_compile,dtype_casting,My test suggests that compare_set is interpreting strings that are actually numbers incorrectly.,Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0162-297471a6,jax-ml/jax,32411,vjp3 + array refs produce incorrect gradient,crash_compile,precision_tolerance,precision_tolerance,not_numerical_failure,"vjp3 + array refs produce incorrect gradient ### Description Hey, I'm very excited with introduction of vjp3 + array refs fo",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0163-93b2beac,pytorch/pytorch,174371,"[inductor][aot_eager] Incorrect results with torch.compile when using clone, as_strided followed by add_",needs_review,precision_tolerance,precision_tolerance,precision_tolerance,[inductor][aot_eager] Incorrect results with torch,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0164-cdeaf26a,triton-lang/triton,4310,Latest nightly triton causes my custom fused attention kernel to output incorrect results.,nan_inf,precision_tolerance,nan_inf,nan_inf,"th import random import os import tempfile from math import inf, nan from torch","Prefer nan_inf when non-finite values are the observed symptom; prefer precision_tolerance when NaN/Inf appears only in tests, masks, or tolerance text."
GNF-0165-0b146b77,cupy/cupy,3696,Document places for seeking for help and/or discussions,needs_review,not_numerical_failure,not_numerical_failure,overflow_underflow,"🙂 Currently, we suggest using Stack Overflow or google groups as in issue template.",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0166-2dbedde8,rapidsai/cudf,8230,Remove `volatile` usage in `rolling_detail.cuh` where not required,needs_review,not_numerical_failure,precision_tolerance,not_numerical_failure,re this as volatile to avoid some compiler optimizations that lead to incorrect results // for CUDA 10,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0167-13076e98,triton-lang/triton,8890,Binary `max` slow by 2.11× on size 1024,performance_only,performance_only,nan_inf,nan_inf,"0 / iters, None except Exception: return None, float(""nan""), traceback",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0168-49dcb998,cupy/cupy,4093,A question about conversion from PyTorch Tensor,performance_only,not_numerical_failure,performance_only,overflow_underflow,Feel free to ask questions there or on Stack Overflow (with a `cupy` tag)!,Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0169-cf25d953,jax-ml/jax,18672,Incorrect flop count estimate using remat scan,crash_compile,not_numerical_failure,precision_tolerance,dtype_casting,from typing import Dict from typing import Tuple from typing import Type import flax.linen as nn import jax import jax.numpy as jnp import optax from absl import app from absl i...,"Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0171-20358422,jax-ml/jax,9591,Attempt to perform FFT requiring batched cufft plan of size > 4 GB causes coredump,dtype_casting,dtype_casting,crash_compile,dtype_casting,dtype = }') jnp,Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0172-1596bb30,pytorch/pytorch,167050,"Enabling `triton.native_matmul` results in ""ValueError: numel (2097152) exceeds triton maximum tensor numel (1048576)""",overflow_underflow,dtype_casting,crash_compile,dtype_casting,"74/74 [00:02<00:00, 35.82it/s] W1105 12:20:48.110000 3864099 site-packages/torch/_inductor/debug.py:510] [0/0] model__0_inference_0 debug trace: /home/ace/openpi/examples/torch_...","Prefer overflow_underflow when the observed failure is range blow-up, saturation, integer wraparound, or underflow; retain dtype_casting as a cause when narrowing/promotion explains it."
GNF-0174-e7b5adf3,numba/numba,9109,various seg faults on Debian arm64 with numba 0.57.1,crash_compile,precision_tolerance,crash_compile,overflow_underflow,"arge code model for AArch64, so relocations get overflowed leading to incorrect / illegal memory accesses",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0175-551fdc3c,jax-ml/jax,37389,jax.custom_jvp produces non-deterministically wrong results (exact +2 offset) when called via vmap after processing other custom-pytree t...,needs_review,precision_tolerance,precision_tolerance,not_numerical_failure,custom_jvp produces non-deterministically wrong results (exact +2 offset) when called via vmap after processing other custom-py,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0176-0884dd43,rapidsai/cudf,28,Support for windows?,needs_review,not_numerical_failure,not_numerical_failure,precision_tolerance,Support for windows? feature request|Python|CMake I use Linux at work but at home I have windows and would like to be able to run it on my main machine with conda. Currently whe...,Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0177-39a0d983,pytorch/pytorch,148345,Installation of `pytorch==2.6.0+cu124` doesn't install `triton` and `nvidia` libraries,overflow_underflow,overflow_underflow,not_numerical_failure,overflow_underflow,fected Vulnerability Retbleed: Not affected Vulnerability Spec rstack overflow: Mitigation; safe RET Vulnerability Spec store bypass: Mitigation; Speculative,Blind annotators disagreed despite the weak label matching gold; adjudication resolved the boundary case.
GNF-0178-7e3074ef,numba/numba,10116,[Feature request] Vulkan Target,performance_only,not_numerical_failure,performance_only,not_numerical_failure,"Closed it with the incorrect reason selected, so am trying again, apologies",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0179-0d2d153d,triton-lang/triton,8591,Proton buffer copyout is slower than it needs to be,performance_only,performance_only,not_numerical_failure,performance_only,"Proton buffer copyout is slower than it needs to be ### Describe the issue As far as I can tell, Proton will co",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0180-3e16cf7e,jax-ml/jax,23179,Unsupported conversion from f64 to f16 in pallas despite not using fp16,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,"Unsupported conversion from f64 to f16 in pallas despite not using fp16 ### Description Hi, when I try to matrix multi","Prefer dtype_casting when the evidence names dtype, casting, promotion, or low-precision format semantics; prefer precision_tolerance when the dtype is incidental and the issue is primarily a tolerance/reference mismatch."
GNF-0181-f206820c,triton-lang/triton,4664,3-d tl.dot for sparse matmul failed to compile when lowering to LLVM-IR,dtype_casting,dtype_casting,crash_compile,dtype_casting,"zeros((BLOCK_B, BLOCK_M, BLOCK_N), dtype=acc_dtype) x_0 = tl",Prefer crash_compile when the user-visible failure is a compiler/runtime exception; use dtype_casting only when type semantics are the central failure.
GNF-0182-0943f7d0,rapidsai/cudf,12716,[QST] How does cudf perform groupby and aggregation on uint128 types?,needs_review,not_numerical_failure,performance_only,dtype_casting,com/blog/implementing-high-precision-decimal-arithmetic-with-cuda-int128/ @bdice Is there a plan to support it in th,Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0183-0f27bf2e,triton-lang/triton,1535,Fast Math Support,performance_only,not_numerical_failure,performance_only,not_numerical_failure,"#issuecomment-897887059) agree and this is insidious dangerous , some precision test result pls also checkout https://github",Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0184-5cb52bd8,rapidsai/cudf,16004,[QST] cudf and kvikio? (this is actually a question about implementing RDMA in another library),performance_only,not_numerical_failure,performance_only,performance_only,[QST] cudf and kvikio? (this is actually a question about implementing RDMA in another library),Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0186-6c92b3b9,cupy/cupy,5328,Unexpected error while assigning array element,crash_compile,overflow_underflow,crash_compile,overflow_underflow,"is one element smaller, this probably has to do with a signed integer overflow somewhere",Weak search/title labels drifted after full issue/comment context and adjudication.
GNF-0187-2664d182,cupy/cupy,2742,Discussion on multi-GPU support for cuFFT and cuSOLVER,performance_only,not_numerical_failure,performance_only,overflow_underflow,([Related issue in stack overflow](https://stackoverflow.com/questions/57752516/how-to-use-cuda-pinned-zero-copy-memory-for-a-memory-mapped-file)) @asi1024 Did you mean ***pinne...,Use performance_only when the issue is primarily speed/throughput but still discusses numerical kernels; use not_numerical_failure for search false positives with no correctness/performance numerical task.
GNF-0189-2fcb9ca4,cupy/cupy,6229,Support more interpolation methods in `cupy.percentile` and `cupy.quantile`,needs_review,not_numerical_failure,nan_inf,nan_inf,"needed and it passed most the tests, but I keep getting `nan location mismatch error` for 2 of the test cases",Weak search/title labels drifted after full issue/comment context and adjudication.
