root_cause_id,blind_id,repository,issue_number,title,issue_label,root_cause_label,fix_file_category,evidence_quote,confidence,provenance,coding_rationale
RC-EV-064,GNF-0035-1d6522c2,pytorch/pytorch,166131,Return a view from tensor(requires_grad=False) in autograd function may cause incorrect requires_grad attribute.,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"t do return `x.view(x.shape)` @albanD Using `.detach()` can also reproduce this issue, while `x.view(x.shape)` seems to resolve it. I think the underlying mechanism might be that: if an autograd function returns a view tensor, subsequent operations performed in a `no_grad` context / `autograd.Function.forward` will inherit the `requires_grad` attribute fr...",low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-065,GNF-0036-b3e8f03a,jax-ml/jax,37001,Auto sharding constraint fails on multi-process jobs,dtype_casting,dtype_or_type_semantics,array_dtype_core,"assign me. Thanks for your interest! I don't know how to assign someone, but please feel free to open a PR if you can fix it.",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-066,GNF-0037-7af727c1,rapidsai/cudf,16578,[BUG] compute-sanitizer failure on `gtests/PARQUET_TEST` preventing its use in code reading parquet files,not_numerical_failure,non_bug_feature_docs_support,tests,"This is 24.06, and another build with 24.08. This is CUDA 12.3 too. I can rebuild with 24.10 and check if it has been resolved. The https://github.com/rapidsai/cudf/issues/15258 issue is a compute-sanitizer error where it incorrectly reports a misaligned read with int16 data types. It appears to be fixed in 12.5 now. If you are not seeing the misaligned e...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-067,GNF-0049-80ab540f,cupy/cupy,6661,poly1d with int64 arrays -- unexpected output,overflow_underflow,dtype_or_type_semantics,array_dtype_core,":82:00.0 ``` ### Additional Information _No response_ @telegraphic Thanks for your reporting! This bug looks to be caused by an int64 overflow. @asi1024 my pleasure, glad to hear it's reproducible and not just me! (and thanks for maintaining cupy :pray:)",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-068,GNF-0059-b86722cb,triton-lang/triton,7942,"Launching GPT OSS fails due to assertion ""assert num_stages >= 1"" failing in triton kernels",dtype_casting,dtype_or_type_semantics,array_dtype_core,"num_stages` is 0, and so the assertion fails. However, simply forcing `num_stages` and `epilogue_subtile` be equal to 1 fixes the issue. It looks like this assertions can be avoided, yet still produce results I don't have enough knowledge to understand, why is this assertion needed or what those variables even mean, so I am sorry in advance for not provid...",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-069,GNF-0061-039345f1,pytorch/pytorch,156786,[inductor] [cpu] `torch.nn.Embedding-torch.index_copy` outputs inconsistent results on cpu inductor,not_numerical_failure,non_bug_feature_docs_support,core_library,"on ``` True tensor(0., device='cuda:0') ``` ### Versions 2.8.0.dev20250623+cu126 cc @chauhang @penguinwu This may be caused by the reinplace optimization. Under inductor, index_copy is lowered to index_put, and the reinplace.py further optimizes it into index_put_. However, the reinplace logic does not check whether the source and the destination tensors ...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-070,GNF-0068-abb65bf7,numba/numba,7324,fast_matmul in docs example not working properly - returning wrong results,dtype_casting,non_bug_feature_docs_support,core_library,"e, aligned>, Array<long long, (int)2, C, mutable, aligned>) ========= by thread (2,0,0) in block (0,0,0) ... ``` Resolved in #7330.",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-071,GNF-0074-c730bac3,jax-ml/jax,30874,Conda Installation with Cuda,not_numerical_failure,non_bug_feature_docs_support,build_ci_config,.4.0| hba01cd7_104 13.3 MB conda-forge nsight-compute-2024.1.1.4 | 0 667.1 MB nvidia patch-2.7.6 | h7f98852_1002 121 KB conda-forge python-3.8.5 |0_native223_graalpy 91 KB conda-forge python_abi-3.8 |4_graalpy223_38_native 6 KB conda-forge sysroot_linux-64-2.34 | h,low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-072,GNF-0080-d86cbc25,rapidsai/cudf,22360,[BUG] cudf-polars streaming-mode broadcast bug,crash_compile,non_bug_feature_docs_support,core_library,"ide; the subsequent broadcast then sees a full-length column being placed into a half-length partition and raises. Workaround: pl.GPUEngine(executor=""in-memory"") # skips the streaming code path """""" from __future__ import annotations import numpy as np import polars as pl def make_lf(n: int) -> pl.LazyFrame: return pl.LazyFrame({ ""key"": np.random.default_r...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-073,GNF-0082-a3d486ce,cupy/cupy,4352,import cupy 9.0.0a2 doesn't work on Windows 10,overflow_underflow,non_bug_feature_docs_support,core_library,"rt cupy` works fine. Thanks! Right, this callback module is new, so it's not included in the v8 releases. I will push a fix. btw forgot to ask, though this is irrelevant of my planned fix (as the callback doesn't work on Windows anyway): Any chance you know the path to an MSVC compiler installed on your system, if there's one? I couldn't make sense of the...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-074,GNF-0085-b4ddcf4b,rapidsai/cudf,406,cuDF printing mismatches formatting precision of Pandas DF printing,dtype_casting,dtype_or_type_semantics,array_dtype_core,lies a dtype---in which case the user's type is used. Many (most?) decimal values are not exactly representable in a fixed-precision binary floating point representation. So I suspect a discrepancy between the algorithms used for parsing and converting a string decimal value to a binary floating point value. Notice that the cuDF discrepancy is at a precis...,low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-075,GNF-0087-b5fe68e9,pytorch/pytorch,182952,"hipBLASLt path ignores backward fp16_alt_impl for Half GEMMs, causing FTZ in backward and silent training divergence on gfx90a",dtype_casting,non_bug_feature_docs_support,core_library,", gfx90a should not default to `Cublaslt` for fp16 training workloads where this changes numerical behavior. ## Likely root cause `ROCmBackwardPassGuard` is honored on the rocBLAS path, where PyTorch passes `rocblas_gemm_flags_fp16_alt_impl`, but not on `gemm_internal_cublaslt<at::Half>()`. The [PyTorch numerical accuracy notes](https://pytorch.org/docs/s...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-076,GNF-0091-f2cd4055,numba/numba,5640,guvectorize-CUDA broadcast fail,dtype_casting,non_bug_feature_docs_support,core_library,"the report - will look into this shortly! I can reproduce the issue - marking as a bug. I think this will be tricky to fix - it seems like the gufunc broadcasting mechanism is limited to adding axes, and the kernel implementation assumes that the broadcasted array will be contiguous. I had a try in a branch to fix up the broadcasting, but my solution impl...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-077,GNF-0092-350f027f,triton-lang/triton,1670,Functional Regression in Latest Main,nan_inf,numerical_algorithm_or_tolerance,tests,"Functional Regression in Latest Main Hey, When trying to run this kernel here: https://github.com/ELS-RD/kernl/blob/3271fa9f9f56a2568e1e8b2ca566743ca0e3b373/src/kernl/implementations/attention_skinny.py#LL369C24-L369C24 on latest main, I find that compilation crashes when worki",low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-078,GNF-0096-cc3502f6,numba/numba,7095,numba build fails with TBB,precision_tolerance,non_bug_feature_docs_support,build_ci_config,respond with any updates and confirm that this issue still needs to be addressed. Closing this issue as it seems to be resolved. If this is not the case please re-open with a comment about any item that appears to be unresolved. Many thanks.,low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-079,GNF-0097-60602b2b,rapidsai/cudf,18033,[FEA] Should `Rolling.apply` use pure numba rather than jitify?,dtype_casting,dtype_or_type_semantics,tests,"t(mask, start+i)) # the device function now iterates through the array of MaskedTypes # any operations are resolved through MaskedType's overloads res = devfunc(local) out_data[tid] = res.value out_mask[tid] = res.valid ``` Currently however creating a `cuda.local.array` of extension types needs a few changes (cc @gmarkall). The above would enable handlin...",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-080,GNF-0099-8e08d802,triton-lang/triton,7354,Pipeline failed while executing TritonGPUAllocateWarpGroups,dtype_casting,dtype_or_type_semantics,build_ci_config,"warp specialization kicks off. Not sure if you meant to use num_warps=2, it will also prevent using mmv5. Anyway we can fix it next week Thanks! I found this error while autotuning, so the `num_warps=2` was random. Also note that warp specialization is only supported for sm100. So RTX 5090 won't work.",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-081,GNF-0101-ca19a99c,numba/numba,10353,"wsl Linker error log: ERROR 4 in nvvmAddNVVMContainerToProgram, may need newer version of nvJitLink library",not_numerical_failure,non_bug_feature_docs_support,build_ci_config,"Y_PATH:+:$LD_LIBRARY_PATH} export LD_LIBRARY_PATH=/usr/lib/wsl/lib:$LD_LIBRARY_PATH ``` I am glad that you have found a workaround - for the benefit of others seeking solutions from reading this issue, I will add that I don't think the root cause is quite addressed here. > This is incorrect. This is most likely an issue with the numba code rather than a p...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-082,GNF-0106-69df058d,jax-ml/jax,37422,dot_product_attention triggers FloatingPointError in convert_element_type with float64 mask and debug_infs=True,nan_inf,numerical_algorithm_or_tolerance,core_library,": NVIDIA GeForce RTX 3080, 8192 MiB Note: Reproduced on CPU fallback because CUDA-enabled jaxlib is not installed. ``` Fix in #37457",low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-083,GNF-0110-1c6064fd,jax-ml/jax,23833,Unable to load any libcudnn_engines_precompiled.so using jax.nn.dot_product_attention,dtype_casting,dtype_or_type_semantics,tests,pecific about your testing environment? Maybe using some specific commits from old JAX/XLA? It seems that this issue is caused by our outdated `CentOS` version and the absence of pre-compiled libraries. This error no longer happens when using the `ubuntu+cuda12.5` image.,low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-084,GNF-0114-9723251e,rapidsai/cudf,3961,[BUG]Cannot query dataframes with categorical columns,dtype_casting,dtype_or_type_semantics,tests,"Describe the bug** if i do a simple query on a categorical column, i get an error stating that `This error is usually caused by passing an argument of a type that is unsupported by the named function.` **Steps/Code to reproduce bug** ``` import cudf import pandas as pd fn = 'test.csv' lines = """"""id1,id2 1,45 2,3 3, 7 1, 25 """""" with open(fn, 'w') as fp: fp...",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-085,GNF-0115-bd414dfb,jax-ml/jax,26689,Matrix multiply incorrect for large tensors,precision_tolerance,numerical_algorithm_or_tolerance,core_library,"roduce. Thanks! I have not had a chance to upload mwe yet, but it seems #27591 may be related. Once the linked issue is resolved, if the issue persists I will see if minimal reproducible example is possible to obtain.",low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-086,GNF-0128-c6e2544c,cupy/cupy,7118,[Discussion needed] Add ways to write `inf` and `nan` as literals in fused and user-defined kernels.,nan_inf,non_bug_feature_docs_support,core_library,"core/fusion.pyx#L121-L122 Maybe @asi1024 can better follow up on this :) @berryboy2012 Thank you for your reporting. Fixed in #7122! Thanks for the help! Another question though, if for some reason I want to write `inf` or `nan` inside a kernel such as `cupy.RawKernel`, do I just use things like `CUDART_INF_F` `CUDART_NAN_F` etc as mentioned in https://gi...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-087,GNF-0130-957b5693,jax-ml/jax,30188,jetson orin nx jetpack 6.2.1 cuSolver internal error,dtype_casting,dtype_or_type_semantics,array_dtype_core,"ggestions mentioned in [https://github.com/jax-ml/jax/issues/29042](https://github.com/jax-ml/jax/issues/29042) did not fix the problem ### System info (python version, jaxlib version, accelerator, etc.) ``` + jax==0.6.2 + jax-cuda12-pjrt==0.6.2 + jax-cuda12-plugin==0.6.2 + jaxlib==0.6.2 + ml-dtypes==0.5.1 + numpy==2.3.1 + nvidia-cublas-cu12==12.9.1.4 + n...",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-088,GNF-0132-01bc7af7,triton-lang/triton,781,Incorrect result from first-run autotune function,dtype_casting,dtype_or_type_semantics,array_dtype_core,"ue being loaded in the second call. The same issue arised when doing `atomic_add` in a matmul with SPLIT_K>1, and we fixed the issue by adding a hook in the auto-tuner that resets the desired arguments to zeros between runs: https://github.com/openai/triton-mlir/blob/main/python/triton/runtime/autotuner.py#L25-L33 I imagine in your case we'd want the hook...",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-089,GNF-0134-2006d4e1,pytorch/pytorch,180807,[inductor][static launcher] Missing runtime dtype validation for pointer-typed Triton args can silently produce incorrect results,dtype_casting,non_bug_feature_docs_support,core_library,"at compile time does not match the runtime tensor dtype, the launcher should fail fast with a clear error. Even if the root cause is ultimately a bad fake/meta implementation, the current behavior seems unsafe because it can silently produce wrong results instead of failing fast. ## Possible fix direction One possible fix would be to preserve the original...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-090,GNF-0136-a301f54e,cupy/cupy,7978,Performance Degradation in CuPy cuFFT: Runtime Increases from 6 Minutes to 10 Hours After Doubling Input Array Size,overflow_underflow,performance_or_resource_behavior,performance_resource,"now you need to partition the work and manage the per-GPU data chunks manually. Closing, since the original issue is resolved.",low,evidence_coded_fix_text_or_same_repo_ref,performance/resource signal or issue label
RC-EV-091,GNF-0138-73610007,pytorch/pytorch,168397,[CI][CUDA][Flex Attention] Regression (Illegal Memory Access) with Flex Attention,dtype_casting,performance_or_resource_behavior,tests,[CI][CUDA][Flex Attention] Regression (Illegal Memory Access) with Flex Attention ### 🐛 Describe the bug Reproducer: python test/inductor/test_flex_attention.py TestFlexAttentionCUDA.test_flex_attention_stride_ordering_mode_paged_attention_permute_order3_shape0_cuda Platform: **H100/H200** (a,low,evidence_coded_fix_text_or_same_repo_ref,performance/resource signal or issue label
RC-EV-092,GNF-0140-0369d89c,triton-lang/triton,187,RuntimeError when running matrix mutliplication example : CUDA: Error- invalid ptx,overflow_underflow,non_bug_feature_docs_support,tests,"ation is _often_ incorrect. `triton.testing.allclose` returns False and the result of the matmul changes even with the fixed seed... Hmm this is very odd, given that the CI happens on a V100 and reliably passes. Is it with a fresh clone of the repo? No, it is a pip install. For some reason, I actually had changed the matrix shape, which caused the error. ...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-093,GNF-0143-8c373d44,triton-lang/triton,475,Triton int64 overflow bug,overflow_underflow,performance_or_resource_behavior,performance_resource,"n/triton-samples/blob/main/int64-mod.py You are right. I am aware of this problem -- just need to come up with a proper fix that doesn't affect performance (int64 are expensive on GPUs). Right now Triton directly translate to `llvm.mul`, which uses the 2-complements and overflows. Casting inputs to a bigger int type before multiplying is the way to do it ...",low,evidence_coded_fix_text_or_same_repo_ref,performance/resource signal or issue label
RC-EV-094,GNF-0147-77cef7ab,rapidsai/cudf,6587,[BUG] Json reader is not correctly inferring a float column with a specific type of scientific notation,nan_inf,numerical_algorithm_or_tolerance,tests,uzz tests with varying function parameters (#6384) * add inital set of params in csv writer * Fix row_group_size to not select 0. * Fix imports * Add utility to convert cudf DataFrame to Pandas Nullable DataFrame * Fix filename typo in ParquetWriter * Handle serializations of numpy bool objects.,low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-095,GNF-0151-5ccf24b2,numba/numba,8700,RFC: Separate NumPy and CPython implementions/functionality.,nan_inf,non_bug_feature_docs_support,core_library,"ode base the reusability of the implementations across hardware targets involves a lot of boilerplate and copy-paste to fix things e.g. on CUDA swapping libm/intrinsic `cos` calls for CUDA libdevice `cos` calls. 4. Numba's type system aliases Python `int` with NumPy `intp`, `float` with NumPy `float64` and `complex` with NumPy `complex128`. This makes it ...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-096,GNF-0154-a389b1a4,rapidsai/cudf,15750,[BUG] double free or memory corruption when parsing some JSON,nan_inf,performance_or_resource_behavior,performance_resource,ess a deleted object's reference. This algorithm could be rewritten as graphs algorithm to avoid this issue. Created a fix for memory errors #15798. Long term fix should be rewriting the device tree creation algorithm Discussed with @shrshi offline about the bug and need for refactor of `make_device_json_column()` in [json_column.cu#L477](https://github.c...,low,evidence_coded_fix_text_or_same_repo_ref,performance/resource signal or issue label
RC-EV-097,GNF-0158-41ca2b85,cupy/cupy,8193,"`matmul` VRAM outage that affects ubuntu, but runs okay on ubuntu inside WSL2",dtype_casting,performance_or_resource_behavior,performance_resource,"uch array-massaging should ideally be inside `matmul` or somewhere else in `cupy`, but I lack the expertise to directly patch for it... ```py import cupy as cp def matmul_helper( a: cp.ndarray, b: cp.ndarray, ) -> cp.ndarray: ## preprocessing orig_a_shape, orig_b_shape = a.shape, b.shape length = a.shape[-1] # match ndim ndim_diff = a.ndi",low,evidence_coded_fix_text_or_same_repo_ref,performance/resource signal or issue label
RC-EV-098,GNF-0160-b61a834c,pytorch/pytorch,123983,Segfault in TCPStore and FileStore compare_set(),dtype_casting,dtype_or_type_semantics,tests,------------------------- Failures: <NO_OTHER_FAILURES> --------------------------------------------------------- Root Cause (first observed failure): [0]: time : 2024-04-12_18:31:09 host : cccxc561.pok.ibm.com rank : 0 (local_rank: 0) exitcode : -11 (pid: 3657275) error_file: <N/A> traceback : Signal 11 (SIGSEGV) received by PID 3657275 ========,low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-099,GNF-0162-297471a6,jax-ml/jax,32411,vjp3 + array refs produce incorrect gradient,not_numerical_failure,non_bug_feature_docs_support,tests,"s, but this sounds like the fancy vjp rule for the backward layer scan not accounting for `reverse=True`. #32438 should fix. The main take-away is that our test coverage for this is not great yet... I'll merge #32438, but of course before we advertise this feature we should set up systematic tests.",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-100,GNF-0166-2dbedde8,rapidsai/cudf,8230,Remove `volatile` usage in `rolling_detail.cuh` where not required,not_numerical_failure,non_bug_feature_docs_support,core_library,"e this as volatile to avoid some compiler optimizations that lead to incorrect results // for CUDA 10.0 and below (fixed in CUDA 10.1) volatile cudf::size_type count = 0; ``` Given that CUDF 0.20 supports CUDA 11.0+, it should now be safe to remove this comment, and the `volatile` attributes. If not handled in #8158, this can be addressed after #8158 is m...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-101,GNF-0171-20358422,jax-ml/jax,9591,Attempt to perform FFT requiring batched cufft plan of size > 4 GB causes coredump,dtype_casting,non_bug_feature_docs_support,core_library,"plan with customized allocator: Failed to make cuFFT batched plan. Aborted (core dumped) ``` Also: even if this is fixed to result in a RuntimeError rather than a coredump, is there some way around this relatively small size limitation? I am using `jnp.fft.rfft2` to perform large image convolutions and I often bump up against this. Thanks in advance! Than...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-102,GNF-0174-e7b5adf3,numba/numba,9109,various seg faults on Debian arm64 with numba 0.57.1,overflow_underflow,numerical_algorithm_or_tolerance,core_library,"now, I'd dumped the python3.11 compatibility patches and then upgraded to 0.57.1. I had been hoping that 0.57.1 would fix the arm64 crashes we were having with our hacked 0.56.4, but the crashes seem similar. Is there an environment variable one can set to get debug symbols for the compiled code? or do you have to modify the njit decorator with debug=True...",low,evidence_coded_fix_text_or_same_repo_ref,numerical/tolerance signal or issue label
RC-EV-103,GNF-0177-39a0d983,pytorch/pytorch,148345,Installation of `pytorch==2.6.0+cu124` doesn't install `triton` and `nvidia` libraries,overflow_underflow,non_bug_feature_docs_support,build_ci_config,d be dependencies. Doing the same with `torch==2.5.1+cu124` does install the correct dependencies so this seems to be a regression. ### Versions ``` PyTorch version: 2.6.0+cu124 Is debug build: False CUDA used to build PyTorch: 12.4 ROCM used to build PyTorch: N/A OS: Ubuntu 22.04.4 LTS (x86_64) GCC version: (Ubuntu 11.4.0-1ubuntu1~22.04) 11.4.0 Clang ver...,low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-104,GNF-0182-0943f7d0,rapidsai/cudf,12716,[QST] How does cudf perform groupby and aggregation on uint128 types?,dtype_casting,non_bug_feature_docs_support,core_library,"types? How does cudf perform groupby and aggregation on uint128 types? cuDF only supports 128 bit types for decimal (fixed point) data. Generic 128 bit signed/unsigned integer data types are not supported. See this blog post for information about 128 bit decimals, which are internally represented by the CUDA extension type `__int128`: https://developer.nv...",low,evidence_coded_fix_text_or_same_repo_ref,non-bug/support/documentation signal or issue label
RC-EV-105,GNF-0188-931dcb6c,pytorch/pytorch,176784,[CUDA] AdaptiveAvgPool2d: START_IND macro causes int32 overflow → OOB read,overflow_underflow,dtype_or_type_semantics,build_ci_config,"] ========= in /lib/x86_64-linux-gnu/libcuda.so.1 ========= Host Frame: [0x15aa8] ``` ## Suggested fix ```c // AdaptiveAveragePooling.cu line 29 #define START_IND(a,b,c) ((int64_t)(a) / (b) * (c) + ((int64_t)(a) % (b)) * (c) / (b)) ``` ### Versions Collecting environment information... PyTorch version: 2.7.1+cu126 Is debug build: False CUDA used to build P",low,evidence_coded_fix_text_or_same_repo_ref,dtype/type semantic signal or issue label
RC-EV-106,GNF-0001-f56f80f3,triton-lang/triton,2176,add libdevice.remquo,dtype_casting,dtype_or_type_semantics,array_dtype_core,"dtype(""fp32""), core",low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-107,GNF-0003-eaa63fac,rapidsai/cudf,13748,[BUG] Intermittent failures in test_jaccard_index_random_strings,crash_compile,compiler_backend_or_runtime,tests,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-108,GNF-0005-80aeca70,cupy/cupy,6715,Wrong overflow with matmul of uint16 arrays,overflow_underflow,numerical_algorithm_or_tolerance,core_library,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior.",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-109,GNF-0006-82eaa858,jax-ml/jax,16698,Casts and operations in bf16 x bf16 -> fp32 matmul,dtype_casting,dtype_or_type_semantics,array_dtype_core,Casts and operations in bf16 x bf16 -> fp32 matmul ### Description This code is pretty straightforward: ```python i,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-110,GNF-0008-4625af98,rapidsai/cudf,6227,[BUG] csv writer truncating timestamp data while writing to csv file,dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-111,GNF-0011-0a961578,cupy/cupy,9187,Indexing appears to overflow on cupy arrays when executing cupy.sum,overflow_underflow,numerical_algorithm_or_tolerance,core_library,Indexing appears to overflow on cupy arrays when executing cupy,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-112,GNF-0015-04273d95,pytorch/pytorch,119131,"`scaled_dot_product_attention` produces NaNs for math backend, but not memory efficient backend when used in mixed precision.",nan_inf,performance_or_resource_behavior,performance_resource,"The visible numerical symptom is NaN, Inf, or another non-finite value.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-113,GNF-0017-f27cd16b,numba/numba,5158,DeviceNDArray.bind() does not seem to bind the stream to self,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-114,GNF-0021-ebaa6477,jax-ml/jax,28637,`jax.numpy.linalg.tensorinv` brings different results with `numpy.linalg.tensorinv`,nan_inf,numerical_algorithm_or_tolerance,core_library,"py import numpy as np import jax.numpy as jnp print(np.linalg.tensorinv(np.full((2, 2), np.nan), 1)) print(jnp.linalg.tensorinv(jnp.full((2, 2), jnp.nan), 1))",low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-115,GNF-0023-93595bc9,cupy/cupy,9907,`cupyx.scipy.special.erfcx` not working,crash_compile,compiler_backend_or_runtime,build_ci_config,"The dominant user-visible failure is a compile, build, runtime exception, or crash.",low,evidence_coded_issue_text_no_linked_fix,compiler/backend/runtime signal or issue label
RC-EV-116,GNF-0024-543e6651,pytorch/pytorch,138570,`torch.std_mean` returns `NaN` as mean of an `inf` array.,nan_inf,numerical_algorithm_or_tolerance,core_library,std_mean` returns `NaN` as mean of an `inf` array,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-117,GNF-0029-5f61e128,rapidsai/cudf,16029,"[QST] TypeError: Argument 'real' has incorrect type (expected numpy.ndarray, got ndarray)",not_numerical_failure,non_bug_feature_docs_support,core_library,The report is a support/API question without an explicit numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-118,GNF-0031-dff9514d,numba/numba,3203,numba.cuda.detect() feature request,not_numerical_failure,non_bug_feature_docs_support,core_library,The report is primarily a feature or design request rather than a numerical failure.,low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-119,GNF-0032-76c19db8,cupy/cupy,9015,Casting an array to a byteswapped dtype does a view not a cast,dtype_casting,dtype_or_type_semantics,array_dtype_core,Casting an array to a byteswapped dtype does a view not a cast ### Description When casting a cupy array to a [byteswapped](https://numpy,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-120,GNF-0033-1f6d8975,triton-lang/triton,10176,"When upcasting bf16 to fp32 inside the kernel, triton uses TF32 path despite I pass input_precision=""ieee""",dtype_casting,non_bug_feature_docs_support,core_library,"The report centers on dtype support, conversion, promotion, or type-specific behavior.",low,evidence_coded_issue_text_no_linked_fix,non-bug/support/documentation signal or issue label
RC-EV-121,GNF-0038-ba034dce,triton-lang/triton,2218,Segfault in TTIR when doing convert s8->f32 + dot,dtype_casting,dtype_or_type_semantics,array_dtype_core,The issue can be solved by setting `int minBitwidth = 0;` (in line https://github.com/openai/triton/blob/17d633a64e43337037d2e873b029fab92422762f/lib/Dialect/TritonGPU/Transforms/AccelerateMatmul.cpp#L299) but also comme,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-122,GNF-0041-2e844e08,numba/numba,9814,`snt_check()` appears not to handle core count correctly,dtype_casting,dtype_or_type_semantics,array_dtype_core,__Installed Packages__ Package Version ---------------------------- ----------- absl-py 2.1.0 alembic 1.13.3 astunparse 1.6.3 certifi 2024.8.30 charset-normalizer 3.4.0 colorlog 6.9.0 contourpy 1.3.0 cycler 0.12.1 dbus-p,low,evidence_coded_issue_text_no_linked_fix,dtype/type semantic signal or issue label
RC-EV-123,GNF-0045-d28f7a7d,cupy/cupy,851,Provide errstate / seterr / geterr,nan_inf,numerical_algorithm_or_tolerance,core_library,* Check arguments for `nan`s and `inf`s after each kernel launch?,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
RC-EV-124,GNF-0046-21fccfc5,jax-ml/jax,3411,Initial benchmarking of jax on some simple kernels,performance_only,performance_or_resource_behavior,performance_resource,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness.",low,evidence_coded_issue_text_no_linked_fix,performance/resource signal or issue label
RC-EV-125,GNF-0047-c6f710e5,numba/numba,7062,Runtime integer calculation overflow,overflow_underflow,numerical_algorithm_or_tolerance,core_library,Runtime integer calculation overflow Not sure if this can be classified as a bug but I thought I would post this jus,low,evidence_coded_issue_text_no_linked_fix,numerical/tolerance signal or issue label
