expansion_id,repository,title,url,candidate_primary_failure,svm_prediction,logistic_prediction,bigram_prediction,naive_bayes_prediction,vote_prediction,vote_confidence,human_gold_status
EGNF-0110-b9e5d9ce,numba/numba,Reduce CUDA launch overhead,https://github.com/numba/numba/issues/3003,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0111-14a7ddc5,numba/numba,paralled numpy array error:,https://github.com/numba/numba/issues/4438,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0112-2a597689,numba/numba,Please add support for Metal as GPU accelerator,https://github.com/numba/numba/issues/5706,needs_review,precision_tolerance,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,low,suggestion_only_not_gold
EGNF-0113-b07693d9,numba/numba,Python 3.9 Support,https://github.com/numba/numba/issues/6345,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0114-837e9a88,numba/numba,0.52.0RC1 issues,https://github.com/numba/numba/issues/6371,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0115-e87257f8,numba/numba,RISC-V Support,https://github.com/numba/numba/issues/6559,needs_review,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0116-5d6a557c,numba/numba,float128 support,https://github.com/numba/numba/issues/8830,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0117-e9c1c448,numba/numba,"Unexpected ""CUDA error: the launch timed out and was terminated"" or `CUDA_ERROR_LAUNCH_TIMEOUT`",https://github.com/numba/numba/issues/9381,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0118-bfdd4c1e,pytorch/pytorch,NCCL ISend is not asynchronous,https://github.com/pytorch/pytorch/issues/108378,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0119-a819a3c4,pytorch/pytorch,rope perf improvement,https://github.com/pytorch/pytorch/issues/141265,needs_review,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,dtype_casting,medium,suggestion_only_not_gold
EGNF-0120-58897d8f,pytorch/pytorch,GroupedMM triton template IMAs on B200,https://github.com/pytorch/pytorch/issues/163462,needs_review,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,low,suggestion_only_not_gold
EGNF-0121-80405f35,rapidsai/cudf,[BUG] AllocateLikeTest fails when run with CUDA memory resource,https://github.com/rapidsai/cudf/issues/11247,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0122-7e65d73e,rapidsai/cudf,"[DOC] Fix and/or remove cuda.h ""File Not Found"" warning in our 10 Minutes docs.",https://github.com/rapidsai/cudf/issues/12630,needs_review,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,medium,suggestion_only_not_gold
EGNF-0123-65022442,rapidsai/cudf,[DOC] `10 Minutes to cuDF And Dask-cuDF` notebook shows jitify warning,https://github.com/rapidsai/cudf/issues/14676,needs_review,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,medium,suggestion_only_not_gold
EGNF-0124-31208fbf,rapidsai/cudf,[BUG] Jitify error on exit from gtests built with Debug,https://github.com/rapidsai/cudf/issues/17583,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0125-86b91506,rapidsai/cudf,[FEA] Timezone conversions for timestamps,https://github.com/rapidsai/cudf/issues/2477,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0126-a84bd7e5,rapidsai/cudf,[FEA] signed 128-bit Integer Type,https://github.com/rapidsai/cudf/issues/3558,needs_review,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,low,suggestion_only_not_gold
EGNF-0127-a4616796,rapidsai/cudf,[BUG] Subword tokenizer on rows divisible by 64  gives incorrect results,https://github.com/rapidsai/cudf/issues/6501,needs_review,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,medium,suggestion_only_not_gold
EGNF-0128-4be61aa7,triton-lang/triton,"Do tensors and corresponding operators such as reshape, ravel, dot in triton support >=3 dimensions?",https://github.com/triton-lang/triton/issues/1129,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0129-3b0db177,triton-lang/triton,CUDA failure with (1-dimensional) arrays >2Gi elements long,https://github.com/triton-lang/triton/issues/9306,needs_review,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,medium,suggestion_only_not_gold
EGNF-0130-a2cef793,cupy/cupy,I recently change an entire codebase from numpy to cupy only to get an error saying: cupy can not run on a singly GPU. Please is there a way to run a on a single GPU?,https://github.com/cupy/cupy/issues/2390,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,high,suggestion_only_not_gold
EGNF-0131-16ea18f0,cupy/cupy,[Bug Fix] This is an error why I tried to check two columns,https://github.com/cupy/cupy/issues/4197,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,high,suggestion_only_not_gold
EGNF-0132-1d949622,cupy/cupy,b,https://github.com/cupy/cupy/issues/4729,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,high,suggestion_only_not_gold
EGNF-0133-417b0db2,cupy/cupy,Overflow on computing pointers,https://github.com/cupy/cupy/issues/5737,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0134-a7096ac2,cupy/cupy,Matmul result overflowing despite casting to higher precision data type,https://github.com/cupy/cupy/issues/6566,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0135-9630fdfe,cupy/cupy,c_nnz overflowing,https://github.com/cupy/cupy/issues/6864,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0136-19d5d210,cupy/cupy,Can't compile on Arch Linux with `cudnn 9.2.1.18` and cuda `12.6.1`,https://github.com/cupy/cupy/issues/8633,overflow_underflow,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,medium,suggestion_only_not_gold
EGNF-0137-f1557d82,pytorch/pytorch,RPC + DDP VRAM overflow to rank 0 GPU.,https://github.com/pytorch/pytorch/issues/124204,overflow_underflow,precision_tolerance,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,low,suggestion_only_not_gold
EGNF-0138-be4f4a2d,pytorch/pytorch,overflow in `torch._C._linalg.linalg_cond`,https://github.com/pytorch/pytorch/issues/137466,overflow_underflow,precision_tolerance,precision_tolerance,precision_tolerance,nan_inf,precision_tolerance,medium,suggestion_only_not_gold
EGNF-0139-aef61170,pytorch/pytorch,overflow in `torch.quantize_per_tensor`,https://github.com/pytorch/pytorch/issues/137468,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0140-af183793,pytorch/pytorch,Tensor.index_reduce produces incorrect result,https://github.com/pytorch/pytorch/issues/139242,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0141-d7df502c,pytorch/pytorch,Illegal Memory Access With `torch.compile`,https://github.com/pytorch/pytorch/issues/139628,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0142-c086b924,pytorch/pytorch,Consider relaxing torch.cond's requirement that the outputs of each branch have matching requires_grad metadata,https://github.com/pytorch/pytorch/issues/141259,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0143-b37b173e,pytorch/pytorch,Incorrect error message on incorrect byte boundries on _scaled_mm on fp8,https://github.com/pytorch/pytorch/issues/141749,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0144-4f218aa6,pytorch/pytorch,triton.codegen_upcast_to_fp32 breaks bitcast/bitwise ops,https://github.com/pytorch/pytorch/issues/143821,overflow_underflow,nan_inf,dtype_casting,dtype_casting,nan_inf,dtype_casting,low,suggestion_only_not_gold
EGNF-0145-0e4bf0ac,pytorch/pytorch,linear + relu don't fuse,https://github.com/pytorch/pytorch/issues/152101,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0146-2fb17776,pytorch/pytorch,Link check fails on link from comment in torch/_inductor/codegen/cpp.py to Stack Overflow,https://github.com/pytorch/pytorch/issues/153071,overflow_underflow,precision_tolerance,dtype_casting,precision_tolerance,precision_tolerance,precision_tolerance,medium,suggestion_only_not_gold
EGNF-0147-9003d7e3,pytorch/pytorch,`torch.fmin` has inconsistent overflow behavior on CPU and GPU,https://github.com/pytorch/pytorch/issues/158172,overflow_underflow,nan_inf,dtype_casting,dtype_casting,nan_inf,dtype_casting,low,suggestion_only_not_gold
EGNF-0148-fdbc19cd,pytorch/pytorch,Incorrect bf16 results in Conv,https://github.com/pytorch/pytorch/issues/163347,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0149-16ad384a,pytorch/pytorch,"torch.compile compiles multiple Triton autotune kernels, but uses the wrong ones",https://github.com/pytorch/pytorch/issues/164124,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0150-e30500d4,pytorch/pytorch,Triton 3.4.0 wheel hash mismatch between PyPI metadata and download server,https://github.com/pytorch/pytorch/issues/168362,overflow_underflow,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,medium,suggestion_only_not_gold
EGNF-0151-e76171c5,pytorch/pytorch,Silent failure of torch.stack,https://github.com/pytorch/pytorch/issues/169163,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0152-b7b5db56,pytorch/pytorch,"[ROCm] MIOpen 3D convolution kernel fails with ""invalid configuration argument"" for Qwen2.5-VL vision encoder - silent fallback causes severe performance regression",https://github.com/pytorch/pytorch/issues/169857,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0153-311dd39a,pytorch/pytorch,torch.compile yields incorrect results when iterating over a list,https://github.com/pytorch/pytorch/issues/175855,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0154-37d90078,pytorch/pytorch,Silently incorrect results for torch.arange + Inductor,https://github.com/pytorch/pytorch/issues/175966,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0155-c6402122,pytorch/pytorch,Triton kernels with 2 or more tl.load() calls segfault at runtime on sm_120 (NVIDIA RTX PRO 6000 Blackwell). The kernels compile without errors but produce invalid code that crashes on execution.,https://github.com/pytorch/pytorch/issues/176426,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0156-a8f3484d,pytorch/pytorch,"torch.dot crashes with SIGFPE (exit code 136) on RTX 5060 Ti (Blackwell, sm_120)",https://github.com/pytorch/pytorch/issues/178038,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0157-1ff03fde,pytorch/pytorch,torch.compile (CUDA fp32) vs eager gives large max relative error for Conv2d,https://github.com/pytorch/pytorch/issues/178134,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0158-171b578f,pytorch/pytorch,Dynamo `TritonHOPifier.call_run` doesn't propagate kernel_source -> `AssertionError`: Can't construct an AttrSource without a valid base source,https://github.com/pytorch/pytorch/issues/178447,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0159-6ca94192,pytorch/pytorch,torch.compile incorrectly accepts torch.celu_ with alpha=0 while eager mode errors,https://github.com/pytorch/pytorch/issues/178480,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0160-793f4005,pytorch/pytorch,Torch.compile crashes with multi-stream and triton kernels,https://github.com/pytorch/pytorch/issues/182084,overflow_underflow,not_numerical_failure,not_numerical_failure,not_numerical_failure,dtype_casting,not_numerical_failure,medium,suggestion_only_not_gold
EGNF-0161-98351031,pytorch/pytorch,Missing bounds check in round_size() causes zero-size block and double allocation,https://github.com/pytorch/pytorch/issues/182446,overflow_underflow,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,medium,suggestion_only_not_gold
EGNF-0162-2ae764ca,rapidsai/cudf,[BUG] Off-by-1 error in `__floordiv__` binary op,https://github.com/rapidsai/cudf/issues/17073,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0163-384bc5bd,rapidsai/cudf,[BUG] `numeric_only=True` setting in `.count()` is ineffective,https://github.com/rapidsai/cudf/issues/21082,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0164-8ad4bc8f,triton-lang/triton,Handle int64 overflows more graciously,https://github.com/triton-lang/triton/issues/1211,overflow_underflow,overflow_underflow,overflow_underflow,dtype_casting,overflow_underflow,overflow_underflow,high,suggestion_only_not_gold
EGNF-0165-7ec383cf,triton-lang/triton,Calling .to(...) on scalar arg breaks when specialization kicks in,https://github.com/triton-lang/triton/issues/2939,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0166-871b0d18,triton-lang/triton,"Compiler error: ""PY_SSIZE_T_CLEAN macro must be defined for '#' formats""",https://github.com/triton-lang/triton/issues/5529,overflow_underflow,overflow_underflow,overflow_underflow,dtype_casting,overflow_underflow,overflow_underflow,high,suggestion_only_not_gold
EGNF-0167-836d146e,triton-lang/triton,[AMD] Enable BufferOps Support with tl.make_block_ptr,https://github.com/triton-lang/triton/issues/6293,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0168-7440eabe,triton-lang/triton,[RFC] Improving Coalescing and Layout Propagation,https://github.com/triton-lang/triton/issues/8706,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0169-0d03f27d,triton-lang/triton,[RFC] Exposing Scratch Buffer in ReduceOp to Eliminate Redundant Layout Conversion,https://github.com/triton-lang/triton/issues/8775,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,medium,suggestion_only_not_gold
EGNF-0170-e5001a98,rapidsai/cudf,[BUG] Performance regression in cuDF after #14679,https://github.com/rapidsai/cudf/issues/14886,performance_only,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0171-217eae8d,rapidsai/cudf,[BUG] Rolling window aggregations are very slow with large windows,https://github.com/rapidsai/cudf/issues/15119,performance_only,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,medium,suggestion_only_not_gold
EGNF-0172-3ed20a82,rapidsai/cudf,[BUG] Consider disabling managed memory in cudf.pandas on WSL2,https://github.com/rapidsai/cudf/issues/16551,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0173-4273c759,rapidsai/cudf,[QST] Potential I/O Performance Improvement with cuFile Buffer Registration?,https://github.com/rapidsai/cudf/issues/18309,performance_only,dtype_casting,dtype_casting,dtype_casting,performance_only,dtype_casting,medium,suggestion_only_not_gold
EGNF-0174-590758a3,rapidsai/cudf,[FEA] Add object-oriented APIs for semi/anti join and rework contains,https://github.com/rapidsai/cudf/issues/19205,performance_only,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,medium,suggestion_only_not_gold
EGNF-0175-2f2ce685,rapidsai/cudf,[BUG] GPU-accelerated file reads fail  on WSL2,https://github.com/rapidsai/cudf/issues/9861,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0176-698df6d9,cupy/cupy,[Tracker] Fix signature mismatch with NumPy/SciPy,https://github.com/cupy/cupy/issues/6693,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0177-2e91f962,cupy/cupy,ndimage.correlate does not support `mode='grid-constant'`,https://github.com/cupy/cupy/issues/8404,precision_tolerance,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,low,suggestion_only_not_gold
EGNF-0178-95ebf0e6,cupy/cupy,Revisit the splitting of the ufunc & ElementwiseKernel machineries,https://github.com/cupy/cupy/issues/9586,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,medium,suggestion_only_not_gold
EGNF-0179-b3a408a2,jax-ml/jax,JAX is not finding cuDNN even though it is on LD_LIBRARY_PATH,https://github.com/jax-ml/jax/issues/12461,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0180-1b0c5bb2,jax-ml/jax,larger integer matrix multiplies are > 20x slower versus floats.,https://github.com/jax-ml/jax/issues/17688,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0181-981238c6,jax-ml/jax,jnp.cumsum is incorrect when sharding over summing axis on GPUs,https://github.com/jax-ml/jax/issues/21403,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0182-55789c66,jax-ml/jax,jax.scipy.special.hyp1f1 unstable where scipy.special.hyp1f1 is not,https://github.com/jax-ml/jax/issues/21503,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,medium,suggestion_only_not_gold
EGNF-0183-39f6b041,jax-ml/jax,Finite precision error calculations always 0 under JIT with bfloat16,https://github.com/jax-ml/jax/issues/23007,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0184-d48c4d74,jax-ml/jax,Passing `DeviceLocalLayout` to `jax.jit` causes incorrect outputs on GPU,https://github.com/jax-ml/jax/issues/23100,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0185-c1d7a214,jax-ml/jax,[Pallas GPU] `jnp.abs()` gives the wrong result,https://github.com/jax-ml/jax/issues/23191,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0186-cef0461a,jax-ml/jax,BiCGStab Breakdown on GPU due to Order of Operations (not observed on CPU),https://github.com/jax-ml/jax/issues/32978,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0187-b0121c48,jax-ml/jax,Segmentation fault after upgrading to CUDA 13,https://github.com/jax-ml/jax/issues/34696,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0188-eb21dbc8,jax-ml/jax,jax.lax.scan crashes on GPU when jax_default_matmul_precision is set to any non-default value,https://github.com/jax-ml/jax/issues/34917,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0189-8fe6db28,jax-ml/jax,Failed to determine best cudnn convolution algorithm/No GPU/TPU found,https://github.com/jax-ml/jax/issues/8746,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0190-dc43f9bb,numba/numba,CUDA JIT errors when multiple signatures provided,https://github.com/numba/numba/issues/3226,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0191-cae04f17,numba/numba,help diagnosing a GPU performance issue,https://github.com/numba/numba/issues/4647,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0192-22d467df,numba/numba,I have a question about half precision float support in numba cuda,https://github.com/numba/numba/issues/4670,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0193-622e4ce6,numba/numba,use of @jit and @njit makes function execute with false output,https://github.com/numba/numba/issues/6247,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0194-abc8c483,pytorch/pytorch,[inductor] [cpu] [[silence] `nn.ConvTranspose2d-F.dropout` and `nn.Conv2d-F.dropout` outputs inconsistent results with eager,https://github.com/pytorch/pytorch/issues/148061,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0195-00d89d9d,pytorch/pytorch,[inductor] [cpu] [silent incorrectness] `nn.LazyConvTranspose2d-torch.randn-F.linear-torch.argmax` output incorrect results on CPU inductor,https://github.com/pytorch/pytorch/issues/151525,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0196-c9a13367,pytorch/pytorch,[Flex Flash] Track down why different strided closures,https://github.com/pytorch/pytorch/issues/166789,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0197-5aa71e10,pytorch/pytorch,Torch nightly rocm6.4 pytorch-triton-rocm requirement mismatch,https://github.com/pytorch/pytorch/issues/167411,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,nan_inf,dtype_casting,low,suggestion_only_not_gold
EGNF-0198-eaab8dd2,pytorch/pytorch,[Inconsistency] TorchInductor produces incorrect result for aten.hardswish_backward followed by aten.add,https://github.com/pytorch/pytorch/issues/173054,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0199-826741eb,pytorch/pytorch,Choose rounding mode when casting to dtype,https://github.com/pytorch/pytorch/issues/175409,precision_tolerance,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,medium,suggestion_only_not_gold
EGNF-0200-88501746,rapidsai/cudf,[BUG] Unable to retrieve `Decimal` types correctly when read via `pandas.read_parquet`,https://github.com/rapidsai/cudf/issues/10172,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0201-26ec4481,rapidsai/cudf,[BUG]: apply_rows with Numba CUDA Kernel for Boolean Output Inconsistently Returns False for True Conditions,https://github.com/rapidsai/cudf/issues/19169,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0202-bf859131,rapidsai/cudf,[BUG] df.dtypes --> moves DataFrame to CPU,https://github.com/rapidsai/cudf/issues/19620,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0203-6ea50f60,rapidsai/cudf,CUDA reductions should have independent input and output types,https://github.com/rapidsai/cudf/issues/446,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0204-fbd5bace,rapidsai/cudf,[BUG] cudf.read_csv doesn't detect byte order mark (BOM) at start of file.,https://github.com/rapidsai/cudf/issues/5694,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0205-7561deab,rapidsai/cudf,"[BUG] to_parquet using ""cudf"" engine fails",https://github.com/rapidsai/cudf/issues/7074,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,medium,suggestion_only_not_gold
EGNF-0206-976dc271,rapidsai/cudf,[BUG] Groupby does not automatically promote type,https://github.com/rapidsai/cudf/issues/894,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,medium,suggestion_only_not_gold
EGNF-0207-ba2db306,rapidsai/cudf,[BUG] containsRe intermittently returns incorrect result for simple octal digit pattern,https://github.com/rapidsai/cudf/issues/9946,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,dtype_casting,medium,suggestion_only_not_gold
EGNF-0208-0d4ce1cb,triton-lang/triton,Stream-k matmul implementation very slow mostly because of if/else inside for loop,https://github.com/triton-lang/triton/issues/1393,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0209-e1a6a41c,triton-lang/triton,Failure when running on cluster,https://github.com/triton-lang/triton/issues/1509,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0210-c9f0f664,triton-lang/triton,MatMul and blocksparse matmul incorrect precision in some shape.,https://github.com/triton-lang/triton/issues/1808,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0211-a7264095,triton-lang/triton,06-fused-attention.py has precision problem in torch==2.3.0 but works well in torch==2.1.0,https://github.com/triton-lang/triton/issues/4019,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0212-d2c6a7d8,triton-lang/triton,int8 x bfloat16 matmul tests fail on 4090s due to numerical error,https://github.com/triton-lang/triton/issues/4113,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0213-535fe63b,triton-lang/triton,FP8 GEMM implemented with triton is slower on Ada (SM89),https://github.com/triton-lang/triton/issues/5583,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0214-0db06f30,triton-lang/triton,Matmul tutorial code failed on odd sizes with FP16 inputs,https://github.com/triton-lang/triton/issues/5990,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
EGNF-0215-27d07bc0,triton-lang/triton,Unexpected FP32 inaccuracy in simple consecutive dot (q @ k.T @ v),https://github.com/triton-lang/triton/issues/8407,precision_tolerance,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,high,suggestion_only_not_gold
