audit_id,blind_id,repository,issue_number,url,title,github_labels,annotator_primary_failure,annotator_is_true_numerical_failure,annotator_confidence,evidence_quote,notes
EG-AUDIT-062,EGNF1000-0315-0fb0588d,jax-ml/jax,27265,https://github.com/jax-ml/jax/issues/27265,Feature request: linalg.eig using nvidia cusolver,enhancement,api_feature_request,no,high,Feature request: linalg.eig using nvidia cusolver The most recent version of cusolver seems to support a new GPU accelerated algorithm for eigendecomposition of general nonsymmetric matrices (https://docs.nvidia.com/cuda/cusolver/index.html,Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-063,EGNF1000-0316-15c4965d,jax-ml/jax,27606,https://github.com/jax-ml/jax/issues/27606,Array API `default_device()` and `devices()` are incorrect,bug,nan_inf,yes,high,Array API `default_device()` and `devices()` are incorrect ### Description `jax.numpy.__array_namespace_info__().default_device()` returns None.,Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-064,EGNF1000-0320-05b7809e,jax-ml/jax,36958,https://github.com/jax-ml/jax/issues/36958,Unexpected result involving `scan` and `vmap`,bug,needs_review,no,low,Unexpected result involving `scan` and `vmap` ### Description The issue was introduced between 0.9.2 and 0.10.0 because the former version does not exhibit the unexpected behaviour.,Insufficient explicit evidence in available excerpt; conservative needs_review.
EG-AUDIT-065,EGNF1000-0476-7634b988,jax-ml/jax,10420,https://github.com/jax-ml/jax/issues/10420,[CPU] `np.linalg.eigh` outputs NaNs for matrix side size >=32767,bug,nan_inf,yes,high,[CPU] `np.linalg.eigh` outputs NaNs for matrix side size >=32767,Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-066,EGNF1000-0508-87d6352f,jax-ml/jax,17176,https://github.com/jax-ml/jax/issues/17176,Support FP8 GEMM kernels which are already support in OpenXLA.,enhancement,api_feature_request,no,high,Support FP8 GEMM kernels which are already support in OpenXLA.,Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-067,EGNF1000-0716-bd77ee48,jax-ml/jax,17722,https://github.com/jax-ml/jax/issues/17722,add jax_debug_infs to docs,documentation,nan_inf,yes,high,"We'd also need to note that it often needs to be combined with `jax_disable_jit` (since infs might not cascade to the output like nans), or alternatively checkify should be used to find infs in intermediates.",Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-068,EGNF1000-0779-45f9efc9,jax-ml/jax,35930,https://github.com/jax-ml/jax/issues/35930,Document constant folding of jnp.arange,bug,nan_inf,yes,high,"### System info (python version, jaxlib version, accelerator, etc.) This is the same in most recent JAX versions",Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-069,EGNF1000-0359-612f303f,cupy/cupy,3892,https://github.com/cupy/cupy/issues/3892,ROCm: Support rocFFT,pr-ongoing|hip,crash_compile,no,high,"python >>> import cupy >>> >>> a = cupy.random.random(10) >>> cupy.fft.fft(a) Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""/home/leo/dev/cupy_rocm35/cupy/fft/fft.py"", line 578, in fft return _fft(a, (n,), (ax",Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen.
EG-AUDIT-070,EGNF1000-0360-ddebb31a,cupy/cupy,3941,https://github.com/cupy/cupy/issues/3941,matmul fails to handle overflows for uint64 properly,cat:bug|prio:high,overflow_underflow,yes,high,matmul fails to handle overflows for uint64 properly This code,Person A-style label: explicit overflow/underflow/saturation symptom.
EG-AUDIT-071,EGNF1000-0362-417b0db2,cupy/cupy,5737,https://github.com/cupy/cupy/issues/5737,Overflow on computing pointers,cat:bug|prio:medium,overflow_underflow,yes,high,Overflow on computing pointers It seems CuPy does not have policy whether to check integer (`Py_ssize_t`) overflows on computing sizes.,Person A-style label: explicit overflow/underflow/saturation symptom.
EG-AUDIT-072,EGNF1000-0363-a7096ac2,cupy/cupy,6566,https://github.com/cupy/cupy/issues/6566,Matmul result overflowing despite casting to higher precision data type,cat:bug|pr-ongoing,overflow_underflow,yes,high,"Matmul result overflowing despite casting to higher precision data type ### Description When I call np.matmul with two int8 inputs and output set to dtype=np.int16, the output can hold numbers that would overflow with int8.",Person A-style label: explicit overflow/underflow/saturation symptom. Secondary cues: dtype_casting.
EG-AUDIT-073,EGNF1000-0364-9630fdfe,cupy/cupy,6864,https://github.com/cupy/cupy/issues/6864,c_nnz overflowing,issue-checked,crash_compile,no,high,"> Traceback (most recent call last): File ""runSparseDNNchallenge.py"", line 103, in <module> scores = inferenceReLUvec(layers, bias, featureVectors); Fil",Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: dtype_casting.
EG-AUDIT-074,EGNF1000-0906-9b32a3b4,cupy/cupy,2334,https://github.com/cupy/cupy/issues/2334,Overflow warning in CI,cat:test|prio:high|pr-ongoing,nan_inf,yes,high,"15:02:17 tests/cupy_tests/math_tests/test_matmul.py::TestMatmulLarge_param_0::test_cupy_matmul 15:02:17 /work/cupy/tests/cupy_tests/math_tests/test_matmul.py:136: RuntimeWarning: overflow encountered in matmul 15:02:17 return xp.matmul(x1, ",Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-075,EGNF1000-0907-a2cef793,cupy/cupy,2390,https://github.com/cupy/cupy/issues/2390,I recently change an entire codebase from numpy to cupy only to get an error saying: cupy can not run on a singly GPU. Please is there a way to run a on a single GPU?,st:awaiting-author|issue-checked,performance_regression,no,medium,I recently change an entire codebase from numpy to cupy only to get an error saying: cupy can not run on a singly GPU.,Person A-style label: performance/resource symptom rather than numerical correctness. Secondary cues: compiler_codegen.
EG-AUDIT-076,EGNF1000-0908-a2ef7287,cupy/cupy,2438,https://github.com/cupy/cupy/issues/2438,Need more information on: unsatisfied condition: cuda >= 9.2,st:awaiting-author,nan_inf,yes,high,Need more information on: unsatisfied condition: cuda >= 9.2 Thank you for using and contributing to CuPy!,Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-077,EGNF1000-0909-ed65cc53,cupy/cupy,2537,https://github.com/cupy/cupy/issues/2537,cupy.cuda.memory.OutOfMemoryError,,crash_compile,no,high,i'm getting following exception.,Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen.
EG-AUDIT-078,EGNF1000-0910-16ea18f0,cupy/cupy,4197,https://github.com/cupy/cupy/issues/4197,[Bug Fix] This is an error why I tried to check two columns,,nan_inf,yes,high,"If it is a bug report, please include the following information: * Conditions (you can just paste the output of `python -c 'import cupy; cupy.show_config()'`) - CuPy version: 8.0.0 - OS/Platform: Windows 10 Pro - CUDA version: CUDA 10.1 - c",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-079,EGNF1000-0911-31c5366f,cupy/cupy,4608,https://github.com/cupy/cupy/issues/4608,original error: libcudart.so.10.2: cannot open shared object file: No such file or directory,,crash_compile,no,high,original error: libcudart.so.10.2: cannot open shared object file: No such file or directory Thank you for using and contributing to CuPy!,Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen.
EG-AUDIT-080,EGNF1000-0912-1d949622,cupy/cupy,4729,https://github.com/cupy/cupy/issues/4729,b,,nan_inf,yes,high,"If it is a bug report, please include the following information: * Conditions (you can just paste the output of `python -c 'import cupy; cupy.show_config()'`) - CuPy version - OS/Platform - CUDA version - cuDNN/NCCL version (if applicable) ",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-081,EGNF1000-0913-570b8eb7,cupy/cupy,5010,https://github.com/cupy/cupy/issues/5010,"cupyx.scipy.signal.convolve2d: cannot open source file ""utility""",issue-checked,nan_inf,yes,high,"If it is a bug report, please include the following information: * Conditions (you can just paste the output of `python -c 'import cupy; cupy.show_config()'`) - CuPy version: 8.0.0 - OS/Platform: Ubuntu 18.04 - CUDA version: 9.0.0a2 - cuDNN",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-082,EGNF1000-0914-fb31ad98,cupy/cupy,5044,https://github.com/cupy/cupy/issues/5044,AttributeError: module 'cupy' has no attribute 'util',issue-checked,crash_compile,no,high,AttributeError: module 'cupy' has no attribute 'util' Thank you for using and contributing to CuPy!,Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen.
EG-AUDIT-083,EGNF1000-0915-c086819a,cupy/cupy,5503,https://github.com/cupy/cupy/issues/5503,Inconsistent behavior between numpy and cupy when handling shapes in array creation,cat:bug|prio:high,nan_inf,yes,high,"If it is a bug report, please include the following information: When using numpty integer types as datatype for shape information, cupy behaves differently than numpy.",Person A-style label: explicit NaN/Inf/non-finite symptom.
EG-AUDIT-084,EGNF1000-0916-b4ddc061,cupy/cupy,6047,https://github.com/cupy/cupy/issues/6047,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes,cat:bug|pr-ongoing,overflow_underflow,yes,high,cupyx.scipy.signal.convolve2d: integer overflow when using mixed dtypes ### Description CuPy's `convolve2d` behaves differently from SciPy's `convolve2d` when using two arrays with different dtypes.,Person A-style label: explicit overflow/underflow/saturation symptom. Secondary cues: dtype_casting.
EG-AUDIT-085,EGNF1000-0917-679d7779,cupy/cupy,8014,https://github.com/cupy/cupy/issues/8014,`argmax` overflows for large arrays,cat:bug|prio:high,overflow_underflow,yes,high,`argmax` overflows for large arrays ### Description `argmax` returns negative indices due to overflow when called on large arrays.,Person A-style label: explicit overflow/underflow/saturation symptom.
EG-AUDIT-086,EGNF1000-0289-99eab5d4,cupy/cupy,8146,https://github.com/cupy/cupy/issues/8146,"Error when including `mma.h`: instance of overloaded function ""__half::__half"" matches the specified type",issue-checked,crash_compile,no,high,PS D:\Users\Marko\Source\Repos\The Spiral Language\Spiral Compilation Tests> & 'C:\Users\mrakg\AppData\Local\Programs\Python\Python311\python.exe' 'c:\Users\mrakg\.vscode\extensions\ms-python.python-2023.22.1\pythonFiles\lib\python\debugpy\,Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: dtype_casting.
EG-AUDIT-087,EGNF1000-0249-b42d3cba,jax-ml/jax,20948,https://github.com/jax-ml/jax/issues/20948,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups,bug|performance,performance_regression,no,medium,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups ### Description **Introduction:** This report outlines a performance issue observed with JAX on both GPU and CPU hardware setups.,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-088,EGNF1000-0269-690306f7,jax-ml/jax,32873,https://github.com/jax-ml/jax/issues/32873,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh",enhancement,api_feature_request,no,high,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh",Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-089,EGNF1000-0270-db8a3ff2,jax-ml/jax,3993,https://github.com/jax-ml/jax/issues/3993,any suggestions on how to improve performance for gradient step with odeint?,,performance_regression,no,medium,any suggestions on how to improve performance for gradient step with odeint?,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-090,EGNF1000-0388-44da768e,jax-ml/jax,21282,https://github.com/jax-ml/jax/issues/21282,simple pallas kernel hangs when input size exceeds some threshold,bug|pallas,performance_regression,no,medium,"Because the driver is older than the ptxas version, XLA is disabling parallel compilation, which may slow down compilation.",Person A-style label: performance/resource symptom rather than numerical correctness. Secondary cues: compiler_codegen.
EG-AUDIT-091,EGNF1000-0455-a55146cf,jax-ml/jax,35702,https://github.com/jax-ml/jax/issues/35702,Add an `unroll` parameter to `while_loop`,enhancement,performance_regression,no,medium,"Its purpose would be the same as for `scan`: To reduce the number of kernel launches, which slow things down on GPU.",Person A-style label: performance/resource symptom rather than numerical correctness. Secondary cues: compiler_codegen.
EG-AUDIT-092,EGNF1000-0510-1dbde10d,jax-ml/jax,17954,https://github.com/jax-ml/jax/issues/17954,FFT implementation in float16,enhancement,crash_compile,no,high,"Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""/opt/conda/envs/trix/lib/python3.10/site-packages/jax/_src/numpy/fft.py"", line 167, in rfft return _fft_core_1d('rfft', xla_client.FftType.RFFT, a, n=n, axis=axis,",Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: dtype_casting.
EG-AUDIT-093,EGNF1000-0511-c0160bf1,jax-ml/jax,23136,https://github.com/jax-ml/jax/issues/23136,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs,bug|XLA|NVIDIA GPU,performance_regression,no,medium,JAX segment_sum is two times slower for FP16 inputs than FP32 inputs ### Description I find that JAX segment_sum is two times slower for FP16 inputs than FP32 inputs.,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-094,EGNF1000-0515-471e3424,jax-ml/jax,30548,https://github.com/jax-ml/jax/issues/30548,FP16 is considerably slower than FP32 on ROCm,bug|AMD GPU,performance_regression,no,medium,FP16 is considerably slower than FP32 on ROCm ### Description FP16 is slower than FP32 on AMD GPUs using ROCm.,Person A-style label: performance/resource symptom rather than numerical correctness. Secondary cues: compiler_codegen.
EG-AUDIT-095,EGNF1000-0517-9e20e692,jax-ml/jax,34748,https://github.com/jax-ml/jax/issues/34748,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration",bug,performance_regression,no,medium,"Extremely slow performance of ""solve"" under JAX with bfloat16 and cuda configuration ### Description Please contact kevin.xu.1982.02.06@gmail.com or 1079602703@qq.com.",Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-096,EGNF1000-0540-9923a347,jax-ml/jax,22313,https://github.com/jax-ml/jax/issues/22313,FP8 XLA matmul fusion into `__cublas$lt$matmul$f8` not fully working,bug,api_feature_request,no,high,"The [XLA FP8 RFC](https://github.com/openxla/xla/discussions/22) describes the pseudo code corresponding, and to be best of my knowledge, these rules have been implemented in the [OpenXLA Gemm rewriter pass](https://github.com/openxla/xla/b",Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-097,EGNF1000-0606-2506ee32,jax-ml/jax,11705,https://github.com/jax-ml/jax/issues/11705,Bfloat16 matrix multiply is slower than FP16 on A100,bug|P1 (soon)|NVIDIA GPU,performance_regression,no,medium,Bfloat16 matrix multiply is slower than FP16 on A100 Using an A100 Colab:,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-098,EGNF1000-0607-ba90f2c9,jax-ml/jax,16673,https://github.com/jax-ml/jax/issues/16673,Wider support for FP8 datatypes,enhancement,api_feature_request,no,high,Wider support for FP8 datatypes @jakevdp I am trying to use float8 datatypes as part of training quantized spiking neural networks but cannot initialise weights for a network because jax.random.\_uniform does not support jnp.float8_* dtypes,Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-099,EGNF1000-0609-e556bed8,jax-ml/jax,21352,https://github.com/jax-ml/jax/issues/21352,`jax.lax.random_gamma_grad` has very slow convergence for large inputs,bug,performance_regression,no,medium,`jax.lax.random_gamma_grad` has very slow convergence for large inputs ### Description I am training a variational inference model that uses `jax.random.dirichlet` to make a Monte Carlo estimate of the ELBO (evidence lower bound).,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-100,EGNF1000-0727-be426ba1,jax-ml/jax,36927,https://github.com/jax-ml/jax/issues/36927,Performance regression in batched jnp.linalg.solve on CPU from jax/jaxlib 0.9.2 to 0.10.0,bug,performance_regression,no,medium,"A larger application benchmark led me to this, but the slowdown reproduces with batched jnp.linalg.solve alone.",Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-101,EGNF1000-0807-f618dbc2,jax-ml/jax,29470,https://github.com/jax-ml/jax/issues/29470,"`jit` compiled function overhead, help for PyTree registration",bug,needs_review,no,low,"`jit` compiled function overhead, help for PyTree registration ### Description Hi, I have multiple custom pytree classes which are inputs to a `jit` compiled function.",Insufficient explicit evidence in available excerpt; conservative needs_review.
EG-AUDIT-102,EGNF1000-0048-cae04f17,numba/numba,4647,https://github.com/numba/numba/issues/4647,help diagnosing a GPU performance issue,CUDA|performance,performance_regression,no,medium,help diagnosing a GPU performance issue <!-- Thanks for opening an issue!,Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-103,EGNF1000-0083-fcb73630,apache/tvm,18895,https://github.com/apache/tvm/issues/18895,[Bug]: Semantically equivalent ONNX graphs produce inconsistent ReduceMean results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent ReduceMean results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyth",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-104,EGNF1000-0150-be49dbc5,apache/tvm,14947,https://github.com/apache/tvm/issues/14947,[Bug] Wrong Result by nn.Dense and relay.Constant with TensorRT,type: bug|needs-triage,performance_regression,no,medium,"it works well with `matmul`, but when I changed the operator into `dense` and a parameter to `constant`, it produces the all-zero result.",Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-105,EGNF1000-0151-750fdaaa,apache/tvm,18899,https://github.com/apache/tvm/issues/18899,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin and Tan results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin and Tan results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Pyt",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-106,EGNF1000-0152-fa2c68a4,apache/tvm,18900,https://github.com/apache/tvm/issues/18900,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Add results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Add results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python API ",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-107,EGNF1000-0153-ba831728,apache/tvm,18901,https://github.com/apache/tvm/issues/18901,[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin/ReduceSum results on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug]: Semantically equivalent ONNX graphs produce inconsistent Sin/ReduceSum results on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 P",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-108,EGNF1000-0154-b1a349ae,apache/tvm,18902,https://github.com/apache/tvm/issues/18902,[Bug] :Semantically equivalent ONNX graphs produce inconsistent concat outputs on CPU in TVM 0.9.0,type: bug|needs-triage,nan_inf,yes,high,"[Bug] :Semantically equivalent ONNX graphs produce inconsistent concat outputs on CPU in TVM 0.9.0 ## OS verison WSL2 Ubuntu on x86_64, kernel 6.6.87.2-microsoft-standard-WSL2 ## device used for inference CPU ## Framework TVM 0.9.0 Python A",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-109,EGNF1000-0196-7d702a78,apache/tvm,13204,https://github.com/apache/tvm/issues/13204,[Bug] MetaSchedule produce incorrect result when TensorCore is used,type: bug|needs-triage,crash_compile,no,high,python import tempfile import numpy as np import tvm from tvm.contrib import nvcc from tvm import meta_schedule as ms from tvm.meta_schedule import tune_tir from tvm.target import Target from tvm.meta_schedule.testing import te_workload def,Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen|dtype_casting.
EG-AUDIT-110,EGNF1000-0197-fc1c905d,apache/tvm,19524,https://github.com/apache/tvm/issues/19524,[Bug][Relax] `conv2d_transpose` produces wrong results on CUDA when `output_padding > 0`,type: bug|needs-triage,nan_inf,yes,high,"python import numpy as np import tvm from tvm import relax import tvm.relax.op as R from tvm.s_tir import dlight bb = relax.BlockBuilder() x = relax.Var(""x"", relax.TensorStructInfo((1, 16, 7, 7), ""float32"")) w = relax.Var(""w"", relax.TensorS",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-111,EGNF1000-0198-b2215873,apache/tvm,8296,https://github.com/apache/tvm/issues/8296,[RFC][Tracking Issue][AMP] Tracking Issue for Mixed Precision Pass,topi|type:rfc-tracking|relay:op,api_feature_request,no,high,[RFC][Tracking Issue][AMP] Tracking Issue for Mixed Precision Pass This issue tracks work on supporting mixed precision within TVM.,Person A-style strict label: request/proposal/support tracker rather than a demonstrated numerical bug.
EG-AUDIT-112,EGNF1000-0278-8bd5026b,apache/tvm,12327,https://github.com/apache/tvm/issues/12327,"[Bug] Can not build the apk of ""android_camera"" in apps",type: bug|vert:android,crash_compile,no,high,"Caused by: java.io.IOException: Cannot run program ""ndk-build"" (in directory ""/home/timmy/Documents/research/tvm/apps/android_camera/app""): error=2, No such file or directory at net.rubygrapefruit.platform.internal.DefaultProcessLauncher.st",Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context.
EG-AUDIT-113,EGNF1000-0279-755ecca5,apache/tvm,14791,https://github.com/apache/tvm/issues/14791,[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop,type: bug|tune:meta_schedule,precision_tolerance,yes,medium,"[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop In my testing of FewShotTuningPass #14624 I noticed that when using llvm target, it will generate incorrect results because of wrong loop selected in RewriteReduction post proce",Person A-style label: report gives expected-vs-actual or mismatched outputs; no clearer NaN/overflow/dtype root cause dominates.
EG-AUDIT-114,EGNF1000-0280-840fefa8,apache/tvm,4072,https://github.com/apache/tvm/issues/4072,[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard,,precision_tolerance,yes,medium,"[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard For versions of LLVM < 6.0, the mfloat-abi=hard flag does not appear to be respected resulting in operators such as exp and softmax giving incorrect results on Raspberry Pi 3.",Person A-style label: report gives expected-vs-actual or mismatched outputs; no clearer NaN/overflow/dtype root cause dominates. Secondary cues: compiler_codegen.
EG-AUDIT-115,EGNF1000-0287-bbc32ca7,apache/tvm,13364,https://github.com/apache/tvm/issues/13364,"[Bug] Padded, quantized convolution operators give incorrect results on edges",type: bug|needs-triage,performance_regression,no,medium,"[Bug] Padded, quantized convolution operators give incorrect results on edges When the microTVM team was working on our submission for MLPerf Tiny, we noticed the `kws` model had slightly worse accuracy than expected (we classified `897/100",Person A-style label: performance/resource symptom rather than numerical correctness.
EG-AUDIT-116,EGNF1000-0665-b82baf61,apache/tvm,19435,https://github.com/apache/tvm/issues/19435,"[Bug] [Relax][ONNX] ScatterElements ignores `reduction` attribute, silently produces wrong results",type: bug|needs-triage,nan_inf,yes,high,"python import numpy as np import onnx from onnx import helper, TensorProto import onnxruntime as ort import tvm from tvm import relax from tvm.relax.frontend.onnx import from_onnx data = np.ones((3, 3), dtype=np.float32) indices = np.array(",Person A-style label: explicit NaN/Inf/non-finite symptom. Secondary cues: compiler_codegen.
EG-AUDIT-117,EGNF1000-0708-89e6d122,apache/tvm,18698,https://github.com/apache/tvm/issues/18698,[Bug] The Onnx Frontend incorrectly mapping the Operator implementation version,type: bug|needs-triage,dtype_casting,yes,medium,"lv90: R.Tensor((1, 516, 4, 18), dtype=""float32"") = R.concat((lv86, lv87, lv88, lv89), axis=1) lv91: R.Tensor((1, 68, 4, 18), dtype=""float32"") = R.nn.conv2d(lv90, metadata[""relax.expr.Constant""][30], strides=[1, 1], padding=[0, 0, 0, 0], dil",Person A-style label: dtype/casting/quantization evidence is central to the reported correctness behavior. Secondary cues: precision_tolerance.
EG-AUDIT-118,EGNF1000-0864-0eb251f5,apache/tvm,12630,https://github.com/apache/tvm/issues/12630,[Bug] [Optimization] Incorrect results with optimization level 3 and 4,type: bug|tir:arith,precision_tolerance,yes,medium,[Bug] [Optimization] Incorrect results with optimization level 3 and 4 I am getting incorrect results (lower accuracy) at optimization level 4 with this densenet-121 model.,Person A-style label: report gives expected-vs-actual or mismatched outputs; no clearer NaN/overflow/dtype root cause dominates. Secondary cues: compiler_codegen.
EG-AUDIT-119,EGNF1000-0939-a805e084,apache/tvm,12373,https://github.com/apache/tvm/issues/12373,[Bug] Misuse of reduce_axis,type: bug|relay:op|te,crash_compile,no,high,"AssertionError: Not equal to tolerance rtol=1e-05, atol=1e-07 Mismatched elements: 100 / 100 (100%) Max absolute difference: 92 Max relative difference: 1.",Person A-style strict label: explicit stack trace/build/import/runtime failure is prioritized over possible numerical context. Secondary cues: compiler_codegen|dtype_casting.
