expansion_id,repository,title,url,original_primary_failure,repaired_primary_failure,repaired_secondary_cause_labels,repair_rule,is_true_numerical_failure,confidence
EGNF1000-0769-e647375a,rapidsai/cuml,[FEA] Update dask RF to convert dtype float64 to float32 to run fit,https://github.com/rapidsai/cuml/issues/2073,api_feature_request,not_numerical_failure,dtype_casting|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0779-45f9efc9,jax-ml/jax,Document constant folding of jnp.arange,https://github.com/jax-ml/jax/issues/35930,compiler_codegen,not_numerical_failure,precision_tolerance|compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0782-ef06f89e,pytorch/pytorch,DISABLED test_nan_assert_float32 (__main__.ProcessGroupNCCLGroupTest),https://github.com/pytorch/pytorch/issues/177006,compiler_codegen,not_numerical_failure,compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0786-8f1f4cf8,rapidsai/cuml,[FEA] Allow FIL-loaded xgboost models to predict on dataframes with null values,https://github.com/rapidsai/cuml/issues/3543,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0790-a5d860eb,triton-lang/triton,Feature Request: Optional 64-bit indexing for block pointer offsets,https://github.com/triton-lang/triton/issues/9247,compiler_codegen,performance_only,performance_regression|api_feature_request|compiler_codegen,compiler_codegen_to_performance_only,no,medium
EGNF1000-0791-bfa5ec69,jax-ml/jax,jnp.save in a distributed mannor through GPUDirect,https://github.com/jax-ml/jax/issues/15281,needs_review,not_numerical_failure,api_feature_request,needs_review_to_not_numerical_failure,no,low
EGNF1000-0799-6769b448,jax-ml/jax,Bogus gradient value from value_and_grad for committed DeviceArray on a multi-GPU host,https://github.com/jax-ml/jax/issues/11478,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0800-74d75221,jax-ml/jax,Clear Cuda Cache,https://github.com/jax-ml/jax/issues/13330,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0801-49c76139,jax-ml/jax,Supporting uint256 operations,https://github.com/jax-ml/jax/issues/13669,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0802-bd9cde25,jax-ml/jax,[v0.4.26] Fails to initialize CUDA backend after jax_cuda_visible_devices is set,https://github.com/jax-ml/jax/issues/20722,compiler_codegen,crash_compile,compiler_codegen,compiler_codegen_to_crash_compile,no,medium
EGNF1000-0804-11d91fe5,jax-ml/jax,time.sleep affects the execution time of JAX,https://github.com/jax-ml/jax/issues/24941,compiler_codegen,not_numerical_failure,compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0807-f618dbc2,jax-ml/jax,"`jit` compiled function overhead, help for PyTree registration",https://github.com/jax-ml/jax/issues/29470,compiler_codegen,performance_only,compiler_codegen,compiler_codegen_to_performance_only,no,medium
EGNF1000-0809-8c029072,pytorch/pytorch,Incorrect Error Message Ordering for nn.AdaptiveAvgPool2d with Incorrect output_size,https://github.com/pytorch/pytorch/issues/104698,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0818-189467a4,pytorch/pytorch,[Inductor] why `TORCHINDUCTOR_MAX_AUTOTUNE_GEMM_BACKENDS=TRITON` does NOT work?,https://github.com/pytorch/pytorch/issues/154947,compiler_codegen,not_numerical_failure,compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0822-5c8abb5d,pytorch/pytorch,The Inductor test suite test_torchinductor_opinfo was incorrectly disabled on all devices except CUDA.,https://github.com/pytorch/pytorch/issues/161132,compiler_codegen,not_numerical_failure,performance_regression|compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0830-7216e65d,pytorch/pytorch,[RFC] Overview of Test Case Refactoring in PyTorch,https://github.com/pytorch/pytorch/issues/174469,needs_review,not_numerical_failure,api_feature_request,needs_review_to_not_numerical_failure,no,low
EGNF1000-0831-e007e021,pytorch/pytorch,torch.compile VRAM usage regression between 2.9.1 and 2.10.0,https://github.com/pytorch/pytorch/issues/175058,performance_regression,performance_only,compiler_codegen|crash_compile|api_feature_request,performance_regression_to_performance_only,no,medium
EGNF1000-0833-141a060e,pytorch/pytorch,"Large fp32 discrepancy in LeNet5Fashion conv2 output on CUDA eager baseline, with similar error against both CUDA compile and CPU eager",https://github.com/pytorch/pytorch/issues/178145,needs_review,crash_compile,precision_tolerance,needs_review_to_crash_compile,no,low
EGNF1000-0839-9a5e13e7,rapidsai/cudf,[BUG] Assignment of string list to column doesn't work,https://github.com/rapidsai/cudf/issues/11944,needs_review,not_numerical_failure,api_feature_request,needs_review_to_not_numerical_failure,no,low
EGNF1000-0841-3b46b48f,rapidsai/cudf,[DOC] dask-cudf starter example on docs page fails,https://github.com/rapidsai/cudf/issues/13309,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0842-8564a576,rapidsai/cudf,[BUG] Memory issue with `REDUCTION_TEST` detected by `compute-sanitizer`,https://github.com/rapidsai/cudf/issues/13685,needs_review,crash_compile,unknown,needs_review_to_crash_compile,no,low
EGNF1000-0843-54d5555b,rapidsai/cudf,[BUG] Memcheck global read error in `DistinctJoinTest.IntegerInnerJoin`,https://github.com/rapidsai/cudf/issues/15156,compiler_codegen,not_numerical_failure,compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0847-9afc979e,rapidsai/cudf,[FEA] Replace UDF detection logic with named entry points,https://github.com/rapidsai/cudf/issues/18379,api_feature_request,not_numerical_failure,compiler_codegen|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0852-8a1e9435,rapidsai/cudf,"[BUG] dask groupby-aggregation results are missing keys, causing incorrect values",https://github.com/rapidsai/cudf/issues/3719,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0854-ad9dbd32,rapidsai/cuml,[QST] TSNE perplexity parameter,https://github.com/rapidsai/cuml/issues/2147,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0856-41ed95e8,rapidsai/cuml,[FEA] Implement nan_euclidean distance metric,https://github.com/rapidsai/cuml/issues/4783,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0857-022ba166,rapidsai/cuml,[BUG] Reduce memory footprint of mnmg kmeans,https://github.com/rapidsai/cuml/issues/5212,needs_review,performance_only,unknown,needs_review_to_performance_only,no,low
EGNF1000-0858-034a9bce,rapidsai/cuml,[FEA] nan_euclidean or custom metric added as a metric in NearestNeighbors,https://github.com/rapidsai/cuml/issues/5706,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0860-9b12458d,rapidsai/cuml,[Epic] Improve sklearn compatibility,https://github.com/rapidsai/cuml/issues/7061,needs_review,not_numerical_failure,precision_tolerance|performance_regression,needs_review_to_not_numerical_failure,no,low
EGNF1000-0861-b9c1c39d,rapidsai/cuml,[Tracker] Limitations of RandomForest feature_importances_,https://github.com/rapidsai/cuml/issues/7454,needs_review,not_numerical_failure,api_feature_request,needs_review_to_not_numerical_failure,no,low
EGNF1000-0874-daafc1ab,apache/tvm,[VTA][Chisel] deploy classification not working when timer() is used,https://github.com/apache/tvm/issues/5003,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0876-f86eaad2,numba/numba,enhancement for `array_equal`,https://github.com/numba/numba/issues/7937,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0877-3c2477a2,numba/numba,Raise a warning if fastmath options nnan/ninf are in use with `isnan` or `isinf`,https://github.com/numba/numba/issues/8708,needs_review,not_numerical_failure,precision_tolerance,needs_review_to_not_numerical_failure,no,low
EGNF1000-0878-050a10b6,triton-lang/triton,AxisInfo: Bug in MaxMinOpAxisInfoVisitor,https://github.com/triton-lang/triton/issues/7758,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0879-8cb13779,jax-ml/jax,"add `is_tracer`, `assert_concrete` functions to API",https://github.com/jax-ml/jax/issues/15625,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0880-ee850d6c,jax-ml/jax,Support erfcx,https://github.com/jax-ml/jax/issues/1987,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0881-9506bf6a,jax-ml/jax,Complex gradient,https://github.com/jax-ml/jax/issues/22948,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0882-bdb4baa8,jax-ml/jax,Improve support for using JAX's custom LAPACK calls externally,https://github.com/jax-ml/jax/issues/23172,compiler_codegen,not_numerical_failure,api_feature_request|compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0883-2d975ab4,jax-ml/jax,Please consider adding scipy.special.iv to jax.special,https://github.com/jax-ml/jax/issues/2466,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0884-6cd9258d,jax-ml/jax,Add associative / parallel version of jax.tree.reduce,https://github.com/jax-ml/jax/issues/29774,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0885-908eed06,jax-ml/jax,Add scipy.special.hyp2f1?,https://github.com/jax-ml/jax/issues/2991,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0886-20090900,jax-ml/jax,Simple missed compiler optimization?,https://github.com/jax-ml/jax/issues/31257,compiler_codegen,crash_compile,precision_tolerance|compiler_codegen,compiler_codegen_to_crash_compile,no,medium
EGNF1000-0887-501a8b03,jax-ml/jax,odeint Runge-Kutta step size sometimes goes backward in time,https://github.com/jax-ml/jax/issues/3437,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0893-ad885b81,rapidsai/cuml,[BUG] Sporadic KBinsDiscretizer pytests fail with quantile strategy,https://github.com/rapidsai/cuml/issues/2933,needs_review,crash_compile,unknown,needs_review_to_crash_compile,no,low
EGNF1000-0894-e9ac302e,rapidsai/cuml,[BUG] cannot use local RAFT in get_raft.cmake for building cuML this support is broken,https://github.com/rapidsai/cuml/issues/3972,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0895-a2a487cf,rapidsai/cuml,"[FEA] Request building KNNImputer, IterativeImputer, PowerTransform",https://github.com/rapidsai/cuml/issues/4694,api_feature_request,not_numerical_failure,api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0896-3d3b29eb,rapidsai/cuml,[FEA] Support for HDBSCAN relative_validity,https://github.com/rapidsai/cuml/issues/5945,api_feature_request,not_numerical_failure,crash_compile|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0898-cf688f69,rapidsai/cuml,Remove deprecation warning in `UMAP.fit` around `data_on_host`,https://github.com/rapidsai/cuml/issues/6886,needs_review,not_numerical_failure,unknown,needs_review_to_not_numerical_failure,no,low
EGNF1000-0905-a5c799ec,triton-lang/triton,Bug: tt.dot_scaled fails with multi-CTA (num_ctas > 1),https://github.com/triton-lang/triton/issues/7982,compiler_codegen,not_numerical_failure,api_feature_request|compiler_codegen,compiler_codegen_to_not_numerical_failure,no,medium
EGNF1000-0927-72bc4252,pytorch/pytorch,Half precision cdist,https://github.com/pytorch/pytorch/issues/29528,api_feature_request,not_numerical_failure,precision_tolerance|performance_regression|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0931-b36df106,rapidsai/cuml,[ENH] add support for fp32 in ARIMA,https://github.com/rapidsai/cuml/issues/1256,api_feature_request,not_numerical_failure,precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0932-dbdd3c28,rapidsai/cuml,[FEA] ROC Curve,https://github.com/rapidsai/cuml/issues/3672,api_feature_request,not_numerical_failure,compiler_codegen|precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0935-5542c076,rapidsai/cuml,[FEA] Add c++ util for singleToDoublePrecisionPerfRatio,https://github.com/rapidsai/cuml/issues/803,api_feature_request,not_numerical_failure,precision_tolerance|performance_regression|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0938-5b514bed,triton-lang/triton,Host TensorDescriptor vs. device tensor descriptor creation not producing similar outputs,https://github.com/triton-lang/triton/issues/9719,compiler_codegen,crash_compile,compiler_codegen,compiler_codegen_to_crash_compile,no,medium
EGNF1000-0947-c623095b,pytorch/pytorch,[inductor][cpu] resnet50_quantized_qat CPP wrapper torch._inductor.exc.InductorError: CppCompileError: C++ compile error in 2026-05-11 nightly release,https://github.com/pytorch/pytorch/issues/183401,performance_regression,performance_only,compiler_codegen|dtype_casting|crash_compile,performance_regression_to_performance_only,no,medium
EGNF1000-0949-b0380285,rapidsai/cuml,[CI] Flaky SG_TSNE_TEST failure with BreastCancer dataset and KNN Barnes-Hut,https://github.com/rapidsai/cuml/issues/7705,needs_review,crash_compile,precision_tolerance,needs_review_to_crash_compile,no,low
EGNF1000-0988-55277ee7,pytorch/pytorch,Add custom precision or tolerance support for out of tree backends,https://github.com/pytorch/pytorch/issues/177968,api_feature_request,not_numerical_failure,precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0992-148d3ca6,rapidsai/cuml,[FEA] Check convergence before setting fit_status for SVM,https://github.com/rapidsai/cuml/issues/1631,api_feature_request,not_numerical_failure,precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0993-da45fd5a,rapidsai/cuml,[FEA] Add implementation for average precision recall score.,https://github.com/rapidsai/cuml/issues/3311,api_feature_request,not_numerical_failure,compiler_codegen|precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
EGNF1000-0994-14243767,rapidsai/cuml,[FEA] Support cuDF dataframes with Decimal dtype columns as input to estimators,https://github.com/rapidsai/cuml/issues/3580,performance_regression,performance_only,dtype_casting|api_feature_request,performance_regression_to_performance_only,no,medium
EGNF1000-0996-e4495709,rapidsai/cuml,[FEA] Better usage of NN Descent as knn build algo,https://github.com/rapidsai/cuml/issues/5942,api_feature_request,not_numerical_failure,precision_tolerance|api_semantics,api_feature_request_to_not_numerical_failure,no,medium
