audit_id,blind_id,repository,issue_number,url,title,github_labels,person_a_primary_failure,person_a_is_true_numerical_failure,person_a_confidence,person_a_evidence_quote,person_a_notes,person_b_primary_failure,person_b_is_true_numerical_failure,person_b_confidence,person_b_evidence_quote,person_b_notes,adjudicated_primary_failure,adjudicated_is_true_numerical_failure,adjudicated_confidence,adjudication_reason
EG-AUDIT-034,EGNF1000-0509-75a70a17,jax-ml/jax,17402,https://github.com/jax-ml/jax/issues/17402,"jax.debug.breakpoint() give numpy array and with bfloat16, it comptue",bug,nan_inf,yes,high,"jax.debug.breakpoint() give numpy array and with bfloat16, it comptue ### Description jax.debug.breakpoint() give strange results.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=dtype_casting.,nan_inf,yes,high,"jax.debug.breakpoint() give numpy array and with bfloat16, it comptue ### Description jax.debug.breakpoint() give strange results.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=dtype_casting.,dtype_casting,unclear,medium,The unexpected behavior is associated with bfloat16 handling in debugging.
EG-AUDIT-035,EGNF1000-0258-28bff1f9,cupy/cupy,8028,https://github.com/cupy/cupy/issues/8028,CUPY sosfilt_zi some SOS coefficients are not supported2,cat:bug|prio:medium,nan_inf,yes,high,"https://github.com/cupy/cupy/pull/7998 from _signaltools import sosfilt_zi,sosfilt from scipy import signal low_sos = signal.bessel(1, 0.5, 'lowpass', output='sos', fs=250) low_sos_cupy = cp.asarray(low_sos) zi_cupy = sosfilt_zi(low_sos_cup",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"https://github.com/cupy/cupy/pull/7998 from _signaltools import sosfilt_zi,sosfilt from scipy import signal low_sos = signal.bessel(1, 0.5, 'lowpass', output='sos', fs=250) low_sos_cupy = cp.asarray(low_sos) zi_cupy = sosfilt_zi(low_sos_cup",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,not_numerical_failure,no,medium,The report is about unsupported SOS coefficients rather than a clear numeric failure.
EG-AUDIT-036,EGNF1000-0368-154dcf61,cupy/cupy,8560,https://github.com/cupy/cupy/issues/8560,Implement cupy.ndarray == None and cupy.ndarray != None,issue-checked,nan_inf,yes,high,"import cupy >>> a = cupy.array([1, 2, cupy.nan]) >>> a == None Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""cupy/_core/core.pyx"", line 1217, in cupy._core.core._ndarray_base.__richcmp__ TypeError: operand ty",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"import cupy >>> a = cupy.array([1, 2, cupy.nan]) >>> a == None Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""cupy/_core/core.pyx"", line 1217, in cupy._core.core._ndarray_base.__richcmp__ TypeError: operand ty",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,not_numerical_failure,no,high,This is a feature/API request for comparisons with None.
EG-AUDIT-037,EGNF1000-0605-75581e29,cupy/cupy,9005,https://github.com/cupy/cupy/issues/9005,`cp.inf` still cannot be fused with cp.where and cp.newaxis,cat:bug|prio:high,nan_inf,yes,high,`cp.inf` still cannot be fused with cp.where and cp.newaxis ### Description Even we can now use `cp.inf`/`cp.nan` in a fusedkernel after [#7122 Fix compile error from inf/nan in cupy.fuse](https://github.com/cupy/cupy/pull/7122) CuPy codege,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,`cp.inf` still cannot be fused with cp.where and cp.newaxis ### Description Even we can now use `cp.inf`/`cp.nan` in a fusedkernel after [#7122 Fix compile error from inf/nan in cupy.fuse](https://github.com/cupy/cupy/pull/7122) CuPy codege,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,crash_compile,unclear,medium,"The issue is that inf/nan constants cannot be fused, indicating a fusion execution failure."
EG-AUDIT-038,EGNF1000-0060-80037eb7,jax-ml/jax,21900,https://github.com/jax-ml/jax/issues/21900,Edge behavior in `jax.scipy.special.betainc`,bug,nan_inf,yes,high,"python3 import matplotlib.pyplot as plt import numpy as np from scipy.special import betainc as betainc_scipy import jax.numpy as xp from jax.scipy.special import betainc as betainc_jax a = np.logspace(-40, -1, 300) b = 1 x = 0.25 plt.loglo",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"python3 import matplotlib.pyplot as plt import numpy as np from scipy.special import betainc as betainc_scipy import jax.numpy as xp from jax.scipy.special import betainc as betainc_jax a = np.logspace(-40, -1, 300) b = 1 x = 0.25 plt.loglo",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,high,The report concerns edge-case numerical behavior in betainc.
EG-AUDIT-039,EGNF1000-0102-eaef1724,jax-ml/jax,32641,https://github.com/jax-ml/jax/issues/32641,[CUDA] jax.lax.linalg.eigh outputs nan for complex128 matrix,bug|NVIDIA GPU,nan_inf,yes,high,"[CUDA] jax.lax.linalg.eigh outputs nan for complex128 matrix ### Description While running some complex code of ours on gpu I ran into spurious numerical instabilities, which I was able to trace down to the complex eigh returing nan, see th",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"[CUDA] jax.lax.linalg.eigh outputs nan for complex128 matrix ### Description While running some complex code of ours on gpu I ran into spurious numerical instabilities, which I was able to trace down to the complex eigh returing nan, see th",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The title explicitly says eigh outputs NaNs.
EG-AUDIT-040,EGNF1000-0162-d35b43dd,jax-ml/jax,23626,https://github.com/jax-ml/jax/issues/23626,"jax.lax.linalg.lu returns LU factorisation for singular matrix, jax.scipy.linalg.lu_solve silently returns spurious result in 32bit",bug,nan_inf,yes,high,"jax.lax.linalg.lu returns LU factorisation for singular matrix, jax.scipy.linalg.lu_solve silently returns spurious result in 32bit ### Description Singular matrix with linearly dependent columns have infinitely many LU factorisations.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"jax.lax.linalg.lu returns LU factorisation for singular matrix, jax.scipy.linalg.lu_solve silently returns spurious result in 32bit ### Description Singular matrix with linearly dependent columns have infinitely many LU factorisations.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,high,The report describes silently spurious results for a singular matrix.
EG-AUDIT-041,EGNF1000-0203-c9a78d27,jax-ml/jax,22291,https://github.com/jax-ml/jax/issues/22291,"Exception has occurred: FloatingPointError invalid value (nan) encountered in jit(convert_element_type). Because jax_config.debug_nans.value and/or config.jax_debug_infs is set, the de-optimized function (i.e., the function as if the `jit` decorator were removed) was called in an attempt to get a more precise error message. However, the de-optimized function did not produce invalid values during its execution.",bug,nan_inf,yes,high,Exception has occurred: FloatingPointError invalid value (nan) encountered in jit(convert_element_type).,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,Exception has occurred: FloatingPointError invalid value (nan) encountered in jit(convert_element_type).,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The evidence explicitly reports a FloatingPointError caused by NaN.
EG-AUDIT-042,EGNF1000-0282-ec5cb10f,jax-ml/jax,22682,https://github.com/jax-ml/jax/issues/22682,jax.random.choice can return entries with zero probability,bug,nan_inf,yes,high,`jnp.cumsum` apparently does some optimization which can cause a non-zero difference between subsequent cumulative sums even when the respective element in the summed array is zero.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,`jnp.cumsum` apparently does some optimization which can cause a non-zero difference between subsequent cumulative sums even when the respective element in the summed array is zero.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,high,The issue is a wrong random-choice result due to cumulative-sum behavior.
EG-AUDIT-043,EGNF1000-0305-b855b138,jax-ml/jax,19573,https://github.com/jax-ml/jax/issues/19573,log1p results are incorrect on complex inputs with large absolute value,bug,nan_inf,yes,high,"As an example, consider a sample from the report for [complex32 inputs using CPU](https://github.com/pearu/complex_function_validation/blob/main/numpy_jax_results_dev/data/log1p_NumPy_complex128_cpu_versus_JAX_complex64_cpu.txt):",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"As an example, consider a sample from the report for [complex32 inputs using CPU](https://github.com/pearu/complex_function_validation/blob/main/numpy_jax_results_dev/data/log1p_NumPy_complex128_cpu_versus_JAX_complex64_cpu.txt):",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,high,The visible symptom is incorrect log1p results on complex inputs.
EG-AUDIT-044,EGNF1000-0307-a1cc4981,jax-ml/jax,22413,https://github.com/jax-ml/jax/issues/22413,all inputs are nans in a next step iterationwhile using `jax.scipy.optimize.minimize`,bug,nan_inf,yes,high,"all inputs are nans in a next step iterationwhile using `jax.scipy.optimize.minimize` ### Description Just cannot understand why while using `minimize`, the first iteration is good, `m_term` and `LL` are all reasonable values, then the next",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"all inputs are nans in a next step iterationwhile using `jax.scipy.optimize.minimize` ### Description Just cannot understand why while using `minimize`, the first iteration is good, `m_term` and `LL` are all reasonable values, then the next",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The report states that inputs become NaNs in the next iteration.
EG-AUDIT-045,EGNF1000-0309-79fefbe8,jax-ml/jax,23504,https://github.com/jax-ml/jax/issues/23504,[Pallas GPU] The behavior of `jnp.sign(jnp.nan)` in Pallas GPU does not match that of JAX,bug,nan_inf,yes,high,[Pallas GPU] The behavior of `jnp.sign(jnp.nan)` in Pallas GPU does not match that of JAX ### Description,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,[Pallas GPU] The behavior of `jnp.sign(jnp.nan)` in Pallas GPU does not match that of JAX ### Description,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The issue concerns mismatched behavior for jnp.sign(jnp.nan).
EG-AUDIT-046,EGNF1000-0310-c4988591,jax-ml/jax,23717,https://github.com/jax-ml/jax/issues/23717,"When calculating the loss, the input data does not contain NaN, but the output contains NaN",bug,nan_inf,yes,high,"When calculating the loss, the input data does not contain NaN, but the output contains NaN ### Description Please specify cuda:0 at the very beginning.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"When calculating the loss, the input data does not contain NaN, but the output contains NaN ### Description Please specify cuda:0 at the very beginning.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The report explicitly says the output contains NaN.
EG-AUDIT-047,EGNF1000-0311-b121247c,jax-ml/jax,24114,https://github.com/jax-ml/jax/issues/24114,[Regression] Gradient explodes after upgrading to JAX 0.4.33 from 0.4.30,bug,nan_inf,yes,high,[Regression] Gradient explodes after upgrading to JAX 0.4.33 from 0.4.30 ### Description I'm training LLAMA-3.1-like transformer architecture in Hybrid Sharded Data Parallel-Context Parallel setup on 32GPUs.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,[Regression] Gradient explodes after upgrading to JAX 0.4.33 from 0.4.30 ### Description I'm training LLAMA-3.1-like transformer architecture in Hybrid Sharded Data Parallel-Context Parallel setup on 32GPUs.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,medium,"The main symptom is unstable/exploding gradients after an upgrade, not explicit NaN/Inf."
EG-AUDIT-048,EGNF1000-0314-db86d5ee,jax-ml/jax,24955,https://github.com/jax-ml/jax/issues/24955,`debug_nans` error always says the de-optimized function did not produce NaNs,bug,nan_inf,yes,high,"`debug_nans` error always says the de-optimized function did not produce NaNs ### Description I'm working on documentation for `debug_nans` and I wrote the following function, which for certain input values calls `jnp.log` on a negative num",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"`debug_nans` error always says the de-optimized function did not produce NaNs ### Description I'm working on documentation for `debug_nans` and I wrote the following function, which for certain input values calls `jnp.log` on a negative num",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,not_numerical_failure,no,high,The issue concerns debug_nans error messaging rather than a numeric computation failure.
EG-AUDIT-049,EGNF1000-0381-a2f7c534,jax-ml/jax,19751,https://github.com/jax-ml/jax/issues/19751,Square on large complex(64) inputs return incorrect results,bug,nan_inf,yes,high,"Square on large complex(64) inputs return incorrect results ### Description As reported in [MPMath vs Jax square, CPU](https://github.com/pearu/complex_function_validation/blob/main/mpmath_jax_results/data/square_MPMath_complex128_cpu_versu",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"Square on large complex(64) inputs return incorrect results ### Description As reported in [MPMath vs Jax square, CPU](https://github.com/pearu/complex_function_validation/blob/main/mpmath_jax_results/data/square_MPMath_complex128_cpu_versu",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,high,The report says square returns incorrect results for large complex inputs.
EG-AUDIT-050,EGNF1000-0382-b3d0d435,jax-ml/jax,26468,https://github.com/jax-ml/jax/issues/26468,`linalg.lstsq` incorrectly returns nans,bug,nan_inf,yes,high,"python3 from jax import numpy as jnp A = jnp.zeros((2, 2)) b = jnp.zeros(2) sol = jnp.linalg.lstsq(A, b) print(sol) # (Array([nan, nan], dtype=float32), Array([nan], dtype=float32), Array(2, dtype=int32), Array([0., 0.], dtype=float32))",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"python3 from jax import numpy as jnp A = jnp.zeros((2, 2)) b = jnp.zeros(2) sol = jnp.linalg.lstsq(A, b) print(sol) # (Array([nan, nan], dtype=float32), Array([nan], dtype=float32), Array(2, dtype=int32), Array([0., 0.], dtype=float32))",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,The title and reproduction show lstsq incorrectly returning NaNs.
EG-AUDIT-051,EGNF1000-0383-102e94c7,jax-ml/jax,27088,https://github.com/jax-ml/jax/issues/27088,"State of jax.scipy.special functions: tested by evaluation or autograd, incorrectness and missing functionality",,nan_inf,yes,high,"Function | Value/Autograd tested | Issues ------|------|------ `bernoulli` | :+1:/NA | `bessel_jn` | :+1:/:-1: | mismatch of naming wrt scipy.special.jn, tests are in lax_scipy_test.py, https://github.com/jax-ml/jax/discussions/16996 `beta`",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=nan_inf.,nan_inf,yes,high,"Function | Value/Autograd tested | Issues ------|------|------ `bernoulli` | :+1:/NA | `bessel_jn` | :+1:/:-1: | mismatch of naming wrt scipy.special.jn, tests are in lax_scipy_test.py, https://github.com/jax-ml/jax/discussions/16996 `beta`",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=nan_inf.,precision_tolerance,yes,medium,The issue tracks incorrectness and mismatches in special functions.
EG-AUDIT-052,EGNF1000-0299-027dd47a,apache/tvm,16265,https://github.com/apache/tvm/issues/16265,[Bug] build arm on windows broken,type: bug|needs-triage,crash_compile,no,high,"The issue tracker is used for actionable items such as feature proposals discussion, roadmaps, and bug tracking.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,dtype_casting,yes,high,"The issue tracker is used for actionable items such as feature proposals discussion, roadmaps, and bug tracking.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,high,The report is about a broken ARM build on Windows.
EG-AUDIT-053,EGNF1000-0874-daafc1ab,apache/tvm,5003,https://github.com/apache/tvm/issues/5003,[VTA][Chisel] deploy classification not working when timer() is used,,nan_inf,yes,high,"[VTA][Chisel] deploy classification not working when timer() is used The deploy_classification.py tutorial does not work when used with Chisel based targets such as TSIM and DE10NANO, suggesting this is a runtime related issue coupled with",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,"[VTA][Chisel] deploy classification not working when timer() is used The deploy_classification.py tutorial does not work when used with Chisel based targets such as TSIM and DE10NANO, suggesting this is a runtime related issue coupled with",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,crash_compile,no,medium,"The tutorial is reported as not working when timer() is used, indicating execution failure."
EG-AUDIT-054,EGNF1000-0358-53d33643,cupy/cupy,3127,https://github.com/cupy/cupy/issues/3127,About unified memory in Cupy,issue-checked,not_numerical_failure,no,medium,"About unified memory in Cupy Hi CuPy team, Is there any documentation describing which CuPy functions supports unified memory ? So far I've tested two examples. The first one is a dot product between large vectors, which worked for me: ```",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,not_numerical_failure,no,medium,"About unified memory in Cupy Hi CuPy team, Is there any documentation describing which CuPy functions supports unified memory ? So far I've tested two examples. The first one is a dot product between large vectors, which worked for me: ```",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,not_numerical_failure,no,high,The issue is a documentation/support question about unified memory.
EG-AUDIT-055,EGNF1000-0366-b083cdc9,cupy/cupy,7872,https://github.com/cupy/cupy/issues/7872,Issue with piecewise log functions in Sympy->Cupy lambdify chain,issue-checked,crash_compile,no,medium,"For non-logarithmic piecewise functions, errors aren't thrown when using cupy.fuse, but the generated kernel does not respect the piecewise condition.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,medium,"For non-logarithmic piecewise functions, errors aren't thrown when using cupy.fuse, but the generated kernel does not respect the piecewise condition.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,high,The issue reports errors thrown by the Sympy-to-CuPy lambdify/fuse chain.
EG-AUDIT-056,EGNF1000-0015-981238c6,jax-ml/jax,21403,https://github.com/jax-ml/jax/issues/21403,jnp.cumsum is incorrect when sharding over summing axis on GPUs,bug,not_numerical_failure,no,high,jnp.cumsum is incorrect when sharding over summing axis on GPUs ### Description I have this simple script below that tests `jnp.cumsum` when sharding along the same axis it is summing over. Tested on a machine with 8 40GB A100s. ```python #,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,jnp.cumsum is incorrect when sharding over summing axis on GPUs ### Description I have this simple script below that tests `jnp.cumsum` when sharding along the same axis it is summing over. Tested on a machine with 8 40GB A100s. ```python #,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,The main issue is incorrect cumsum results when sharding over the summing axis.
EG-AUDIT-057,EGNF1000-0017-d48c4d74,jax-ml/jax,23100,https://github.com/jax-ml/jax/issues/23100,Passing `DeviceLocalLayout` to `jax.jit` causes incorrect outputs on GPU,bug,crash_compile,no,high,"This example indicates to `jax.jit` that the input should be in column-major format, but JAX appears to still pass the matrix to XLA in row-major format, resulting in an incorrectly transposed output.",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,precision_tolerance,yes,high,"This example indicates to `jax.jit` that the input should be in column-major format, but JAX appears to still pass the matrix to XLA in row-major format, resulting in an incorrectly transposed output.",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,precision_tolerance,yes,high,The report describes incorrectly transposed outputs from jax.jit.
EG-AUDIT-058,EGNF1000-0019-cef0461a,jax-ml/jax,32978,https://github.com/jax-ml/jax/issues/32978,BiCGStab Breakdown on GPU due to Order of Operations (not observed on CPU),bug,not_numerical_failure,no,medium,"BiCGStab Breakdown on GPU due to Order of Operations (not observed on CPU) ### Description Hello, I'm using JAX-based linear solvers to solve PDEs, and I came across a potential bug in `jax.scipy.sparse.linalg.bicgstab`. The BiCGStab implem",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,not_numerical_failure,no,medium,"BiCGStab Breakdown on GPU due to Order of Operations (not observed on CPU) ### Description Hello, I'm using JAX-based linear solvers to solve PDEs, and I came across a potential bug in `jax.scipy.sparse.linalg.bicgstab`. The BiCGStab implem",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,The report attributes solver breakdown to order-of-operations differences on GPU.
EG-AUDIT-059,EGNF1000-0119-0aec2777,jax-ml/jax,27796,https://github.com/jax-ml/jax/issues/27796,xla_gpu_deterministic_ops=true breaks simple indexing in jax,bug,nan_inf,yes,high,"xla_gpu_deterministic_ops=true breaks simple indexing in jax ### Description In order to make JAX behavior deterministic on GPUs, [the recommend solution](https://github.com/jax-ml/jax/discussions/10674) is to use `XLA_FLAGS=--xla_gpu_deter",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,nan_inf,yes,high,"xla_gpu_deterministic_ops=true breaks simple indexing in jax ### Description In order to make JAX behavior deterministic on GPUs, [the recommend solution](https://github.com/jax-ml/jax/discussions/10674) is to use `XLA_FLAGS=--xla_gpu_deter",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,precision_tolerance,yes,high,The issue says deterministic GPU ops break simple indexing behavior.
EG-AUDIT-060,EGNF1000-0205-3beb1976,jax-ml/jax,24209,https://github.com/jax-ml/jax/issues/24209,Support new dot Precision API in Pallas,enhancement,not_numerical_failure,no,medium,Support new dot Precision API in Pallas The new precision API has landed (https://github.com/jax-ml/jax/pull/24079).,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,dtype_casting,yes,medium,Support new dot Precision API in Pallas The new precision API has landed (https://github.com/jax-ml/jax/pull/24079).,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,not_numerical_failure,no,high,The issue is a feature request for a new precision API.
EG-AUDIT-061,EGNF1000-0237-c462c7fb,jax-ml/jax,25846,https://github.com/jax-ml/jax/issues/25846,'+ptx85' is not a recognized feature for this target (ignoring feature) ==> this issue occurs again,bug,crash_compile,no,medium,'+ptx85' is not a recognized feature for this target (ignoring feature) ==> this issue occurs again ### Description **This issue is marked as resolved (https://github.com/jax-ml/jax/issues/21121) with the jaxlib 0.4.28 but it still present,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,medium,'+ptx85' is not a recognized feature for this target (ignoring feature) ==> this issue occurs again ### Description **This issue is marked as resolved (https://github.com/jax-ml/jax/issues/21121) with the jaxlib 0.4.28 but it still present,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=compiler_codegen.,crash_compile,no,high,The issue is an unrecognized PTX target feature warning/error.
EG-AUDIT-062,EGNF1000-0315-0fb0588d,jax-ml/jax,27265,https://github.com/jax-ml/jax/issues/27265,Feature request: linalg.eig using nvidia cusolver,enhancement,not_numerical_failure,no,medium,Feature request: linalg.eig using nvidia cusolver The most recent version of cusolver seems to support a new GPU accelerated algorithm for eigendecomposition of general nonsymmetric matrices (https://docs.nvidia.com/cuda/cusolver/index.html,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,performance_only,no,medium,Feature request: linalg.eig using nvidia cusolver The most recent version of cusolver seems to support a new GPU accelerated algorithm for eigendecomposition of general nonsymmetric matrices (https://docs.nvidia.com/cuda/cusolver/index.html,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,not_numerical_failure,no,high,The issue is a feature request for cusolver-backed eigendecomposition.
EG-AUDIT-063,EGNF1000-0316-15c4965d,jax-ml/jax,27606,https://github.com/jax-ml/jax/issues/27606,Array API `default_device()` and `devices()` are incorrect,bug,nan_inf,yes,high,Array API `default_device()` and `devices()` are incorrect ### Description `jax.numpy.__array_namespace_info__().default_device()` returns None. It should return a Device object (read https://github.com/data-apis/array-api/issues/835 for co,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,Array API `default_device()` and `devices()` are incorrect ### Description `jax.numpy.__array_namespace_info__().default_device()` returns None. It should return a Device object (read https://github.com/data-apis/array-api/issues/835 for co,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,not_numerical_failure,no,high,"The issue concerns Array API device metadata, not numerical output."
EG-AUDIT-064,EGNF1000-0320-05b7809e,jax-ml/jax,36958,https://github.com/jax-ml/jax/issues/36958,Unexpected result involving `scan` and `vmap`,bug,not_numerical_failure,no,high,Unexpected result involving `scan` and `vmap` ### Description The issue was introduced between 0.9.2 and 0.10.0 because the former version does not exhibit the unexpected behaviour.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,Unexpected result involving `scan` and `vmap` ### Description The issue was introduced between 0.9.2 and 0.10.0 because the former version does not exhibit the unexpected behaviour.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,precision_tolerance,yes,high,The report describes unexpected computational results involving scan and vmap.
EG-AUDIT-065,EGNF1000-0476-7634b988,jax-ml/jax,10420,https://github.com/jax-ml/jax/issues/10420,[CPU] `np.linalg.eigh` outputs NaNs for matrix side size >=32767,bug,nan_inf,yes,high,"python import jax.numpy as np import jax jax.config.update('jax_enable_x64', False) n = 50_000 array = np.eye(n) vals, vecs = np.linalg.eigh(array, 'U', symmetrize_input=False) print(vals.shape, vecs.shape) print(np.mean(vals), np.mean(vecs",Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,"python import jax.numpy as np import jax jax.config.update('jax_enable_x64', False) n = 50_000 array = np.eye(n) vals, vecs = np.linalg.eigh(array, 'U', symmetrize_input=False) print(vals.shape, vecs.shape) print(np.mean(vals), np.mean(vecs",Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=needs_review.,nan_inf,yes,high,The title explicitly reports NaNs from np.linalg.eigh.
EG-AUDIT-066,EGNF1000-0508-87d6352f,jax-ml/jax,17176,https://github.com/jax-ml/jax/issues/17176,Support FP8 GEMM kernels which are already support in OpenXLA.,enhancement,not_numerical_failure,no,medium,Support FP8 GEMM kernels which are already support in OpenXLA.,Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,dtype_casting,yes,medium,Support FP8 GEMM kernels which are already support in OpenXLA.,Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,not_numerical_failure,no,high,The issue is a support request for FP8 GEMM kernels.
EG-AUDIT-067,EGNF1000-0716-bd77ee48,jax-ml/jax,17722,https://github.com/jax-ml/jax/issues/17722,add jax_debug_infs to docs,documentation,nan_inf,yes,high,add jax_debug_infs to docs Like maybe [here](https://jax.readthedocs.io/en/latest/debugging/flags.html). We'd also need to note that it often needs to be combined with `jax_disable_jit` (since infs might not cascade to the output like nans),Person A conservative/root-cause label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,nan_inf,yes,high,add jax_debug_infs to docs Like maybe [here](https://jax.readthedocs.io/en/latest/debugging/flags.html). We'd also need to note that it often needs to be combined with `jax_disable_jit` (since infs might not cascade to the output like nans),Person B symptom-focused/user-facing label; normalized to allowed taxonomy. Source gold draft=api_feature_request.,not_numerical_failure,no,high,The issue asks to add jax_debug_infs documentation.
