expansion_id,repository,title,url,candidate_primary_failure,tfidf_linear_svm_prediction,tfidf_logistic_prediction,bigram_tfidf_logistic_prediction,naive_bayes_prediction,bm25_knn_prediction,vote_prediction,vote_count,vote_margin,vote_confidence,human_gold_status
EGNF1000-0226-5156cf5b,jax-ml/jax,cusolver internal error on orin,https://github.com/jax-ml/jax/issues/29802,crash_compile,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0227-0d31e64e,jax-ml/jax,jaxlib: malformed pickled PyTreeDef can crash flatten_up_to,https://github.com/jax-ml/jax/issues/37412,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,overflow_underflow,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0228-af183793,pytorch/pytorch,Tensor.index_reduce produces incorrect result,https://github.com/pytorch/pytorch/issues/139242,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,nan_inf,nan_inf,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0229-40672469,pytorch/pytorch,DISABLED test_return_aux_deprecation_warnings_cuda_float16 (__main__.TestFlexAttentionCUDA),https://github.com/pytorch/pytorch/issues/162464,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0230-311dd39a,pytorch/pytorch,torch.compile yields incorrect results when iterating over a list,https://github.com/pytorch/pytorch/issues/175855,overflow_underflow,nan_inf,dtype_casting,dtype_casting,nan_inf,nan_inf,nan_inf,3,1,medium,suggestion_only_not_gold
EGNF1000-0231-343475f8,rapidsai/cudf,[BUG] to_pandas of df with unsorted DatetimeIndex fails by ValueError,https://github.com/rapidsai/cudf/issues/21290,crash_compile,dtype_casting,dtype_casting,dtype_casting,nan_inf,nan_inf,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0232-7c2842e6,triton-lang/triton,RuntimeError: Triton Error [CUDA]: device kernel image is invalid,https://github.com/triton-lang/triton/issues/1323,crash_compile,overflow_underflow,overflow_underflow,dtype_casting,overflow_underflow,overflow_underflow,overflow_underflow,4,3,medium,suggestion_only_not_gold
EGNF1000-0233-acd298d1,triton-lang/triton,Accuracy failure in reduction kernel,https://github.com/triton-lang/triton/issues/2483,nan_inf,nan_inf,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0234-1b786da9,apache/tvm,[Bug] The output of the TVM CPU backend is not identical with those of onnxruntime and TVM CUDA backend,https://github.com/apache/tvm/issues/18003,crash_compile,not_numerical_failure,dtype_casting,dtype_casting,nan_inf,nan_inf,dtype_casting,2,0,low,suggestion_only_not_gold
EGNF1000-0235-d348a4b1,cupy/cupy,cupy-cuda11x==13.2.0 fails to detect GPU,https://github.com/cupy/cupy/issues/8395,crash_compile,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,overflow_underflow,5,4,high,suggestion_only_not_gold
EGNF1000-0236-e56257e6,jax-ml/jax,ROCM build fails when the ROCM_PATH is a symlinked location,https://github.com/jax-ml/jax/issues/18976,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0237-c462c7fb,jax-ml/jax,'+ptx85' is not a recognized feature for this target (ignoring feature) ==> this issue occurs again,https://github.com/jax-ml/jax/issues/25846,crash_compile,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0238-49dd26ba,jax-ml/jax,jax.jit has general issues with gfx906 [ROCM],https://github.com/jax-ml/jax/issues/27600,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0239-989e118d,rapidsai/cuml,[BUG] illegal memory access in unittest.,https://github.com/rapidsai/cuml/issues/3390,crash_compile,precision_tolerance,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,dtype_casting,2,0,low,suggestion_only_not_gold
EGNF1000-0240-3f72ab7f,rapidsai/cuml,[BUG] double free error on CentOS when import after torchvision.,https://github.com/rapidsai/cuml/issues/4359,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,nan_inf,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0241-f91c3201,rapidsai/cuml,cuml dbscan terminating on large datasets 'invalid configuration argument',https://github.com/rapidsai/cuml/issues/54,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,nan_inf,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0242-0fabb4c9,rapidsai/cuml,"[BUG] Wrong cuda version is derived, causing ""No module named 'pynvjitlink'""",https://github.com/rapidsai/cuml/issues/6018,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0243-c438c027,rapidsai/cuml,[BUG] Static build of CUML fails with cuvs::cuvs missing target,https://github.com/rapidsai/cuml/issues/7020,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,nan_inf,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0244-f9fda636,rapidsai/cuml,[FEA] Implement `adjusted_mutual_info_score`,https://github.com/rapidsai/cuml/issues/7294,performance_only,not_numerical_failure,dtype_casting,dtype_casting,not_numerical_failure,not_numerical_failure,not_numerical_failure,3,1,medium,suggestion_only_not_gold
EGNF1000-0245-8db67c3b,triton-lang/triton,High kernel launch overhead,https://github.com/triton-lang/triton/issues/2637,performance_only,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0246-7ec383cf,triton-lang/triton,Calling .to(...) on scalar arg breaks when specialization kicks in,https://github.com/triton-lang/triton/issues/2939,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0247-6524881c,triton-lang/triton,Fused Attention FP8 correctness on L20(Ada GPU),https://github.com/triton-lang/triton/issues/4476,nan_inf,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,dtype_casting,4,2,medium,suggestion_only_not_gold
EGNF1000-0248-2c868e0f,apache/tvm,[Bug] Error occurred during tvm compilation,https://github.com/apache/tvm/issues/18155,crash_compile,overflow_underflow,overflow_underflow,dtype_casting,overflow_underflow,not_numerical_failure,overflow_underflow,3,2,medium,suggestion_only_not_gold
EGNF1000-0249-b42d3cba,jax-ml/jax,Performance Issue Report: JAX Slower Than Autograd on GPU and CPU Setups,https://github.com/jax-ml/jax/issues/20948,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0250-384bc5bd,rapidsai/cudf,[BUG] `numeric_only=True` setting in `.count()` is ineffective,https://github.com/rapidsai/cudf/issues/21082,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0251-e6604485,rapidsai/cuml,[FEA] In-place k-select for sparse knn on string matching,https://github.com/rapidsai/cuml/issues/3577,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0252-1c9c43dd,rapidsai/cuml,[BUG] KMeansMG performance regression between 25.06 and 25.10,https://github.com/rapidsai/cuml/issues/7749,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0253-4e82cb3f,triton-lang/triton,feat(examples): implement vllm in triton,https://github.com/triton-lang/triton/issues/2200,performance_only,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0254-b4436a76,triton-lang/triton,Segfault when using blocksparse matmul in attention,https://github.com/triton-lang/triton/issues/237,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0255-e7d135a1,triton-lang/triton,Insertion of triton kernels into llama forward make normal kernels slower,https://github.com/triton-lang/triton/issues/2791,performance_only,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0256-daac01b9,triton-lang/triton,Circular import from nvidia backend against `import triton.compiler`,https://github.com/triton-lang/triton/issues/6132,crash_compile,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,overflow_underflow,3,1,medium,suggestion_only_not_gold
EGNF1000-0257-f1fa726d,apache/tvm,TVM v0.7 Release Note Candidate,https://github.com/apache/tvm/issues/6486,crash_compile,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,crash_compile,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0258-28bff1f9,cupy/cupy,CUPY sosfilt_zi some SOS coefficients are not supported2,https://github.com/cupy/cupy/issues/8028,nan_inf,nan_inf,dtype_casting,dtype_casting,overflow_underflow,nan_inf,nan_inf,3,1,medium,suggestion_only_not_gold
EGNF1000-0259-82d3afb2,cupy/cupy,cupy do not suport two axis operation?,https://github.com/cupy/cupy/issues/8342,crash_compile,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0260-43ecbb7d,cupy/cupy,cupy-cuda114 v10.6.0 AttributeError: module 'cupy.cuda.cudnn' has no attribute 'getConvolution2dForwardOutputDim',https://github.com/cupy/cupy/issues/9103,needs_review,overflow_underflow,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0261-c59287fc,jax-ml/jax,Crash for CNN with a specific batch size,https://github.com/jax-ml/jax/issues/34010,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0262-2a597689,numba/numba,Please add support for Metal as GPU accelerator,https://github.com/numba/numba/issues/5706,needs_review,precision_tolerance,dtype_casting,dtype_casting,not_numerical_failure,not_numerical_failure,dtype_casting,2,0,low,suggestion_only_not_gold
EGNF1000-0263-19e714a5,rapidsai/cuml,[BUG] Persisting HDBScan model with Pickle/joblib and `approximate_predict` results in core dump,https://github.com/rapidsai/cuml/issues/4986,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0264-6d46f938,rapidsai/cuml,"cuSOLVER error encountered when running rsc.pp.pca(adata, n_comps=50)",https://github.com/rapidsai/cuml/issues/6182,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0265-43f939b6,triton-lang/triton,`tl.cdiv` gives incorrect results for negative numbers,https://github.com/triton-lang/triton/issues/954,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0266-7b0a0d67,cupy/cupy,Compilation Error,https://github.com/cupy/cupy/issues/5208,crash_compile,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0267-487d92a1,cupy/cupy,CUDA_ERROR_INVALID_SOURCE: device kernel image is invalid,https://github.com/cupy/cupy/issues/8045,crash_compile,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0268-b9408abe,cupy/cupy,CuPy cannot find `nvcc` despite it being in `/usr/local/cuda/bin` which is the Cuda root,https://github.com/cupy/cupy/issues/9402,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0269-690306f7,jax-ml/jax,"`jax.numpy.linalg.norm(A, 2)` uses lax svd, which is slower than eigh",https://github.com/jax-ml/jax/issues/32873,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0270-db8a3ff2,jax-ml/jax,any suggestions on how to improve performance for gradient step with odeint?,https://github.com/jax-ml/jax/issues/3993,performance_only,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,not_numerical_failure,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0271-e4672126,rapidsai/cuml,[BUG] T-SNE freezing in benchmarks,https://github.com/rapidsai/cuml/issues/2358,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0272-3649d788,rapidsai/cuml,Transition to new array input validation system,https://github.com/rapidsai/cuml/issues/7428,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0273-5a5cd273,rapidsai/cuml,Update README to have performance best practices tips and clear call out to benchmarks notebook.,https://github.com/rapidsai/cuml/issues/778,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0274-83039562,triton-lang/triton,Error when using some type annotations,https://github.com/triton-lang/triton/issues/1974,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0275-651188b3,triton-lang/triton,`tl.advance` occurs a crash,https://github.com/triton-lang/triton/issues/2303,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0276-fe365d92,triton-lang/triton,[Bug] tt.return is emitted inside of scf.for / scf.while,https://github.com/triton-lang/triton/issues/2576,crash_compile,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0277-ccbd58b0,triton-lang/triton,/usr/bin/ld: cannot find -lNVGPUIR: No such file or directory,https://github.com/triton-lang/triton/issues/4729,crash_compile,overflow_underflow,dtype_casting,dtype_casting,precision_tolerance,dtype_casting,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0278-8bd5026b,apache/tvm,"[Bug] Can not build the apk of ""android_camera"" in apps",https://github.com/apache/tvm/issues/12327,crash_compile,precision_tolerance,dtype_casting,dtype_casting,overflow_underflow,not_numerical_failure,dtype_casting,2,1,low,suggestion_only_not_gold
EGNF1000-0279-755ecca5,apache/tvm,[Bug][MetaSchedule] DecomposeReduction Selected Incorrect Loop,https://github.com/apache/tvm/issues/14791,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0280-840fefa8,apache/tvm,[CodeGen] LLVM codegen doesn't respect mfloat-abi=hard,https://github.com/apache/tvm/issues/4072,crash_compile,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,not_numerical_failure,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0281-b85943ee,cupy/cupy,ImportError: cannot import name 'core' from 'cupy.core',https://github.com/cupy/cupy/issues/2157,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0282-ec5cb10f,jax-ml/jax,jax.random.choice can return entries with zero probability,https://github.com/jax-ml/jax/issues/22682,nan_inf,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0283-5557fff7,jax-ml/jax,Results do not match the reference. This is likely a bug/unexpected loss of precision,https://github.com/jax-ml/jax/issues/24909,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0284-edad17f7,numba/numba,Numba can't vectorize simple loop,https://github.com/numba/numba/issues/5139,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0285-86844761,numba/numba,math.log2 should raise exception with invalid inputs,https://github.com/numba/numba/issues/9484,crash_compile,precision_tolerance,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,3,2,medium,suggestion_only_not_gold
EGNF1000-0286-9ff0b7af,triton-lang/triton,triton.language.cast from float16 to float8e5 produces different output when TRITON_INTERPRET=1,https://github.com/triton-lang/triton/issues/8322,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0287-bbc32ca7,apache/tvm,"[Bug] Padded, quantized convolution operators give incorrect results on edges",https://github.com/apache/tvm/issues/13364,performance_only,dtype_casting,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0288-169e6f14,cupy/cupy,Failed to import CuPy,https://github.com/cupy/cupy/issues/7565,crash_compile,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,overflow_underflow,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0289-99eab5d4,cupy/cupy,"Error when including `mma.h`: instance of overloaded function ""__half::__half"" matches the specified type",https://github.com/cupy/cupy/issues/8146,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0290-12f94739,cupy/cupy,Failed to import CuPy,https://github.com/cupy/cupy/issues/8226,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0291-7d9edfa8,cupy/cupy,Failed to install with `poetry add cupy`,https://github.com/cupy/cupy/issues/9163,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0292-1455323b,triton-lang/triton,Fails in the middle of training with KeyError,https://github.com/triton-lang/triton/issues/1512,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0293-de461d22,triton-lang/triton,Inconsistent results between torch and triton for fp16 dtype,https://github.com/triton-lang/triton/issues/2352,nan_inf,overflow_underflow,dtype_casting,dtype_casting,nan_inf,nan_inf,nan_inf,3,1,medium,suggestion_only_not_gold
EGNF1000-0294-07629504,triton-lang/triton,Convert triton tutorial into LLVM IR and Documentations,https://github.com/triton-lang/triton/issues/2743,crash_compile,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0295-dd1d05fb,triton-lang/triton,Error running 06-fused-attention.py,https://github.com/triton-lang/triton/issues/638,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0296-0d03f27d,triton-lang/triton,[RFC] Exposing Scratch Buffer in ReduceOp to Eliminate Redundant Layout Conversion,https://github.com/triton-lang/triton/issues/8775,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0297-25649c58,triton-lang/triton,Add support for triangular solve operation.,https://github.com/triton-lang/triton/issues/3921,performance_only,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,performance_only,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0298-7440eabe,triton-lang/triton,[RFC] Improving Coalescing and Layout Propagation,https://github.com/triton-lang/triton/issues/8706,overflow_underflow,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0299-027dd47a,apache/tvm,[Bug] build arm on windows broken,https://github.com/apache/tvm/issues/16265,crash_compile,precision_tolerance,precision_tolerance,precision_tolerance,overflow_underflow,nan_inf,precision_tolerance,3,2,medium,suggestion_only_not_gold
EGNF1000-0300-ae0dbb2d,apache/tvm,[Bug] compile error,https://github.com/apache/tvm/issues/18708,crash_compile,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,precision_tolerance,dtype_casting,3,1,medium,suggestion_only_not_gold
EGNF1000-0301-85c7ebc9,apache/tvm,[RFC] Winograd NNPACK for the ARM_CPU backend,https://github.com/apache/tvm/issues/2692,crash_compile,dtype_casting,dtype_casting,dtype_casting,not_numerical_failure,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0302-95537cbd,cupy/cupy,CURAND_STATUS_INITIALIZATION_FAILED,https://github.com/cupy/cupy/issues/6277,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0303-0628ea28,jax-ml/jax,Cannot Share GPUs between processes when using JAX with SLURM,https://github.com/jax-ml/jax/issues/10021,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0304-34da1fd3,jax-ml/jax,`log_softmax` and `softmax` are not numerically stable with `where` argument inside `vmap`,https://github.com/jax-ml/jax/issues/19490,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0305-b855b138,jax-ml/jax,log1p results are incorrect on complex inputs with large absolute value,https://github.com/jax-ml/jax/issues/19573,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0306-88f8d112,jax-ml/jax,Incorrect cost_analysis() Flop Count on GPU for Dense layer/Dot product,https://github.com/jax-ml/jax/issues/22249,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0307-a1cc4981,jax-ml/jax,all inputs are nans in a next step iterationwhile using `jax.scipy.optimize.minimize`,https://github.com/jax-ml/jax/issues/22413,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0308-ca01f08f,jax-ml/jax,Wrong normalization in FFT methods,https://github.com/jax-ml/jax/issues/22466,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0309-79fefbe8,jax-ml/jax,[Pallas GPU] The behavior of `jnp.sign(jnp.nan)` in Pallas GPU does not match that of JAX,https://github.com/jax-ml/jax/issues/23504,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0310-c4988591,jax-ml/jax,"When calculating the loss, the input data does not contain NaN, but the output contains NaN",https://github.com/jax-ml/jax/issues/23717,nan_inf,dtype_casting,dtype_casting,dtype_casting,nan_inf,nan_inf,dtype_casting,3,0,medium,suggestion_only_not_gold
EGNF1000-0311-b121247c,jax-ml/jax,[Regression] Gradient explodes after upgrading to JAX 0.4.33 from 0.4.30,https://github.com/jax-ml/jax/issues/24114,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0312-621cf9e3,jax-ml/jax,"Division by self not always ""1.0"" on JAX GPU, but consistently gives ""1.0"" on JAX CPU.",https://github.com/jax-ml/jax/issues/24807,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0313-48109365,jax-ml/jax,potential jax 0.4.35 release issue?,https://github.com/jax-ml/jax/issues/24826,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0314-db86d5ee,jax-ml/jax,`debug_nans` error always says the de-optimized function did not produce NaNs,https://github.com/jax-ml/jax/issues/24955,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0315-0fb0588d,jax-ml/jax,Feature request: linalg.eig using nvidia cusolver,https://github.com/jax-ml/jax/issues/27265,needs_review,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0316-15c4965d,jax-ml/jax,Array API `default_device()` and `devices()` are incorrect,https://github.com/jax-ml/jax/issues/27606,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0317-3506c4b1,jax-ml/jax,conv_general_dilated fails on older GPUs (compute cap < 7.5),https://github.com/jax-ml/jax/issues/33224,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0318-1f9cce97,jax-ml/jax,jax.errors.JaxRuntimeError: INTERNAL: Autotuning failed for HLO,https://github.com/jax-ml/jax/issues/33715,needs_review,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0319-952f98a2,jax-ml/jax,Unsupported ROCm Tests `tests/export_back_compat_test.py`,https://github.com/jax-ml/jax/issues/34511,needs_review,dtype_casting,dtype_casting,dtype_casting,overflow_underflow,dtype_casting,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0320-05b7809e,jax-ml/jax,Unexpected result involving `scan` and `vmap`,https://github.com/jax-ml/jax/issues/36958,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0321-acda9578,numba/numba,Result caching in Numba,https://github.com/numba/numba/issues/4062,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,dtype_casting,5,4,high,suggestion_only_not_gold
EGNF1000-0322-68f1c2f4,numba/numba,Too slow jit compilation of a function,https://github.com/numba/numba/issues/5696,crash_compile,dtype_casting,dtype_casting,dtype_casting,dtype_casting,crash_compile,dtype_casting,4,2,medium,suggestion_only_not_gold
EGNF1000-0323-bfdd4c1e,pytorch/pytorch,NCCL ISend is not asynchronous,https://github.com/pytorch/pytorch/issues/108378,needs_review,dtype_casting,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,4,3,medium,suggestion_only_not_gold
EGNF1000-0324-3cf41050,pytorch/pytorch,torch.nn.functional.embedding segmentation fault on large negative ids,https://github.com/pytorch/pytorch/issues/115416,dtype_casting,precision_tolerance,precision_tolerance,precision_tolerance,dtype_casting,overflow_underflow,precision_tolerance,3,1,medium,suggestion_only_not_gold
EGNF1000-0325-a7b40dc1,pytorch/pytorch,Undocumented fast pass behavior in nn.TransformerEncoderLayer causes failures in test_transformerencoderlayer_cuda_float32 (__main__.TestNNDeviceTypeCUDA),https://github.com/pytorch/pytorch/issues/135150,nan_inf,dtype_casting,dtype_casting,dtype_casting,dtype_casting,nan_inf,dtype_casting,4,2,medium,suggestion_only_not_gold
