review_id,blind_id,repository,issue_number,url,title,github_labels,current_gold_primary_failure,candidate_weak_label_prediction,tfidf_linear_svm_prediction,expanded_gold_vote_ensemble_prediction,ensemble_vote_count,ensemble_vote_margin,selection_reasons,adjudicated_primary_failure,adjudicated_is_true_numerical_failure,adjudicated_confidence,adjudication_reason
V2-ADJ-061,GNF-0055-6da9303a,numba/numba,2011,https://github.com/numba/numba/issues/2011,improve cuda gufunc: multiple output arguments,feature_request|CUDA,not_numerical_failure,dtype_casting,nan_inf,nan_inf,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,not_numerical_failure,no,high,The report is primarily a feature or design request rather than a numerical failure.
V2-ADJ-062,GNF-0068-abb65bf7,numba/numba,7324,https://github.com/numba/numba/issues/7324,fast_matmul in docs example not working properly - returning wrong results,CUDA|bug - incorrect behavior|bug - documentation incorrect,dtype_casting,dtype_casting,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,not_numerical_failure,no,high,The report is primarily documentation-related rather than a numerical failure.
V2-ADJ-063,GNF-0107-36abe955,numba/numba,4247,https://github.com/numba/numba/issues/4247,Dead Kernel WSL Debian on np.arctan(),bug|windows,not_numerical_failure,needs_review,nan_inf,nan_inf,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,not_numerical_failure,no,high,The issue does not show an explicit numerical correctness failure.
V2-ADJ-064,GNF-0116-96b537db,numba/numba,4449,https://github.com/numba/numba/issues/4449,Incorrect output dtype for operations on arrays and scalars,bug,dtype_casting,precision_tolerance,dtype_casting,overflow_underflow,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-065,GNF-0174-e7b5adf3,numba/numba,9109,https://github.com/numba/numba/issues/9109,various seg faults on Debian arm64 with numba 0.57.1,bug - segfault,overflow_underflow,crash_compile,dtype_casting,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-066,EGNF1000-0324-3cf41050,pytorch/pytorch,115416,https://github.com/pytorch/pytorch/issues/115416,torch.nn.functional.embedding segmentation fault on large negative ids,module: crash|triaged|module: int overflow|module: edge cases,overflow_underflow,dtype_casting,nan_inf,nan_inf,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-067,EGNF1000-0332-2fb17776,pytorch/pytorch,153071,https://github.com/pytorch/pytorch/issues/153071,Link check fails on link from comment in torch/_inductor/codegen/cpp.py to Stack Overflow,module: lint|triaged|actionable,overflow_underflow,overflow_underflow,overflow_underflow,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-068,EGNF1000-0575-08702b00,pytorch/pytorch,65815,https://github.com/pytorch/pytorch/issues/65815,Overflow error in torch.linalg uncaught,high priority|module: numerical-stability|triaged|module: multithreading|module: linear algebra|module: correctness (silent)|module: reductions,overflow_underflow,overflow_underflow,overflow_underflow,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-069,EGNF1000-0627-71bd8bb3,pytorch/pytorch,149187,https://github.com/pytorch/pytorch/issues/149187,Issue with Shared CUDA Tensor Reference Counting in Multi-Processing,module: multiprocessing|module: cuda|triaged,not_numerical_failure,dtype_casting,crash_compile,crash_compile,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,not_numerical_failure,no,high,The issue does not show an explicit numerical correctness failure.
V2-ADJ-070,EGNF1000-0678-588c853d,pytorch/pytorch,180019,https://github.com/pytorch/pytorch/issues/180019,DISABLED test_combo_kernel_yz_overflow (__main__.ComboKernelTests),module: rocm|module: tests|triaged|skipped|oncall: pt2|module: inductor|bot-triaged,overflow_underflow,needs_review,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-071,EGNF1000-0684-0fa9d591,pytorch/pytorch,182766,https://github.com/pytorch/pytorch/issues/182766,`torch.compile` crashes on SDPA backward when head_dim is not a multiple of 16,triage review|triaged|oncall: pt2|module: inductor|module: sdpa|bot-triaged,overflow_underflow,dtype_casting,nan_inf,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-072,EGNF1000-0732-9a4c7802,pytorch/pytorch,129122,https://github.com/pytorch/pytorch/issues/129122,Questions about CVE-2024-31583 and CVE-2024-31580,module: docs|triaged|security,overflow_underflow,overflow_underflow,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,not_numerical_failure,no,high,The report is primarily documentation-related rather than a numerical failure.
V2-ADJ-073,EGNF1000-0781-b2b5ad54,pytorch/pytorch,176975,https://github.com/pytorch/pytorch/issues/176975,DISABLED test_nan_assert_float8_e5m2 (__main__.ProcessGroupNCCLGroupTest),oncall: distributed|module: flaky-tests|skipped,dtype_casting,needs_review,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-074,EGNF1000-0782-ef06f89e,pytorch/pytorch,177006,https://github.com/pytorch/pytorch/issues/177006,DISABLED test_nan_assert_float32 (__main__.ProcessGroupNCCLGroupTest),oncall: distributed|module: flaky-tests|skipped,not_numerical_failure,needs_review,crash_compile,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,dtype_casting,yes,medium,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-075,EGNF1000-0783-55e18c5b,pytorch/pytorch,177007,https://github.com/pytorch/pytorch/issues/177007,DISABLED test_nan_assert_float8_e4m3fn (__main__.ProcessGroupNCCLGroupTest),oncall: distributed|module: flaky-tests|skipped,dtype_casting,needs_review,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-076,EGNF1000-0837-98351031,pytorch/pytorch,182446,https://github.com/pytorch/pytorch/issues/182446,Missing bounds check in round_size() causes zero-size block and double allocation,triage review|module: crash|module: cuda|module: correctness (silent)|module: int overflow|module: CUDACachingAllocator,overflow_underflow,overflow_underflow,nan_inf,nan_inf,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-077,GNF-0135-51861a93,pytorch/pytorch,143288,https://github.com/pytorch/pytorch/issues/143288,EXCEPTION : /python3.11/distutils/core.py,needs reproduction|triaged|module: third_party|oncall: pt2,overflow_underflow,crash_compile,dtype_casting,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-078,EGNF1000-0444-321a4026,rapidsai/cudf,10426,https://github.com/rapidsai/cudf/issues/10426,[BUG] .to_parquet() and .to_csv() fails and get OOM with large DataFrames.,bug|libcudf|Python|cuIO|Performance,dtype_casting,dtype_casting,overflow_underflow,crash_compile,2,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-079,GNF-0026-8ee693c5,rapidsai/cudf,2283,https://github.com/rapidsai/cudf/issues/2283,[BUG] `len` after `fillna` operation uses way more memory than expected,bug|dask,performance_only,performance_only,dtype_casting,dtype_casting,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-080,GNF-0108-049dae8c,rapidsai/cudf,21095,https://github.com/rapidsai/cudf/issues/21095,[BUG] Transpose result of the DataFrame is incorrect,bug|Python|cudf.pandas,not_numerical_failure,overflow_underflow,overflow_underflow,overflow_underflow,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-081,GNF-0145-13ae4b2a,rapidsai/cudf,18356,https://github.com/rapidsai/cudf/issues/18356,[QST] [Performance in pylibcudf with stream] Unexpected GIL ThreadSync and CUDASync in pylibcudf Parquet Reading,question,dtype_casting,performance_only,not_numerical_failure,not_numerical_failure,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,not_numerical_failure,no,high,The report is a support/API question without an explicit numerical failure.
V2-ADJ-082,GNF-0185-120804a6,rapidsai/cudf,20265,https://github.com/rapidsai/cudf/issues/20265,[BUG] Integer overflow in write_parquet for large tables.,bug|libcudf|cuIO,overflow_underflow,overflow_underflow,nan_inf,nan_inf,2,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-083,EGNF1000-0213-80c94e48,rapidsai/cuml,1196,https://github.com/rapidsai/cuml/issues/1196,[BUG] [DEBT] THROW macro is unsafe,bug|? - Needs Triage|CUDA / C++|Tech Debt,overflow_underflow,crash_compile,overflow_underflow,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-084,EGNF1000-0195-fc65d4ee,triton-lang/triton,1756,https://github.com/triton-lang/triton/issues/1756,triton always reports >0 register spills for kernels using sin/cos,,performance_only,precision_tolerance,crash_compile,crash_compile,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-085,EGNF1000-0530-610f50bc,triton-lang/triton,1942,https://github.com/triton-lang/triton/issues/1942,"fp16 tl.sigmoid: ""Failed to translate TritonGPU to LLVM IR""",,dtype_casting,dtype_casting,dtype_casting,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-086,EGNF1000-0534-08710a68,triton-lang/triton,5632,https://github.com/triton-lang/triton/issues/5632,BarrierOp in AssertOp lowering can cause deadlock,bug,overflow_underflow,overflow_underflow,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,performance_only,no,medium,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-087,EGNF1000-0599-9371918f,triton-lang/triton,2296,https://github.com/triton-lang/triton/issues/2296,INT8 overflow on matmul,,overflow_underflow,overflow_underflow,overflow_underflow,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin|review_priority_class,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-088,EGNF1000-0664-a1d2fd78,triton-lang/triton,8518,https://github.com/triton-lang/triton/issues/8518,"For split_k > 1, microscaling works incorrectly.",bug,not_numerical_failure,dtype_casting,not_numerical_failure,crash_compile,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-089,GNF-0094-5130df2b,triton-lang/triton,6054,https://github.com/triton-lang/triton/issues/6054,Microscaling dtypes in triton?,,overflow_underflow,needs_review,dtype_casting,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count|review_priority_class,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-090,EGNF1000-0009-39f6b041,jax-ml/jax,23007,https://github.com/jax-ml/jax/issues/23007,Finite precision error calculations always 0 under JIT with bfloat16,bug,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,medium,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-091,EGNF1000-0076-d51cfae4,jax-ml/jax,4115,https://github.com/jax-ml/jax/issues/4115,Performance of index_update on GPU with complex double data type,enhancement|performance|XLA|P2 (eventual)|NVIDIA GPU,precision_tolerance,precision_tolerance,dtype_casting,dtype_casting,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-092,EGNF1000-0120-ebe1e750,jax-ml/jax,28416,https://github.com/jax-ml/jax/issues/28416,Unsupported conversion from f8E4M3FN to bf16 with rounding mode rtne,bug,precision_tolerance,precision_tolerance,precision_tolerance,dtype_casting,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-093,EGNF1000-0173-0cac6d02,jax-ml/jax,6685,https://github.com/jax-ml/jax/issues/6685,Caching bug for jax.experimental.callback.rewrite for `jit` call inside `custom_gradient`,bug|P2 (eventual),precision_tolerance,precision_tolerance,precision_tolerance,dtype_casting,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-094,EGNF1000-0306-88f8d112,jax-ml/jax,22249,https://github.com/jax-ml/jax/issues/22249,Incorrect cost_analysis() Flop Count on GPU for Dense layer/Dot product,duplicate,crash_compile,needs_review,not_numerical_failure,not_numerical_failure,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-095,EGNF1000-0400-e2904819,jax-ml/jax,24059,https://github.com/jax-ml/jax/issues/24059,Edge case: Normal CDF incorrect when called with extremely small integer value if location is specified as integer array,bug|needs info,nan_inf,nan_inf,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-096,EGNF1000-0668-a12f97c0,jax-ml/jax,23689,https://github.com/jax-ml/jax/issues/23689,Build issues with local CUDA installation,bug,precision_tolerance,needs_review,crash_compile,crash_compile,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-097,EGNF1000-0710-c692fe66,jax-ml/jax,10374,https://github.com/jax-ml/jax/issues/10374,"numerical instability under different shapes in `jnp.linalg.norm` when `ord=""fro""`",bug,precision_tolerance,dtype_casting,precision_tolerance,nan_inf,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-098,EGNF1000-0011-4ba5974e,numba/numba,7063,https://github.com/numba/numba/issues/7063,Numba installation scripts exhibit a race condition during parallel builds,bug - incorrect behavior,crash_compile,crash_compile,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-099,GNF-0096-cc3502f6,numba/numba,7095,https://github.com/numba/numba/issues/7095,numba build fails with TBB,question,precision_tolerance,needs_review,crash_compile,crash_compile,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,not_numerical_failure,no,high,The report is a support/API question without an explicit numerical failure.
V2-ADJ-100,EGNF1000-0077-f00ad38d,pytorch/pytorch,183391,https://github.com/pytorch/pytorch/issues/183391,"torch.fmin with CUDA out=int16 casts inputs before computation, producing incorrect result",triage review|module: cuda|module: type promotion|module: edge cases|bot-triaged,precision_tolerance,precision_tolerance,nan_inf,nan_inf,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-101,EGNF1000-0126-aff4b1ad,pytorch/pytorch,181807,https://github.com/pytorch/pytorch/issues/181807,torch.linspace with integer dtype produces inconsistent results on CPU and CUDA,module: cuda|module: cpu|triaged|module: tensor creation|module: edge cases|bot-triaged|bot-mislabeled,precision_tolerance,precision_tolerance,overflow_underflow,overflow_underflow,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,high,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-102,EGNF1000-0325-a7b40dc1,pytorch/pytorch,135150,https://github.com/pytorch/pytorch/issues/135150,Undocumented fast pass behavior in nn.TransformerEncoderLayer causes failures in test_transformerencoderlayer_cuda_float32 (__main__.TestNNDeviceTypeCUDA),module: nn|triaged,nan_inf,nan_inf,nan_inf,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,medium,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-103,EGNF1000-0340-171b578f,pytorch/pytorch,178447,https://github.com/pytorch/pytorch/issues/178447,Dynamo `TritonHOPifier.call_run` doesn't propagate kernel_source -> `AssertionError`: Can't construct an AttrSource without a valid base source,triaged|has workaround|oncall: pt2|module: dynamo|module: user triton|bot-triaged,crash_compile,overflow_underflow,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-104,EGNF1000-0394-0478f57e,pytorch/pytorch,180156,https://github.com/pytorch/pytorch/issues/180156,GPU two-pass variance: intermediate squared values overflow float32. CPU Welford online algorithm avoids overflow.,module: numerical-stability|module: cuda|triaged|module: edge cases|bot-triaged,nan_inf,nan_inf,overflow_underflow,overflow_underflow,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-105,EGNF1000-0836-19f9c09a,pytorch/pytorch,181864,https://github.com/pytorch/pytorch/issues/181864,[Inductor] User kernel pointer arg with no `tl.load`/`tl.store` incorrectly eliminated when epilogue fusion enabled,triaged|oncall: pt2|module: inductor|bot-mislabeled,crash_compile,overflow_underflow,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-106,GNF-0073-9d1db2bf,pytorch/pytorch,182928,https://github.com/pytorch/pytorch/issues/182928,[Inductor] Filter extremely bad triton configs by device information for triton heuristics,module: performance|feature|triaged|oncall: pt2|module: inductor|bot-triaged,crash_compile,dtype_casting,performance_only,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-107,EGNF1000-0503-7bb264d7,rapidsai/cudf,9065,https://github.com/rapidsai/cudf/issues/9065,[BUG] `cudaErrorInvalidValue` when creating cudf.Series from float16 CuPy Series,bug|Python,nan_inf,nan_inf,nan_inf,dtype_casting,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,dtype_casting,yes,medium,"The report centers on dtype support, conversion, promotion, or type-specific behavior."
V2-ADJ-108,EGNF1000-0751-57f3c6c2,rapidsai/cudf,20752,https://github.com/rapidsai/cudf/issues/20752,[BUG] `cudf` and `cudf.pandas` error read mixed numeric and boolean data from csv,bug,crash_compile,overflow_underflow,precision_tolerance,precision_tolerance,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-109,GNF-0062-3cbef3ba,rapidsai/cudf,3554,https://github.com/rapidsai/cudf/issues/3554,cuDF failure when reading Avro files (Cannot parse metadata),bug|cuIO,nan_inf,nan_inf,not_numerical_failure,dtype_casting,2,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-110,GNF-0154-a389b1a4,rapidsai/cudf,15750,https://github.com/rapidsai/cudf/issues/15750,[BUG] double free or memory corruption when parsing some JSON,bug|libcudf|cuIO,nan_inf,needs_review,dtype_casting,dtype_casting,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,nan_inf,yes,high,"The visible numerical symptom is NaN, Inf, or another non-finite value."
V2-ADJ-111,EGNF1000-0425-901b0426,rapidsai/cuml,5338,https://github.com/rapidsai/cuml/issues/5338,Got issue with OneHotEncoder output's datatype,information-requested|? - Needs Triage,nan_inf,nan_inf,nan_inf,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,nan_inf,yes,high,"The visible numerical symptom is NaN, Inf, or another non-finite value."
V2-ADJ-112,EGNF1000-0446-fc8df679,rapidsai/cuml,4962,https://github.com/rapidsai/cuml/issues/4962,[BUG] Linear Regression: Hangs on non-finite inputs,bug|? - Needs Triage|Needs Reproducer|algo: linear-model,nan_inf,nan_inf,crash_compile,crash_compile,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,nan_inf,yes,high,"The visible numerical symptom is NaN, Inf, or another non-finite value."
V2-ADJ-113,EGNF1000-0012-0d4ce1cb,triton-lang/triton,1393,https://github.com/triton-lang/triton/issues/1393,Stream-k matmul implementation very slow mostly because of if/else inside for loop,enhancement,precision_tolerance,precision_tolerance,crash_compile,crash_compile,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-114,EGNF1000-0253-4e82cb3f,triton-lang/triton,2200,https://github.com/triton-lang/triton/issues/2200,feat(examples): implement vllm in triton,,precision_tolerance,performance_only,overflow_underflow,overflow_underflow,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,precision_tolerance,yes,high,"The report centers on wrong numerical output, accuracy, tolerance, nondeterminism, or approximate arithmetic."
V2-ADJ-115,EGNF1000-0254-b4436a76,triton-lang/triton,237,https://github.com/triton-lang/triton/issues/237,Segfault when using blocksparse matmul in attention,,crash_compile,crash_compile,dtype_casting,dtype_casting,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-116,EGNF1000-0426-11b9f22d,triton-lang/triton,3491,https://github.com/triton-lang/triton/issues/3491,triton generates unnecessary shared memory stores/loads,performance,nan_inf,nan_inf,nan_inf,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,performance_only,no,high,"The dominant reported problem is speed, memory use, scheduling, or throughput rather than numerical correctness."
V2-ADJ-117,EGNF1000-0475-84c6adf9,triton-lang/triton,9310,https://github.com/triton-lang/triton/issues/9310,[Bug] Numerical Overflow in nvfp4 Block-Scaled MMA: Accumulator Saturation at High Scale Factors,bug,nan_inf,nan_inf,overflow_underflow,overflow_underflow,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,overflow_underflow,yes,high,"The visible numerical symptom is overflow, underflow, saturation, or out-of-range behavior."
V2-ADJ-118,EGNF1000-0662-1807e81a,triton-lang/triton,5522,https://github.com/triton-lang/triton/issues/5522,"max(tensor, axis = 1) doesn't work without TRITON_INTERPRET=1",bug|needs reproducer,nan_inf,nan_inf,precision_tolerance,precision_tolerance,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,nan_inf,yes,high,"The visible numerical symptom is NaN, Inf, or another non-finite value."
V2-ADJ-119,EGNF1000-0863-760b7fec,triton-lang/triton,4219,https://github.com/triton-lang/triton/issues/4219,cross-compile triton kernels with tools/compile.py,,precision_tolerance,needs_review,overflow_underflow,overflow_underflow,3,2,ensemble_disagrees_with_current_gold|candidate_label_disagrees_with_current_gold|low_ensemble_vote_count,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-120,EGNF1000-0956-fefca249,triton-lang/triton,4475,https://github.com/triton-lang/triton/issues/4475,[Bug] Compiler error in 06-fused-attention.py,,precision_tolerance,precision_tolerance,nan_inf,nan_inf,3,1,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,crash_compile,no,high,"The dominant user-visible failure is a compile, build, runtime exception, or crash."
V2-ADJ-121,GNF-0019-965637d3,triton-lang/triton,10106,https://github.com/triton-lang/triton/issues/10106,[Bug] gluon warp specialized pipeline load nan from TMA input in certain cases,bug,nan_inf,nan_inf,performance_only,performance_only,2,0,ensemble_disagrees_with_current_gold|low_ensemble_vote_count|low_ensemble_margin,nan_inf,yes,high,"The visible numerical symptom is NaN, Inf, or another non-finite value."
