blind_id,repository,issue_number,title,annotator_a_primary,annotator_b_primary,annotator_a_true_failure,annotator_b_true_failure,gold_primary_failure,gold_is_true_numerical_failure,gold_evidence_quote,calibration_focus
GNF-0151-5ccf24b2,numba/numba,8700,RFC: Separate NumPy and CPython implementions/functionality.,not_numerical_failure,performance_only,no,no,nan_inf,yes,"x=2.1 , y=-1.2: o: <class 'float'> 0.4105 m: <class 'float'> 0.4105 n: <class 'numpy.float64'>0.4105 x=-2.0, y=-1 : o: <class 'float'> -0.5 m: <class 'float'> -0.5 n: <class 'numpy.float64'>-0.5 x=-2 , y=-2.1: o: <class",primary_label_disagreement
GNF-0152-d8097288,jax-ml/jax,28547,"`special.betainc`, `stdtr`, and `stdtrit` are very slow",performance_only,precision_tolerance,no,unclear,not_numerical_failure,no,"betainc`, `stdtr`, and `stdtrit` are very slow ### Description # Executive summary - `jax",primary_label_disagreement
GNF-0153-0a1f22c0,triton-lang/triton,4172,Triton Error [CUDA]: device kernel image is invalid,overflow_underflow,crash_compile,yes,unclear,overflow_underflow,yes,-unused-parameter -Wno-unused-function -Wno-unused-result -Wno-strict-overflow -Wno-strict-aliasing -Wno-stringop-overflow -Wsuggest-override -Wno-psabi -Wno-,primary_label_disagreement
GNF-0155-6ad1750a,rapidsai/cudf,20484,[FEA]: Change default cudf-polars stream pool policy to `pool`,not_numerical_failure,performance_only,no,no,not_numerical_failure,no,"Potential segfaults from incorrect CUDA stream usage (failing to synchronize / join streams correctly, just plain",primary_label_disagreement
GNF-0156-b72349bc,jax-ml/jax,17912,"AOT FLOPS Calculation Doesn't Work, HLO FLOPS Calculation Possibly Wrong",not_numerical_failure,precision_tolerance,no,yes,not_numerical_failure,no,"AOT FLOPS Calculation Doesn't Work, HLO FLOPS Calculation Possibly Wrong ### Description The ahead of time lowering and compilation method for calculati",primary_label_disagreement
GNF-0157-7be66b56,cupy/cupy,9272,lsmr with complex linear operator,precision_tolerance,dtype_casting,unclear,yes,dtype_casting,yes,eps : float Relative precision requested for the NUFFT calculation,primary_label_disagreement
GNF-0158-41ca2b85,cupy/cupy,8193,"`matmul` VRAM outage that affects ubuntu, but runs okay on ubuntu inside WSL2",dtype_casting,performance_only,unclear,no,dtype_casting,yes,"GB of VRAM) ```py import cupy as cp s0, s1, s2, s3 = 500, 80, 3400, 5 dtype = cp",primary_label_disagreement
GNF-0159-f17202a4,pytorch/pytorch,182554,Release 2.12 validations checklist and cherry-picks,not_numerical_failure,precision_tolerance,no,yes,precision_tolerance,yes,Function with completely incorrect outputs most of the times in PyTorch 2,primary_label_disagreement
GNF-0164-cdeaf26a,triton-lang/triton,4310,Latest nightly triton causes my custom fused attention kernel to output incorrect results.,precision_tolerance,nan_inf,yes,yes,nan_inf,yes,"th import random import os import tempfile from math import inf, nan from torch",primary_label_disagreement
GNF-0166-2dbedde8,rapidsai/cudf,8230,Remove `volatile` usage in `rolling_detail.cuh` where not required,not_numerical_failure,precision_tolerance,no,yes,not_numerical_failure,no,re this as volatile to avoid some compiler optimizations that lead to incorrect results // for CUDA 10,primary_label_disagreement
GNF-0167-13076e98,triton-lang/triton,8890,Binary `max` slow by 2.11× on size 1024,performance_only,nan_inf,no,yes,nan_inf,yes,"0 / iters, None except Exception: return None, float(""nan""), traceback",primary_label_disagreement
GNF-0168-49dcb998,cupy/cupy,4093,A question about conversion from PyTorch Tensor,not_numerical_failure,performance_only,no,no,overflow_underflow,yes,Feel free to ask questions there or on Stack Overflow (with a `cupy` tag)!,primary_label_disagreement
GNF-0169-cf25d953,jax-ml/jax,18672,Incorrect flop count estimate using remat scan,not_numerical_failure,precision_tolerance,no,yes,dtype_casting,yes,from typing import Dict from typing import Tuple from typing import Type import flax.linen as nn import jax import jax.numpy as jnp import optax from absl import app from absl import flags from absl import logging from f,primary_label_disagreement
GNF-0171-20358422,jax-ml/jax,9591,Attempt to perform FFT requiring batched cufft plan of size > 4 GB causes coredump,dtype_casting,crash_compile,unclear,unclear,dtype_casting,yes,dtype = }') jnp,primary_label_disagreement
GNF-0172-1596bb30,pytorch/pytorch,167050,"Enabling `triton.native_matmul` results in ""ValueError: numel (2097152) exceeds triton maximum tensor numel (1048576)""",dtype_casting,crash_compile,unclear,unclear,dtype_casting,unclear,"74/74 [00:02<00:00, 35.82it/s] W1105 12:20:48.110000 3864099 site-packages/torch/_inductor/debug.py:510] [0/0] model__0_inference_0 debug trace: /home/ace/openpi/examples/torch_compile_debug/run_2025_11_05_12_16_36_42093",primary_label_disagreement
GNF-0174-e7b5adf3,numba/numba,9109,various seg faults on Debian arm64 with numba 0.57.1,precision_tolerance,crash_compile,yes,unclear,overflow_underflow,yes,"arge code model for AArch64, so relocations get overflowed leading to incorrect / illegal memory accesses",primary_label_disagreement
GNF-0177-39a0d983,pytorch/pytorch,148345,Installation of `pytorch==2.6.0+cu124` doesn't install `triton` and `nvidia` libraries,overflow_underflow,not_numerical_failure,yes,no,overflow_underflow,yes,fected Vulnerability Retbleed: Not affected Vulnerability Spec rstack overflow: Mitigation; safe RET Vulnerability Spec store bypass: Mitigation; Speculative,primary_label_disagreement
GNF-0178-7e3074ef,numba/numba,10116,[Feature request] Vulkan Target,not_numerical_failure,performance_only,no,no,not_numerical_failure,no,"Closed it with the incorrect reason selected, so am trying again, apologies",primary_label_disagreement
GNF-0179-0d2d153d,triton-lang/triton,8591,Proton buffer copyout is slower than it needs to be,performance_only,not_numerical_failure,no,no,performance_only,no,"Proton buffer copyout is slower than it needs to be ### Describe the issue As far as I can tell, Proton will co",primary_label_disagreement
GNF-0181-f206820c,triton-lang/triton,4664,3-d tl.dot for sparse matmul failed to compile when lowering to LLVM-IR,dtype_casting,crash_compile,unclear,unclear,dtype_casting,yes,"zeros((BLOCK_B, BLOCK_M, BLOCK_N), dtype=acc_dtype) x_0 = tl",primary_label_disagreement
GNF-0182-0943f7d0,rapidsai/cudf,12716,[QST] How does cudf perform groupby and aggregation on uint128 types?,not_numerical_failure,performance_only,no,no,dtype_casting,yes,com/blog/implementing-high-precision-decimal-arithmetic-with-cuda-int128/ @bdice Is there a plan to support it in th,primary_label_disagreement
GNF-0183-0f27bf2e,triton-lang/triton,1535,Fast Math Support,not_numerical_failure,performance_only,no,no,not_numerical_failure,no,"#issuecomment-897887059) agree and this is insidious dangerous , some precision test result pls also checkout https://github",primary_label_disagreement
GNF-0184-5cb52bd8,rapidsai/cudf,16004,[QST] cudf and kvikio? (this is actually a question about implementing RDMA in another library),not_numerical_failure,performance_only,no,no,performance_only,no,[QST] cudf and kvikio? (this is actually a question about implementing RDMA in another library),primary_label_disagreement
GNF-0186-6c92b3b9,cupy/cupy,5328,Unexpected error while assigning array element,overflow_underflow,crash_compile,yes,unclear,overflow_underflow,yes,"is one element smaller, this probably has to do with a signed integer overflow somewhere",primary_label_disagreement
GNF-0187-2664d182,cupy/cupy,2742,Discussion on multi-GPU support for cuFFT and cuSOLVER,not_numerical_failure,performance_only,no,no,overflow_underflow,yes,([Related issue in stack overflow](https://stackoverflow.com/questions/57752516/how-to-use-cuda-pinned-zero-copy-memory-for-a-memory-mapped-file)) @asi1024 Did you mean ***pinned*** memory or ***unified*** memory?,primary_label_disagreement
GNF-0189-2fcb9ca4,cupy/cupy,6229,Support more interpolation methods in `cupy.percentile` and `cupy.quantile`,not_numerical_failure,nan_inf,no,yes,nan_inf,yes,"needed and it passed most the tests, but I keep getting `nan location mismatch error` for 2 of the test cases",primary_label_disagreement
GNF-0190-3f4e1893,triton-lang/triton,9809,Pipeline failed while executing [`TritonGPURemoveLayoutConversions` on 'builtin.module' operation],overflow_underflow,crash_compile,yes,unclear,overflow_underflow,yes,fected Vulnerability Retbleed: Not affected Vulnerability Spec rstack overflow: Not affected Vulnerability Spec store bypass: Mitigation; Speculative Store By,primary_label_disagreement
