blind_id,repository,issue_number,url,title,github_labels,issue_body_excerpt,comments_excerpt,round2_primary_failure_label,round2_secondary_cause_labels_pipe_separated,round2_is_true_numerical_failure,round2_evidence_quote,round2_confidence_high_medium_low,round2_notes
GNF-0112-9ee80d72,cupy/cupy,9558,https://github.com/cupy/cupy/issues/9558,Make CCCL compilation warning-free,contribution welcome|prio:low|cat:code-fix,"Follow-up of #9496. When compiling the `cupy.cuda.{thrust, cub}` modules, a few deprecation warnings are raised. We should try to migrate the code to newer constructs in CCCL v3.x so as to eliminate the warnings. **UPDATE**: as of April 17, 2026 I see this: ``` cupy/cuda/cupy_cub.cu: In instantiation of 'void _cub_reduce_argmin::operator()(void*, size_t&, void*, void*, int, cudaStream_t) [with T = signed char; size_t = long unsigned int; cudaStream_t = CUstream_st*]': /local/home/leof/dev/cupy_cuda131_relaxed/cupy/_core/include/cupy/type_dispatcher.cuh:41:48: required from 'void dtype_dispatcher(int, functor_t, Ts&& ...) [with functor_t = _cub_reduce_argmin; Ts = {void*&, long unsigned int&, void*&, void*&, int&, CUstream_st*&}]' 41 | case CUPY_TYPE_INT8: return f.template operator()<int8_t>(std::forward<Ts>(args)...); | ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~ cupy/cuda/cupy_cub.cu:1044:33: required from here 1044 | case CUPY_CUB_ARGMIN: return dtype_dispatcher(dtype_id, _cub_reduce_argmin(), | ~~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ cupy/cuda/cupy_cub.cu:917:49: warning: 'static cudaError_t cub::CUB_300102_SM_860_890::DeviceReduce::ArgMin(void*, size_t&, InputIteratorT, OutputIteratorT, int, cudaStream_t) [with InputIteratorT = signed char*; OutputIteratorT = cub::CUB_300102_SM_860_890::KeyValuePair<int, signed char>*; cudaError_t = cudaError; size_t = long unsigned int; cudaStream_t = CUstream_st*]' is deprecated: CUB has superseded this interface in favor of the ArgMin interface that takes two separate iterators: one iterator to which the extremum is written and another iterator to which the index of the found extremum is written. [-Wdeprecated-declarations] 917 | DeviceReduce::ArgMin(workspace, workspace_size, stat...","Hi @leofang , I created a PR and it seems some AMD related checks failed. How should I proceed to solve them?",,,,,,
GNF-0113-e024c338,cupy/cupy,9785,https://github.com/cupy/cupy/issues/9785,Create a numpy_cupy_allclose with `NULP` (or similar) mechanism,cat:enhancement|prio:medium,"While the current ability to pass a dict of dtypes to `rtol=` and `atol=` is nice, in practice it is used pretty rarely meaning that double precision routines are often tested with the same precision as single precision ones. This is mostly fine, since correctness errors should still fail, but it gives very little with respect to testing expected higher precision of `double` versions. I think it would be helpful to add a testing mechanism based on `assert_array_almost_equal_nulp`. Or something similar to it, maybe an integer meaning a multiple of the `finfo(...).eps` or so.",,,,,,,
GNF-0114-9723251e,rapidsai/cudf,3961,https://github.com/rapidsai/cudf/issues/3961,[BUG]Cannot query dataframes with categorical columns,feature request|Python,"**Describe the bug** if i do a simple query on a categorical column, i get an error stating that `This error is usually caused by passing an argument of a type that is unsupported by the named function.` **Steps/Code to reproduce bug** ``` import cudf import pandas as pd fn = 'test.csv' lines = """"""id1,id2 1,45 2,3 3, 7 1, 25 """""" with open(fn, 'w') as fp: fp.write(lines) pdf = pd.read_csv(fn, header=0, dtype={""id1"":""category"", ""id2"":""int32""}) cdf = cudf.read_csv(fn, header=0, dtype={""id1"":""int32"", ""id2"":""int32""}) #see #3960 for why i have to do this cdf['id1'] = cdf['id1'].astype(""category"") pdf.query(""id1 == ['1'] and id2 == 45"") cdf.query(""id1 == ['1'] and id2 == 45"") ``` The cdf query outputs a rather large error ``` --------------------------------------------------------------------------- TypingError Traceback (most recent call last) <ipython-input-27-28a794912e6e> in <module> ----> 1 cdf2.query(""id1 == ['1'] and id2 == 45"") /opt/conda/envs/rapids/lib/python3.7/site-packages/cudf/core/dataframe.py in query(self, expr, local_dict) 2893 } 2894 # Run query -> 2895 boolmask = queryutils.query_execute(self, expr, callenv) 2896 2897 selected = Series(boolmask) /opt/conda/envs/rapids/lib/python3.7/site-packages/cudf/utils/queryutils.py in query_execute(df, expr, callenv) 223 # run kernel 224 args = [out] + colarrays + envargs --> 225 kernel.forall(nrows)(*args) 226 out_mask = applyutils.make_aggregate_nullmask(df, columns=columns) 227 if out_mask is not None: /opt/conda/envs/rapids/lib/python3.7/site-packages/numba/cuda/compiler.py in __call__(self, *args) 264 def __call__(self, *args): 265 if isinstance(self.kernel, AutoJitCUDAKernel): --> 266 kernel = self.kernel.specialize(*args) 267 else: 268 kernel = self.kernel /opt/conda/envs/rapids/lib/python3.7/site-packages/n...",,,,,,,
GNF-0117-5c96ad33,jax-ml/jax,20430,https://github.com/jax-ml/jax/issues/20430,`jax.scipy.special.ndtri` edge case behavior,bug,"### Description `jax.scipy.special.ndtri` returns positive infinity when the argument exceeds `1.0` and negative infinity when the argument is less than `0.0`. ```python3 from jax import numpy as jnp from jax.scipy.special import ndtri ndtri(jnp.asarray(-1.)) # Array(-inf, dtype=float32) ndtri(jnp.asarray(2.)) # Array(inf, dtype=float32) ``` It seems that it would be more appropriate to return NaN in these cases (as `scipy.special.ndtri`, `torch.special.ndtri`, etc. do). This came up when adding support for JAX as an array API backend in SciPy. For more information, please see scipy/scipy#20085. ### System info (python version, jaxlib version, accelerator, etc.) ``` jax: 0.4.23 jaxlib: 0.4.23 numpy: 1.25.2 python: 3.10.12 (main, Nov 20 2023, 15:14:05) [GCC 11.4.0] jax.devices (1 total, 1 local): [cuda(id=0)] process_count: 1 $ nvidia-smi Tue Mar 26 04:33:34 2024 +---------------------------------------------------------------------------------------+ | NVIDIA-SMI 535.104.05 Driver Version: 535.104.05 CUDA Version: 12.2 | |-----------------------------------------+----------------------+----------------------+ | GPU Name Persistence-M | Bus-Id Disp.A | Volatile Uncorr. ECC | | Fan Temp Perf Pwr:Usage/Cap | Memory-Usage | GPU-Util Compute M. | | | | MIG M. | |=========================================+======================+======================| | 0 Tesla T4 Off | 00000000:00:04.0 Off | 0 | | N/A 70C P0 32W / 70W | 11447MiB / 15360MiB | 0% Default | | | | N/A | +-----------------------------------------+----------------------+----------------------+ +---------------------------------------------------------------------------------------+ | Processes: | | GPU GI CI PID Type Process name GPU Memory | | ID ID Usage | |=====================================================...",,,,,,,
GNF-0119-84e3156c,triton-lang/triton,2356,https://github.com/triton-lang/triton/issues/2356,how to use numeric literal in fp16,,"code like this ```python qk = tl.zeros([BLOCK_M, BLOCK_N], dtype=tl.float16) for ...: qk += tl.where(mask, tl.dot(q, k, out_dtype=tl.float16), 0.0) ``` would trigger ```text AssertionError('initial value for `qk` is of type <[64, 64], fp16>, but the then block redefines it as <[64, 64], fp32>') ``` So how to represent numeric literals in fp16 or other type? Besides, why `tl.where` does not maintain type consistence of the two candidates?","What are the data types of q and k? > What are the data types of q and k? fp16 ``` if a_ty.is_fp32() or b_ty.is_fp32(): return tl.float32 ``` I think you have to explicitly specify that 0.0 is float16 in this case > ``` > if a_ty.is_fp32() or b_ty.is_fp32(): > return tl.float32 > ``` > > I think you have to explicitly specify that 0.0 is float16 in this case Yes，I wonders how to. Is there some special suffix to specify this is a float16 `0.0` like `0.0f, 0.0F, ...`? Oh I get it, maybe `tl.constexpr(0.0).to(tl.float16)` is okay. Have you solved it? > Oh I get it, maybe `tl.constexpr(0.0).to(tl.float16)` is okay. No. I cannot find a way to express numeric literal in fp16. I got through it with `tl.full(shape, value, dtype)`. After all, a tensor with all the same values is not expensive to use.",,,,,,
GNF-0120-3d8af802,rapidsai/cudf,9975,https://github.com/rapidsai/cudf/issues/9975,[BUG] dask_cudf from_delayed throws exception when meta is included in the from_delayed,bug|Python|dask,"Exception: ``` Columns: [_col10, _col5, _col0, _col12, visit_date] Index: [], 'from_delayed') kwargs: {} Exception: ""ValueError('Metadata mismatch found in `from_delayed`.\\n\\nExpected partition of type `pandas.core.frame.DataFrame` but got `cudf.core.dataframe.DataFrame`')"" ``` Reproducer: ``` import cudf import numpy as np from dask.dataframe import from_delayed from dask.delayed import delayed import numpy as np import cudf from dask.distributed import Client from dask_cuda import LocalCUDACluster import dask_cudf df = cudf.DataFrame() for i in range(100): df[f'_col{i}'] = np.random.randint(20, size=100) df.to_orc('test1.orc') df.to_orc('test0.orc') files = [(('a',), 'test0.orc'), (('a',), 'test1.orc')] print(files) def rd(f, cols, meta=None): if partitions: cols = list(set(cols) - set([x[0] for x in partitions])) if type(f).__name__ == 'str': f = ((), f) df = cudf.read_orc(f[1], columns=cols, use_index=False) if partitions: for i, col in enumerate(partitions): df[col[0]] = f[0][i] df[col[0]] = df[col[0]].astype(col[1]) if meta: return df[list(meta.keys())] else: return df partitions =[('visit_date', 'str')] cols = ['_col0', '_col12', '_col10', '_col5'] meta = dict(rd(files[0], cols, meta=None).dtypes) for i in partitions: meta[i[0]] = i[1] print(meta) def main(): c=Client(LocalCUDACluster()) dfs=[delayed(rd)(f, cols=cols, meta=meta) for f in files[:2]] xx = dask_cudf.from_delayed(dfs, meta=meta) print(xx.compute()) if __name__ == ""__main__"": main() ``` this issue is very similar to issue here: https://github.com/dask/dask/issues/8528 the difference is from_delayed with meta, throws another exception ""The columns in the computed data do not match the columns in the provided metadata"" even though both dfs have same columns and dtypes. since we provide the meta her...","This issue has been labeled `inactive-30d` due to no recent activity in the past 30 days. Please close this issue if no further response or action is needed. Otherwise, please respond with a comment indicating any updates or changes to the original issue and/or confirm this issue still needs to be addressed. This issue will be labeled `inactive-90d` if there is no activity in the next 60 days. This issue has been labeled `inactive-90d` due to no recent activity in the past 90 days. Please close this issue if no further response or action is needed. Otherwise, please respond with a comment indicating any updates or changes to the original issue and/or confirm this issue still needs to be addressed.",,,,,,
GNF-0122-2172f7de,rapidsai/cudf,17448,https://github.com/rapidsai/cudf/issues/17448,[BUG] Decimal division loses precision when dividing by decimals with fractional parts,question|Python,"**Describe the bug** When performing division on Decimal64Dtype columns in cuDF, the result consistently loses the decimal fraction and becomes zero, depending on the precisions and scales of the input columns. This behavior is incorrect and does not match the expected results when calculated manually. **Steps/Code to reproduce bug** Here is a minimal code sample that reproduces the issue: ``` import cudf from decimal import Decimal # Test cases with varying precisions and scales test_cases = [ {'a_dtype': cudf.Decimal64Dtype(2, 2), 'b_dtype': cudf.Decimal64Dtype(1, 0), 'description': 'Case 1: Dividing by an integer (scale=0)'}, {'a_dtype': cudf.Decimal64Dtype(2, 2), 'b_dtype': cudf.Decimal64Dtype(3, 2), 'description': 'Case 2: Dividing by a decimal-only real number (precision=scale)'}, {'a_dtype': cudf.Decimal64Dtype(3, 2), 'b_dtype': cudf.Decimal64Dtype(3, 2), 'description': 'Case 3: Dividing by a real number with both integer and decimal parts (precision > scale)'}, ] # Loop through the test cases for case in test_cases: print(case['description']) df = cudf.DataFrame({'a': [Decimal('0.02')], 'b': [Decimal('2')]}).astype( { 'a': case['a_dtype'], 'b': case['b_dtype'], } ) df['res'] = df['a'] / df['b'] print(df['res'], df['res'].dtype.precision, df['res'].dtype.scale) ``` Running this script produces the following output: ``` Case 1: Dividing by an integer (scale=0) 0 0.010000 Name: res, dtype: decimal64 6 6 Case 2: Dividing by a decimal-only real number (precision=scale) 0 0.000000 Name: res, dtype: decimal64 8 6 Case 3: Dividing by a real number with both integer and decimal parts (precision > scale) 0 0.000000 Name: res, dtype: decimal64 9 6 ``` **Expected behavior** The division results should retain the decimal fraction regardless of the precisions and scales of...","This is expected behavior. Decimals are integers with a piece of scale metadata. Consider the integer value representation that is behind the decimals: Case 1 is computing the result as `2 / 2 = 1` with scale `2 - 0 = 2`. This gives `0.01`. Case 2 is computing the result as `2 / 200 = 0` with scale `2 - 2 = 0`. This gives `0`. Case 3 is computing the result as `2 / 200 = 0` with scale `2 - 2 = 0`. This gives `0`. Truncation is expected when the divisor has a scale that is equal-or-less-than the dividend. You can try scaling up the divisors to have a higher scale (so that the internal representation of the values is `20` or `200` or `2000` instead of `2`) before performing division. The test cases you provided have the least-possible scale that can still express `0.02`. Increasing the scale of the divisor to `cudf.Decimal64Dtype(4, 4)` makes all the test cases pass: ```python df['res'] = df['a'].astype(cudf.Decimal64Dtype(4, 4)) / df['b'] ``` cuDF's default decimal behavior in Python is designed to match SQL, but this doesn't obviate the need for starting with the appropriate scale for computation. libcudf does not upscale inputs pre-emptively: - https://github.com/rapidsai/cudf/blob/79a986067688c18b3d431c7a3acc23e2307fb668/python/cudf/cudf/core/column/decimal.py#L437 - https://github.com/rapidsai/cudf/blob/79a986067688c18b3d431c7a3acc23e2307fb668/python/cudf/cudf/core/column/decimal.py#L458-L459 Are you trying to match another library's behavior? It is usually possible to adapt the cuDF convention to match a different convention. For example, this matches the Arrow conventions (https://arrow.apache.org/docs/cpp/compute.html#arithmetic-functions, scroll down a bit): ```python def match_arrow_division(left, right): """"""Divide decimal series s1 and s2, matching Arrow's r...",,,,,,
GNF-0123-b044c5aa,jax-ml/jax,24680,https://github.com/jax-ml/jax/issues/24680,DLPack Support for np.uint16 seems broken,bug,"### Description ``` JAX_PLATFORMS=cpu CUDA_VISIBLE_DEVICES="""" python Python 3.10.14 (main, May 6 2024, 19:42:50) [GCC 11.2.0] on linux Type ""help"", ""copyright"", ""credits"" or ""license"" for more information. >>> import jax >>> import jax.numpy as jnp >>> import torch >>> import numpy as np >>> a = jnp.zeros((1,3,5,8), dtype=np.uint16) >>> jnp.all(a) Array(False, dtype=bool) >>> b = torch.utils.dlpack.from_dlpack(a) >>> b tensor([[[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]], [[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]]], dtype=torch.uint16) >>> b.shape torch.Size([1, 3, 5, 8]) >>> c = jax.dlpack.from_dlpack(b) >>> a.layout Layout(device_local_layout=DeviceLocalLayout(major_to_minor=(0, 1, 2, 3), _tiling=(), _sub_byte_element_size_in_bits=0), sharding=SingleDeviceSharding(device=CpuDevice(id=0), memory_kind=unpinned_host)) >>> c.layout Layout(device_local_layout=DeviceLocalLayout(major_to_minor=(1, 2, 0, 3), _tiling=(), _sub_byte_element_size_in_bits=0), sharding=SingleDeviceSharding(device=CpuDevice(id=0), memory_kind=unpinned_host)) >>> jnp.all(c) jax.errors.SimplifiedTraceback: For simplicity, JAX has removed its internal frames from the traceback of the following exception. Set JAX_TRACEBACK_FILTERING=off to include these. The above exception was the direct cause of the following exception: Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""/home/quantumcookie/miniconda3/envs/UniEnvPy/lib/python3.10/site-packages/jax/_src/numpy/reductions.py...","Looks like this also affects `np.float32`. I have torch 2.5.1 + cuda12.4 and jax[cuda12]==0.4.35 ``` JAX_PLATFORMS=cpu python Python 3.10.14 (main, May 6 2024, 19:42:50) [GCC 11.2.0] on linux Type ""help"", ""copyright"", ""credits"" or ""license"" for more information. >>> import torch >>> import jax >>> import jax.numpy as jnp >>> import numpy as np >>> a = torch.zeros((3,1,6,2), dtype=torch.float32) >>> b = jax.dlpack.from_dlpack(a) >>> c = jax.dlpack.from_dlpack(a.contiguous()) >>> b.layout Layout(device_local_layout=DeviceLocalLayout(major_to_minor=(0, 2, 1, 3), _tiling=(), _sub_byte_element_size_in_bits=0), sharding=SingleDeviceSharding(device=CpuDevice(id=0), memory_kind=unpinned_host)) >>> c.layout Layout(device_local_layout=DeviceLocalLayout(major_to_minor=(0, 2, 1, 3), _tiling=(), _sub_byte_element_size_in_bits=0), sharding=SingleDeviceSharding(device=CpuDevice(id=0), memory_kind=unpinned_host)) >>> jnp.all(c) jax.errors.SimplifiedTraceback: For simplicity, JAX has removed its internal frames from the traceback of the following exception. Set JAX_TRACEBACK_FILTERING=off to include these. The above exception was the direct cause of the following exception: Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""/home/quantumcookie/miniconda3/envs/UniEnvPy/lib/python3.10/site-packages/jax/_src/numpy/reductions.py"", line 596, in all return _reduce_all(a, axis=_ensure_optional_axes(axis), out=out, AssertionError: Unexpected XLA layout override: (XLA) DeviceLocalLayout(major_to_minor=(0, 1, 2, 3), _tiling=(), _sub_byte_element_size_in_bits=0) != DeviceLocalLayout(major_to_minor=(0, 2, 1, 3), _tiling=(), _sub_byte_element_size_in_bits=0) (User input layout) ``` Thanks for the report! I can also reproduce the error, and there seem to be a few strange ...",,,,,,
GNF-0124-5e35db0b,pytorch/pytorch,117844,https://github.com/pytorch/pytorch/issues/117844,torch.fft.rfft: Unsupported dtype BFloat16,module: cuda|triaged|module: bfloat16|needs design|module: fft,"### 🐛 Describe the bug ```py import torch x = torch.rand((16, 64, 256), dtype=torch.bfloat16, device='cuda') f = torch.fft.rfft(x) # RuntimeError: Unsupported dtype BFloat16 ``` In my use-case this fft operation is on very long sequences, so it would save a lot of memory! Using FP16 leads to instability issues, so I would prefer using BF16 instead. Are there any plans to support this? [It looks like cuFFT supports BF16 already...](https://docs.nvidia.com/cuda/cufft/index.html#bfloat16-precision-cufft-transforms) ### Versions <details> <summary>Versions</summary> ``` PyTorch version: 2.1.2+cu121 Is debug build: False CUDA used to build PyTorch: 12.1 ROCM used to build PyTorch: N/A OS: Ubuntu 22.04.3 LTS (x86_64) GCC version: (Ubuntu 11.4.0-1ubuntu1~22.04) 11.4.0 Clang version: 14.0.6 CMake version: version 3.28.1 Libc version: glibc-2.35 Python version: 3.10.13 | packaged by conda-forge | (main, Dec 23 2023, 15:36:39) [GCC 12.3.0] (64-bit runtime) Python platform: Linux-6.5.0-14-generic-x86_64-with-glibc2.35 Is CUDA available: True CUDA runtime version: 12.1.105 CUDA_MODULE_LOADING set to: LAZY GPU models and configuration: GPU 0: NVIDIA GeForce GTX 1080 Ti GPU 1: NVIDIA GeForce GTX 1080 Ti GPU 2: NVIDIA GeForce RTX 3090 Nvidia driver version: 535.146.02 cuDNN version: Probably one of the following: /usr/lib/x86_64-linux-gnu/libcudnn.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_adv_infer.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_adv_train.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_cnn_infer.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_cnn_train.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_ops_infer.so.8.9.5 /usr/lib/x86_64-linux-gnu/libcudnn_ops_train.so.8.9.5 HIP runtime version: N/A MIOpen runtime version: N/A Is XNNPACK available: True CPU: Architecture: x86_64 CPU...","After looking through the code, I guess we would need a new `complex32_bf16` type (similar to `CUDA_C_16BF`) to handle this. Either that or we keep converting between `float16` and `bfloat16`, which would probably destroy any advantage gained from `bfloat16`. As even `complex32` seems to not be completely supported, I'm not sure what the chances are `bfloat16` support will arrive soon. I found this old issue (https://github.com/pytorch/pytorch/issues/95100) that runs into a similar problem w.r.t. missing `complex32_bfloat16` support. @ezyang Would you still be open for adding such a new dtype? The main problem is we don't /really/ want to have to add kernels for the rest of everything that complex bfloat16 would ostensibly support. If you want us to put in some bindings for a SIZEx2 strided bfloat16 tensor to cufft, I think probably would be accepted though. I'm not exactly clear on the trade-offs to a SIZEx2 strided cuFFt binding versus ""real"" complex bfloat16 support, but in my case just being able to run the above rfft without having to cast up to float32 would save me a VRAM headache. Yeah, this would be good enough for avoiding VRAM problem Any further plan for making FFT to be compatible with BF16? This would be helpful for speedup training and reducing VRAM. I think I probably would tolerate a PR that adds ComplexBFloat16, but someone will have to do it. Hi all, We are working on an in-place real-domain FFT (rdFFT) operator that supports BF16 precision for training large models efficiently (e.g., LLaMA2-7B, RoBERTa-large). Our approach avoids the current view_as_complex limitation by storing outputs in a split real/imag layout. A helper function converts back to standard complex for comparison with torch.fft.rfft. This allows full forward/inverse round-trip te...",,,,,,
GNF-0125-29346792,numba/numba,8464,https://github.com/numba/numba/issues/8464,NumPy 1.24 support,Task|numpy,This is an issue stub to track support for NumPy 1.24. Anticipated release date (guessing based on previous release cadence) will be sometime near the end of 2022. Items to address: - [ ] `np.MachAr` removal: https://github.com/numpy/numpy/pull/22638 - [ ] Additional ufunc methods `resolve_dtypes()` and `_resolve_dtypes_and_context()`: https://github.com/numpy/numpy/pull/22422 - [ ] Specifying a timedelta dtype for the `sum()` method of arrays is no longer allowed: https://github.com/numpy/numpy/pull/22540 - [ ] Removal of `np.bool` - [ ] Removal of `np.float` - [ ] Some changes to exception messages we replicate (see `numba.tests.test_mathlib.TestMathLib.test_hypot`),"Need to accommodate: https://github.com/numpy/numpy/pull/22638 Need to update ufunc loop selection WRT https://github.com/numpy/numpy/pull/22422 (#8538 tracks). I've local patches for both those issues (not PR-ready, but having a quick test). Will push a branch if my local testing goes OK. Branch is here (very simple workarounds for now!): https://github.com/gmarkall/numba/tree/np-124 Errors with my branch at present: ``` ====================================================================== ERROR: test_sum_axis_dtype_kws (numba.tests.test_array_methods.TestArrayMethods) [Testing np.sum with timedelta64[M] input and timedelta64[M] output ] test sum with axis and dtype parameters over a whole range of dtypes ---------------------------------------------------------------------- Traceback (most recent call last): File ""/home/gmarkall/numbadev/numba/numba/tests/test_array_methods.py"", line 1283, in test_sum_axis_dtype_kws py_res = pyfunc(arr, axis=axis, dtype=out_dtype) File ""/home/gmarkall/numbadev/numba/numba/tests/test_array_methods.py"", line 200, in array_sum_axis_dtype_kws return a.sum(axis=axis, dtype=dtype) File ""/home/gmarkall/numbadev/numpy/numpy/core/_methods.py"", line 49, in _sum return umr_sum(a, axis, dtype, out, keepdims, initial, where) TypeError: The `dtype` and `signature` arguments to ufuncs only select the general DType and not details such as the byte order or time unit. You can avoid this error by using the scalar types `np.float64` or the dtype string notation. ====================================================================== ERROR: test_sum_axis_dtype_kws (numba.tests.test_array_methods.TestArrayMethods) [Testing np.sum with timedelta64[M] input and timedelta64[M] output ] test sum with axis and dtype parameters over a whole range of dtypes -...",,,,,,
GNF-0127-32017a62,cupy/cupy,5424,https://github.com/cupy/cupy/issues/5424,cupy gives Unknown error,issue-checked,"Thank you for using and contributing to CuPy! If your issue is a **request for support in using CuPy**, please post it on [Stack Overflow](https://stackoverflow.com/questions/tagged/cupy) or Google Groups ([en](https://groups.google.com/forum/#!forum/cupy) / [ja](https://groups.google.com/forum/#!forum/cupy-ja)). Developer team members are monitoring questions on these channels. If it is a bug report, please include the following information: * Conditions (you can just paste the output of `python -c 'import cupy; cupy.show_config()'`) - CuPy version - OS/Platform - CUDA version - cuDNN/NCCL version (if applicable) * Code to reproduce * Error messages, stack traces, or logs Cupy was installed using this: conda install -y -S ""cudatoolkit=11.2"" ""cudnn>=7.6.0"" ""nccl"" ""cutensor"" ""cupy"" ""cusparselt"" ""mkl"" ""libblas=*=*mkl"" Following were installed: ``` ## Package Plan ## environment location: /opt/conda/envs/navsim added / updated specs: - cudatoolkit=11.2 - cudnn[version='>=7.6.0'] - cupy - cusparselt - cutensor - libblas[build=*mkl] - mkl - nccl The following packages will be downloaded: package | build ---------------------------|----------------- abseil-cpp-20210324.0 | h9c3ff4c_0 1011 KB conda-forge arrow-cpp-4.0.0 |py38ha12db41_1_cpu 22.2 MB conda-forge cudatoolkit-11.2.2 | he111cf0_8 877.3 MB conda-forge cupy-9.2.0 | py38ha69542f_0 47.5 MB conda-forge cusparselt-0.1.0.2 | hdc17891_0 5.2 MB conda-forge glog-0.4.0 | h49b9bf7_3 104 KB conda-forge grpc-cpp-1.37.1 | h36de60a_0 3.5 MB conda-forge imagecodecs-2021.3.31 | py38h1455ab2_0 6.9 MB conda-forge ld_impl_linux-64-2.36.1 | hea4e1c9_0 670 KB conda-forge libblas-3.9.0 | 8_mkl 12 KB conda-forge libcblas-3.9.0 | 8_mkl 11 KB conda-forge liblapack-3.9.0 | 8_mkl 11 KB conda-forge liblapacke-3.9.0 | 8_mkl 11 KB conda-forge l...","I have tried it with 11.0 and 11.1 and same result output of nvidia-smi: ``` nvidia-smi Wed Jun 30 13:15:09 2021 +-----------------------------------------------------------------------------+ | NVIDIA-SMI 460.80 Driver Version: 460.80 CUDA Version: 11.2 | |-------------------------------+----------------------+----------------------+ | GPU Name Persistence-M| Bus-Id Disp.A | Volatile Uncorr. ECC | | Fan Temp Perf Pwr:Usage/Cap| Memory-Usage | GPU-Util Compute M. | | | | MIG M. | |===============================+======================+======================| | 0 GeForce RTX 2060 Off | 00000000:01:00.0 On | N/A | | N/A 57C P8 12W / N/A | 627MiB / 5934MiB | 25% Default | | | | N/A | +-------------------------------+----------------------+----------------------+ +-----------------------------------------------------------------------------+ | Processes: | | GPU GI CI PID Type Process name GPU Memory | | ID ID Usage | |=============================================================================| | 0 N/A N/A 2965 G /usr/lib/xorg/Xorg 418MiB | | 0 N/A N/A 3236 G /usr/bin/gnome-shell 61MiB | | 0 N/A N/A 3585 G ...AAAAAAAAA= --shared-files 26MiB | | 0 N/A N/A 13413 G ...f_3762.log --shared-files 28MiB | | 0 N/A N/A 147929 G ...AAAAAAAAA= --shared-files 67MiB | +-----------------------------------------------------------------------------+ ``` Hi, could you post the outputs of `conda list` and `conda info` please? it worked after restarting the computer with no other change.",,,,,,
GNF-0128-c6e2544c,cupy/cupy,7118,https://github.com/cupy/cupy/issues/7118,[Discussion needed] Add ways to write `inf` and `nan` as literals in fused and user-defined kernels.,cat:feature,"### Description Currently, literals such as `inf` and `nan` cannot be used inside a `ElementwiseKernel` or a fused kernel. To test whether that's the case, we can write down the following code. ```python @cp.fuse def test_inf_nan(arr): arr[:] = cp.inf arr[:] = cp.nan arr[:] = 0 return arr print(test_inf_nan(cp.linspace(0,4,10))) ``` The compiler will spit out two errors regarding the fused kernel: ``` error: identifier ""inf"" is undefined error: a value of type ""double (*)(const char *)"" cannot be used to initialize an entity of type ""const double"" ``` However, I am not so sure whether this is something that could be useful. Here are some of the pros and cons that I can think of: pros: - Functions that accept those literals will have a easier time when being fused. Such as `cupy.clip`. - It might be helpful for compile-time-optimizations. cons: - The actual use case for those literals is quite scarce. - We can always store those literals inside a variable and pass them into the kernels when calling the functions instead. Any suggestions would be appreciated, thanks in advance! ### Additional Information _No response_","I guess it's only a matter of float-to-string conversion here. https://github.com/cupy/cupy/blob/3ac3f9d6bffac33bccd236fc4306a2f83b90c4f5/cupy/_core/fusion.pyx#L121-L122 Maybe @asi1024 can better follow up on this :) @berryboy2012 Thank you for your reporting. Fixed in #7122! Thanks for the help! Another question though, if for some reason I want to write `inf` or `nan` inside a kernel such as `cupy.RawKernel`, do I just use things like `CUDART_INF_F` `CUDART_NAN_F` etc as mentioned in https://github.com/cupy/cupy/blob/master/cupy/_core/include/cupy/math_constants.h ? Yes, these constants should be available if you `#include <math_constants.h>` in RawKernrel.",,,,,,
